intervencion_id,fecha_reunion,actor,cargo,texto,etiqueta_v3,es_relevante_v3,confianza_humana,cita_literal,fundamento_humano,revision_etiqueta_v3,revision_relevancia_v3,revision_confianza,revision_cita_literal,revision_fundamento,revision_estado
RPM-2015-08-13:6952:1,2015-08-13,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,"El señor Miguel Fuentes menciona que algunos indicadores del mercado laboral muestran que el empleo asalariado pierde impulso en el año. Agrega que el análisis no cambia radicalmente al separar el aporte del sector público. Tratándose de la encuesta realizada por la Universidad de Chile, da cuenta de un claro deterioro del empleo en doce meses, que exhibe tasas de crecimiento negativas en los últimos tres trimestres. Por su parte, las cifras del INE sobre velocidades mensuales también reflejan una caída a nivel del empleo agregado, la que es más notoria según la encuesta de la Universidad de Chile, en línea con la desaceleración exhibida Añade que las expectativas de empresarios y consumidores sobre el empleo total son bastante negativas respecto de las observadas hace algunos meses. En particular, la pregunta del IPEC sobre la cesantía muestra que la percepción es al alza, lo que históricamente ha tenido una correlación con la evolución del empleo total. Por su parte, los salarios nominales evidencian en el segundo trimestre una desaceleración mayor que la anticipada, creciendo durante tres meses consecutivos por debajo de su promedio histórico. Con ello, consigna que su tasa de crecimiento anual se ubica en torno a 6,3% según el indicador CMO y en 6,2% según el IREM, casi un punto menos que lo observado a comienzos del trimestre. En relación con las condiciones financieras, advierte que las tasas de colocaciones han descendido a niveles bajo su promedio histórico, debido a condiciones más restrictivas para el otorgamiento de crédito, en especial por factores de riesgo de cartera Los aumentos de spreads, en cambio, no están haciendo más restrictivo el otorgamiento de créditos. En materia de inflación, destaca que el registro del mes de julio llevó al IPC total a 4,6% en términos anualizados, incrementándose algo sobre lo anticipado debido a la sorpresa en la proyección de alimentos resto — principalmente en productos volátiles como las carnes— y energía, asociada básicamente a un adelantamiento de las tarifas eléctricas, que se esperaban para el segundo semestre del año. Por su parte, la sorpresa en IPCSAE fue prácticamente nula, debido a la compensación de la sorpresa negativa en bienes con la positiva en servicios. Las medidas de inflación subyacente permanecen elevadas destacando la medida MPV, que excluye los ítems más volátiles, que tiende a tener una meior capacidad predictiva del IPC total, tanto a seis meses como a un año Resalta que su comportamiento ha mostrado bastante estabilidad en doce meses. En lo que respecta a la inflación de corto plazo, informa que se ha corregido en forma importante al alza, situándose en 4,5% a diciembre, 100 puntos base por sobre lo consignado en el último IPoM y 50 puntos base más alta que en la Reunión previa, por efecto de una mayor depreciación del tipo de cambio, que acumula un 5% adicional desde la RPM de julio. Precisa que la incidencia del mayor tipo de cambio se ha reflejado también en la corrección de IPCSAE, básicamente sobre los componentes transables y en un grado menor en servicios a través de las cláusulas usuales de indexación; y en alimentos resto, impactando a algunos alimentos que requieren mayor elaboración. Con todo, la inflación se mantendría sobre 4% en lo que resta del año y alcanzaría a 4,5% en el mes de diciembre. Luego, en enero de 2016, registraría una variación mensual de 0,5%, explicada por la entrada en vigencia de las modificaciones a la Ley sobre Impuesto de Timbres y Estampillas, que tendría una incidencia en el IPC total de 0,3 puntos porcentuales, y de 0,4 puntos porcentuales en el IPCSAE, y llevaría al IPC en doce meses a 4,9% y al IPCSAE a 4,4%. Deja constancia que ello no constituye una sorpresa respecto de lo esperado, porque fue incorporado en las proyecciones en forma inmediata luego del anuncio de la reforma tributaria; además, es un efecto de una sola vez y que permanecerá durante todo el año 2016. Hace presente que las correcciones al alza de la proyección de inflación de corto plazo han sido significativas y motivadas básicamente por la persistencia de la depreciación del tipo de cambio nominal durante el año. Agrega que los errores en la proyección interna de la inflación mensual han sido 10 puntos base menores que los del mercado. En términos de la evolución de la inflación de mediano plazo, indica que las holguras de capacidad contribuirán a una convergencia lenta de la inflación hacia la meta A continuación, el señor Miguel Fuentes señala que la depreciación cambiaria ha sido mayor que la sugerida por los fundamentos, y que el tipo de cambio real es 6% superior a su promedio histórico. Menciona que la apreciación bilateral ha sido heterogénea y que, en particular, respecto de los países de la región, Chile se encuentra algo más apreciado que en meses anteriores, lo que explica también en parte el peor desempeño de la industria Especial foco pone en el riesgo para la inflación ante un eventual desanclaje de expectativas. Expresa que tanto la inflación total como la SAE han estado por sobre el rango meta durante un periodo prolongado. En particular, el IPC total ha superado el 4% desde abril del año pasado, lo que constituye una situación inusual en el período de metas de inflación en Chile Hace presente que al incorporar en el análisis la evolución de las expectativas de inflación a un año, se observan dos períodos en que ha habido un desanclaje de expectativas —en 2008 y 2011— , que han coincidido con eventos de intervención cambiaria en particular el anuncio de intervención en el año 2011. Al respecto, hace notar que hoy, a diferencia de lo observado en dichos episodios, las expectativas de inflación a uno y dos años medidas por la Encuesta de Expectativas Económicas, EEE, se han mantenido estables y su dispersión ha sido acotada. Por su parte, la Encuesta de Operadores Financieros, EOF, da cuenta en lo reciente de una dispersión algo mayor, por sobre el 3% en las expectativas a dos años, con valores en los extremos de la distribución que son más altos, pero dentro de parámetros históricos. Añade que al comparar ambos episodios de desanclaje con el ciclo de inflación actual, se observa que, en esta coyuntura, los factores externos han mitigado las presiones de precios; y que a nivel local, si bien las brechas de actividad han sido menores, la evolución del tipo de cambio plantea un riesgo. Expresa que pese a los altos registros inflacionarios, los activos financieros muestran una inflación 1 a 1 estable y bajo 3%, y que las sorpresas inflacionarias han afectado las expectativas de mediano plazo contenidas en los activos financieros de acuerdo a los patrones usuales. A modo de comentarios finales, concluye que el alto nivel de inflación, su alta persistencia y las sucesivas correcciones de los pronósticos, representan un riesgo para el anclaje de las expectativas de inflación. Agrega que las condiciones externas y las holguras de capacidad tienden a acotar este riesgo respecto de lo observado en episodios previos; y que, en general, el análisis de las expectativas revela que el mercado comparte esta visión. Al finalizar su intervención, el señor Miguel Fuentes menciona que la curva forward se ha incrementado desde la Reunión previa y que de acuerdo con la EEE, la primera alza de la Tasa de Política Monetaria, TPM, tendría lugar a comienzos del segundo semestre de 2016, mientras que los operadores financieros la han postergado para el año 2017.",neutral,1,media,"el alto nivel de inflación, su alta persistencia y las sucesivas correcciones de los pronósticos, representan un riesgo para el anclaje de las expectativas de inflación.","La unidad es un diagnóstico macroeconómico detallado (mercado laboral, inflación, tipo de cambio, expectativas) sin propuesta ni respaldo explícito de una dirección de tasa. El Gerente reporta también expectativas de mercado sobre la primera alza de la TPM sin adoptarlas. Corresponde a diagnóstico sin conexión resolutiva con orientación de tasa: Neutral.",,,,,,
RPM-2010-04-15:3069:1,2010-04-15,Pablo García Silva,Gerente de División Estudios,"El Gerente de División Estudios prosigue, destacando que para la presente Reunión, la principal consideración para las opciones de política es la estrategia de política monetaria contenida en el IPoM de marzo, los eventuales efectos en esta última con los antecedentes coyunturales mencionados precedentemente, así como las expectativas privadas. El señor García hace presente que la estrategia de política monetaria considera que luego deberá iniciarse un proceso de normalización monetaria que, dada la proyección del IPoM, debiese elevar la TPM en torno a 250 puntos base hasta fin de año. Dado lo anterior, plantea que no se puede descartar a priori la opción de iniciar dicho proceso en esta Reunión con un alza de 25 puntos base, pero que, sin embargo, los contornos de la política contenida en el IPoM son también coherentes con la opción de mantener la TPM en su nivel mínimo en esta ocasión e iniciar el proceso de normalización en los meses venideros. Así, continúa, la estrategia de normalización monetaria admite grados de exibilidad respecto del momento preciso de su inicio. Al respecto, menciona que existe un rade-off natural entre un inicio más pronto, pero con alzas más graduales, versus un inicio algo más tardío con alzas que puedan ser algo más intensas, aclarando que no es evidente que en esta ocasión se pueda detectar que una u otra opción sea nítidamente más preferible si las diferencias son de solo meses y no de trimestres en la selección de dicho momento de inicio.",neutral,1,media,"no se puede descartar a priori la opción de iniciar dicho proceso en esta Reunión con un alza de 25 puntos base, pero que, sin embargo, los contornos de la política contenida en el IPoM son también coherentes con la opción de mantener la TPM en su nivel mínimo en esta ocasión","El Gerente presenta opciones balanceadas entre iniciar la normalización con alza de 25 pb o mantener la TPM, señalando que no es evidente que una opción sea nítidamente preferible. Opciones balanceadas sin resolución direccional propia: Neutral según Codebook v3.",,,,,,
RPM-2010-01-14:2866:1,2010-01-14,José De Gregorio Rebeco,Presidente del Banco Central,"El señor Presidente indica que el subyacente de esta discusión es que, aparentemente, lo que se ha tratado de comunicar es que el índice de traspaso ha subido y que hoy día estaríamos mucho más afectados por el tipo de cambio que antes. Plantea que este tema hay que verlo con cuidado hacia el próximo IPoM y hacia la próxima Reunión de Política Monetaria. Añade que en el caso de los autos, es normal que se produzca una baja en algunos de ellos, pero que estos son ajustes por escalones. Señala que, de repente llega un momento en que coincide la depreciación del tipo de cambio con una caída muy brusca de inventario, y que cuando se recupera la demanda, son importados a precios que permiten efectuar el ajuste que no se había podido hacer antes. Reitera que este tema debe ser analizado de aquí a la próxima Reunión, para evitar sorpresas por el lado del coeficiente de traspaso.",neutral,1,media,"Plantea que este tema hay que verlo con cuidado hacia el próximo IPoM y hacia la próxima Reunión de Política Monetaria. Añade que en el caso de los autos, es normal que se produzca una baja en algunos de ellos, pero que estos son ajustes por escalones.","La intervención discute el coeficiente de traspaso del tipo de cambio a precios y su tratamiento analítico hacia el próximo IPoM, sin adoptar ni recomendar dirección de tasa. Diagnóstico técnico sin conexión resolutiva con orientación de tasa: Neutral.",,,,,,
RPM-2012-07-12:4945:1,2012-07-12,Manuel Marfán Lewis,Vicepresidente del Banco Central,"El Vicepresidente señor Manuel Marfán hace notar que si la proyección de inflación contenida en el IPoM de marzo último, que era cercana al 3,5%, se ha reducido a 2%, significa, de acuerdo con el principio de Taylor, que para efectos de la tasa de política monetaria, la referida política sería ahora menos expansiva, en razón de que la tasa real se ha incrementado.",neutral,1,media,"si la proyección de inflación contenida en el IPoM de marzo último, que era cercana al 3,5%, se ha reducido a 2%, significa, de acuerdo con el principio de Taylor, que para efectos de la tasa de política monetaria, la referida política sería ahora menos expansiva, en razón de que la tasa real se","El Vicepresidente realiza un diagnóstico técnico sobre el grado de expansividad de la política monetaria a la luz de la caída de la proyección de inflación y el alza de la tasa real, sin recomendar ni respaldar una dirección de tasa específica. Diagnóstico sin conexión resolutiva con orientación de tasa: Neutral.",,,,,,
RPM-2009-01-08:2261:1,2009-01-08,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,"El Gerente de Análisis Macroeconómico señor Claudio Soto comenta que el escenario global afectará el crecimiento económico chileno por varias vías. Por un lado, se espera que la crisis crediticia global y sus costos para el financiamiento en los mercados externos perduren por algunos trimestres, en particular porque el proceso de desapalancamiento en el sistema bancario global puede extenderse un tiempo prolongado, tal como se describe en el Informe de Estabilidad Financiera. Por otra parte, indica que el menor dinamismo de la demanda mundial afectará las exportaciones chilenas. Agrega que a lo anterior, se suma el posible impacto en las decisiones de gasto de empresas y personas, de la incertidumbre sobre el escenario macroeconómico. Señala el señor Claudio Soto, que los menores precios de los productos básicos tendrán efectos contrapuestos. Asimismo, menciona que la caída en el precio del petróleo y sus derivados ha tenido un efecto directo en los precios internos de los combustibles, que ha hecho caer la inflación en los últimos meses. Ello podría traducirse, además, en una baja del costo de la energía eléctrica que atenúe parte de los aumentos producidos en años recientes. La baja en el precio del cobre hará descender el ingreso nacional, pero se estima que tendrá un efecto acotado en el PIB, toda vez que Chile ha reducido notablemente su dependencia cíclica del precio del cobre. Menciona que esto resulta de niveles de inversión a PIB aún elevados que, pese al esperable incremento del ahorro privado, deben ser financiados en parte por ahorro externo. Además, hace presente que esto es el resultado natural de la significativa disminución del ahorro público, cuyo financiamiento por el lado de las cuentas externas provendrá de modo relevante, tal como ha sido anunciado por el Ministerio de Hacienda, de los recursos fiscales acumulados en años recientes. Agrega el expositor, que el escenario base de este IPoM considera que el remanente de este déficit y los flujos de renovación de obligaciones con el exterior de corto plazo, que mantienen empresas y el sistema bancario, podrá ser financiado sin mayores tensiones, debido a la sostenida integración financiera de Chile, su solvencia y los niveles de liquidez externa acumulados. Informa el señor Claudio Soto, que el crecimiento proyectado para el 2009 se da en un escenario en que varias economías, desarrolladas y emergentes, seguirán en recesión. Señala que hacia el 2010, en línea con el mundo, el Consejo proyecta que la economía chilena retomará tasas de crecimiento superiores, aunque aún por debajo de su crecimiento de tendencia. Existen amplios riesgos para este escenario, con un sesgo mayormente negativo, en especial por la alta incertidumbre sobre el desempeño de la economía mundial. Indica que podría darse un deterioro económico mundial mayor al previsto, que lleve a una deflación global aun con políticas monetarias extraordinariamente expansivas. Tampoco es descartable que el significativo impulso que están proveyendo las políticas económicas a nivel mundial termine por destrabar mucho más rápido que lo previsto los mercados de crédito, generando una expansión fuerte de la economía con un efecto relevante sobre la inflación. También puede darse una situación en que el deterioro de las posiciones externas de distintas economías lleve a una pérdida de competitividad del comercio a nivel mundial, que podría revertir en parte la creciente integración de los mercados que se ha dado en décadas recientes. Por otra parte, señala el señor Gerente de Análisis Macroeconómico que la inflación mensual del IPC se ha reducido de forma significativa en los últimos meses, en especial por la fuerte caída en el precio de los combustibles. Las medidas subyacentes y de tendencia, en cambio, siguen con tasas mensuales elevadas, en gran parte por la propagación de la alta inflación pasada y la indexación. La inflación anual del IPC ha comenzado a converger hacia la meta, llegando a 7,1% en diciembre del 2008. Indica, que en el escenario base, se prevé que la inflación anual del IPC se mantendrá en niveles elevados durante el primer trimestre del presente año, descendiendo rápidamente hacia 3% en la segunda mitad del año, y que luego fluctuará en torno a ese valor hasta fines del horizonte de proyección, el último trimestre del 2010. La inflación IPCX1 tendrá un descenso algo más lento que la inflación IPC, en gran parte porque la propagación de la inflación impacta más en este índice y la caída en los precios de los combustibles no se refleja de modo directo. Menciona que este escenario es coherente con las expectativas de mercado tanto para la inflación como para la Tasa de Política Monetaria. En el primer caso, las distintas medidas de expectativas de inflación han mostrado caídas relevantes desde septiembre de 2008 a la fecha, destacando que las compensaciones inflacionarias se ubican por debajo de 3% a dos años plazo. Asimismo, las expectativas para la Tasa de Política Monetaria han reducido el nivel proyectado de dicha Tasa en un plazo de un año y, además, han adelantado la fecha a partir de la cual estas reducciones comenzarán a materializarse. Comenta el señor Gerente de Análisis Macroeconómico señor Claudio Soto, que la convergencia de la inflación a 3% se fundamenta en varios supuestos. Por un lado, que las ya mencionadas holguras de capacidad reducirán las presiones inflacionarias y, por otra parte, el supuesto de trabajo de que, en el horizonte de proyección de dos años, el tipo de cambio real, bajará de sus niveles actuales. Lo anterior, dada la evaluación de que se ubica por sobre los valores que se estima son coherentes con sus fundamentos de largo plazo. Además, se suma el supuesto de que los costos laborales unitarios crecerán a tasas acordes con la meta de inflación, lo que se vería apoyado por una dinámica salarial moderada que no refleje en su totalidad el aumento de la inflación pasada, sino que más bien considere como determinante fundamental el retorno de la inflación a la meta. Continúa su exposición, señalando que la inflación anual sigue alta y los riesgos del escenario macroeconómico son significativos. Señala que a las dudas sobre el escenario externo y su efecto en la economía chilena, se agrega que no es posible descartar que la inflación persista elevada más tiempo del previsto, ni tampoco que caiga mucho más rápido que lo anticipado. El esquema de políticas económicas chileno, entre ellas la política monetaria, cambiaria y la política fiscal basada en reglas, está orientado y tiene la capacidad de ser utilizado como herramienta contracíclica, en especial, ante un shock como el actual, de origen exógeno y magnitud muy significativa, preservando la estabilidad de prec los y la sostenibilidad de mediano plazo. Menciona el señor Soto que la economía chilena no será inmune a los eventos externos. Pese a ello, indica que el Consejo tiene la convicción de que el país superará adecuadamente su impacto, dado que la economía se ha preparado por muchos años para enfrentar períodos como los actuales, y se han creado mecanismos para mitigar sus costos.",neutral,1,media,"El esquema de políticas económicas chileno, entre ellas la política monetaria, cambiaria y la política fiscal basada en reglas, está orientado y tiene la capacidad de ser utilizado como herramienta contracíclica, en especial, ante un shock como el actual, de origen exógeno y magnitud muy signific","La unidad es un extenso diagnóstico macroeconómico sobre el impacto del escenario global en Chile, inflación y riesgos, incluyendo la mención de la política monetaria como herramienta contracíclica disponible sin adoptar ni recomendar una dirección concreta de tasa. Diagnóstico sin sesgo direccional resuelto: Neutral.",,,,,,
RPM-2005-11-10:454:1,2005-11-10,Pablo García Silva,Gerente de Análisis Macroeconómico,"El Gerente de Análisis Macroeconómico, señor Pablo García da cuenta que aunque el escenario externo sigue siendo favorable, con un aumento de los términos de intercambio, la tasa de interés internacional ha aumentado y los riesgos en torno a la evolución de la actividad y la inflación mundiales parecen ser mayores. Señala que internamente no se han repetido los signos de debilidad en la actividad de los últimos meses, mientras que el panorama del segundo semestre para el consumo se ha vuelto a acercar al escenario contemplado en el IPoM. La inversión y el empleo asalariado siguen bastante pujantes, aunque la primera afectada por factores específicos en las importaciones de maquinaria y equipos. La inflación del IPC estuvo por sobre lo previsto en la última RPM, debido mayores incrementos de perecibles y algunos combustibles. La inflación subyacente sigue contenida, mientras los costos laborales unitarios ya no muestran caídas en doce meses. Menciona también, que ha destacado el fuerte incremento que siguieron experimentando las tasas de interés de los documentos del Banco Central de Chile de plazos más largos, principalmente reajustables, y un escenario de inflación que se espera más abultado en los próximos meses. No obstante, señala que las expectativas de inflación de mediano y largo plazo se mantienen ancladas en el centro del rango meta. La coyuntura externa sigue dando noticias positivas de actividad y perspectivas en las principales zonas económicas. En Estados Unidos de América los datos apuntan a un crecimiento que se ubica por sobre su tendencia, mientras que en Japón se consolida un escenario de mayor crecimiento, y en Europa los indicadores de confianza han remontado en algo. Los precios spot y futuros del cobre volvieron a aumentar, mientras que el precio spot del petróleo y de derivados ha caído. No obstante lo anterior, los riesgos de una desaceleración brusca de la actividad mundial, sea por el efecto contractivo de los niveles del precio del petróleo o por acciones de política monetaria para contener una eventual aceleración inflacionaria, parecen ser mayores. Indica que, internamente, las tasas de interés de los documentos del Banco Central de Chile han seguido subiendo de manera significativa, en especial las reajustables. La tendencia de alza de tasas responde al ritmo de normalización monetaria más rápido que se espera tanto en Chile como en el mundo, a lo que se agrega el ruido de corto plazo producto de la volatilidad mensual de la inflación y del acomodo de portafolio de algunos agentes en el contexto de las mayores tasas. Los agregados monetarios mantienen una expansión moderada, mientras que las condiciones de financiamiento de empresas y personas siguen siendo favorables. Hace presente, que de hecho, solo las tasas de créditos de consumo y comerciales han estado ajenos al escenario de incremento en el costo del financiamiento. El tipo de cambio, tanto nominal como real, ha tenido grados importantes de volatilidad en las últimas tres semanas. En todo caso, y aunque los movimientos precisos que ha tenido el peso son difíciles de atribuir a factores específicos, el incremento del diferencial de tasas internas; respecto de las externas en los últimos meses apuntaría a expectativas privadas de mayor depreciación (o menor apreciación) real esperada respecto del dólar. Agrega el señor Gerente que en general, las noticias de actividad del último mes mostraron que no se profundizó la moderación del crecimiento durante el tercer trimestre. La producción industrial y los indicadores de comercio se ubicaron algo por sobre lo previsto durante septiembre. La estimación de consumo privado se revisó al alza, aunque no llegando al escenario del IPoM, mientras la inversión continúa creciendo de forma robusta, afectada de manera relevante por las importaciones de buses vinculados al Transantiago. Las exportaciones (mineras e industriales) mostraron en el tercer trimestre un menor dinamismo, lo que se estaría revirtiendo en el cuarto trimestre. El mercado laboral sigue presentando un panorama positivo. La creación de empleo asalariado continúa siendo fuerte, siguiendo con el patrón sectorial visto en los últimos meses, es decir, sesgado a la contratación en sectores de comercio y servicios. La participación no ha seguido subiendo por lo que la tasa de desocupación desestacionalizada continúa descendiendo de manera rápida, llegando a 7,7% en el último trimestre móvil. Las menores holguras en el mercado laboral se están también manifestando en una aceleración de las remuneraciones y los costos laborales unitarios, que de hecho ya no muestran caídas en doce meses. El reajuste para el sector público anunciado recientemente supera en un punto el escenario que se tenía contemplado para la realización de proyecciones. Se estima en todo caso que el efecto inflacionario de esta diferencia sería muy menor. La inflación del IPC superó lo previsto en la última RPM en tres décimas, con buena parte de la diferencia atribuible a un incremento mayor de los perecibles, con una contribución menor de algunos combustibles. La inflación subyacente, en tanto, fue de hecho algo menor que lo proyectado, con lo que la inflación del IPCX y del IPCX1 se ubicó en 2,8% y 2,5%, respectivamente. Señala el señor Gerente, que el resto de las medidas de tendencia inflacionaria han continuado aumentando. Las perspectivas de corto plazo apuntan a que la inflación anual del IPC continuará aumentando en los próximos meses, llegando a cifras superiores a las esperadas anteriormente y con un máximo entre 4,5% y 5% hacia el primer trimestre del próximo año. En esto incide principalmente la evaluación de que las noticias recientes de perecibles son algo más persistentes, el incremento esperado en la tarifa de la locomoción colectiva, el mayor valor del transporte aéreo (por los altos precios del petróleo), entre otros. No obstante esto, la trayectoria de la inflación del IPCX1 se ubicaría marginalmente por debajo de lo proyectado en el IPoM. Hace presente el señor Gerente de Análisis Macroeconómico, que las expectativas privadas respecto a la inflación en el largo plazo han dejado de subir, ubicándose en torno a 3%, y algunas medidas de hecho han mostrado caídas relativamente significativas. Esta evolución de las expectativas podría vincularse a que la aceleración inflacionaria, producto de mayores precios del petróleo, ya se habría producido y no quedarían incrementos adicionales gracias a que el traspaso a subyacente sería acotado. Adicionalmente, tanto la estructura de tasas como las encuestas a analistas indican que se espera un aumento más rápido que lo previsto hace dos meses atrás de la TPM, lo que también puede haber contribuido a acotar el repunte de las expectativas de inflación. En términos de crecimiento, el panorama de los analistas para el corto plazo no ha sufrido mayores modificaciones, estando bastante en línea con las proyecciones internas presentadas en esta reunión.",neutral,1,media,"tanto la estructura de tasas como las encuestas a analistas indican que se espera un aumento más rápido que lo previsto hace dos meses atrás de la TPM, lo que también puede haber contribuido a acotar el repunte de las expectativas de inflación.","La unidad es un extenso diagnóstico macro (actividad, inflación, mercado laboral, tasas y expectativas) que reporta expectativas de mercado de alzas más rápidas de la TPM sin adoptar ni recomendar dirección propia de tasa. Diagnóstico sin sesgo direccional resuelto: Neutral.",,,,,,
RPM-2014-10-16:6468:1,2014-10-16,Alberto Naudon Dell'Oro,Gerente de División Estudios,"El señor Alberto Naudon inicia su intervención refiriéndose a los principales desarrollos acontecidos desde la última Reunión de Política Monetaria. En primer término, consigna que las noticias conocidas durante este mes han vuelto a mostrar un escenario de actividad externa menos favorable que lo anticipado en el IPoM pasado, donde resalta la visión más negativa respecto de Alemania, Japón y de la mayoría de los países de América Latina. En segundo lugar, señala que la menor demanda mundial ha presionado a la baja el precio de los commodities, fenómeno que en algunos casos se ha combinado con una visión más holgada de la oferta, generando bajas sustantivas de los precios; y destaca lo sucedido con el precio del petróleo. Hace presente que la menor actividad y el menor precio de productos básicos han intensificado el escenario de bajas presiones inflacionarias en las economías desarrolladas, alcanzando incluso a la economía americana, que parecía estar dejando atrás esta situación. Agrega que este cambio en el escenario de inflación ha modificado las expectativas de mercado respecto de la evolución de la política monetaria en las principales economías desarrolladas, lo que se ha reflejado en caídas de las tasas de interés en esas economías. Por último, indica que las menores tasas de interés no han sido capaces de neutralizar el impacto negativo de estas noticias sobre el precio de otros activos financieros de mayor riesgo, observándose durante las últimas semanas caídas generalizadas en las bolsas de valores, depreciación de las monedas en los países emergentes y aumentos de los premios soberanos. En el plano local, informa que salvo la sorpresa negativa en la producción minera, la actividad ha evolucionado en línea con la estimación del IPoM de septiembre, y que el mercado del trabajo ha continuado ajustándose de manera acorde. No obstante, advierte que las expectativas de empresarios y consumidores siguen deteriorándose y que las variables relacionadas con la inversión dan cuenta de un escenario para esta variable peor al anticipado, lo que ha contribuido a la corrección a la baja de las proyecciones de mercado para el crecimiento en el año 2015, que lo sitúan en la parte baja del rango de proyecciones del último IPoM. Manifiesta que, en su conjunto, el menor precio de los commodities y la visión de una actividad menos dinámica en Chile y el mundo es coherente con la reducción de las expectativas de inflación a un año plazo implícita en los instrumentos financieros, fenómeno que no se observa en las encuestas, donde la inflación permanece bien anclada en 3%. Lo expresado, a pesar de que la inflación de septiembre llegó a 4,9% y que se espera que sobrepase el 5% en los meses venideros, concretando varios meses en que la inflación ha sorprendido al alza. Plantea que, en términos generales, las noticias no se han apartado de manera sustantiva del IPoM del mes de septiembre, donde el Consejo consideró —y así lo comunicó— que el fin del ciclo de recortes de la TPM estaba próximo, generando un aumento de las tasas de interés de mediano y largo plazo, que habían alcanzado su mínimo histórico en muchos casos. Añade que a juicio de la Gerencia de División Estudios, los antecedentes recabados durante este mes son congruentes con el mensaje de ese Informe. Asimismo, menciona que en las últimas semanas, las tasas largas se han ajustado cerca de 30 puntos base a la baja, revirtiendo en parte el fenómeno observado post IPoM, y que este ajuste ha sido menor que el exhibido por las tasas americanas respectivas. En este contexto, señala que el tipo de cambio, que se había depreciado con mucha fuerza durante el mes, retrocedió a niveles muy similares a los registrados en los días previos a la RPM pasada, estimándose que la visión de una escalada importante en su valor tiene una menor probabilidad de ocurrencia. Acota que en este contexto, las expectativas de la evolución de la TPM implícitas en los instrumentos financieros han disminuido levemente, pero permanecen inalteradas en las encuestas.",neutral,1,media,"en términos generales, las noticias no se han apartado de manera sustantiva del IPoM del mes de septiembre, donde el Consejo consideró —y así lo comunicó— que el fin del ciclo de recortes de la TPM estaba próximo, generando un aumento de las tasas de interés de mediano y largo plazo, que habían a","La unidad es un diagnóstico macro detallado y reporta que las noticias son congruentes con el mensaje del IPoM sobre el fin próximo del ciclo de recortes, sin recomendar ni adoptar una nueva dirección de tasa. Diagnóstico sin sesgo direccional propio resuelto: Neutral según Codebook v3.",,,,,,
RPM-2015-12-17:7174:1,2015-12-17,Pablo García Silva,Consejero,"El Consejero señor Pablo García manifiesta su desconcierto por la situación de Brasil, en cuanto a los factores que pueden estar detrás de una recesión de tal magnitud. Conforme a los datos expuestos, descarta una política fiscal muy contractiva, un posible credit crunch externo y una política monetaria muy restrictiva, no así un shock financiero doméstico y un fenómeno de expectativas a un shock autónomo, pero que, a su juicio, difícilmente tendrían efectos macro tan relevantes como los que se observan en la actualidad.",neutral,1,media,"descarta una política fiscal muy contractiva, un posible credit crunch externo y una política monetaria muy restrictiva, no así un shock financiero doméstico y un fenómeno de expectativas a un shock autónomo","El Consejero comenta la situación de Brasil y descarta factores como una política monetaria muy restrictiva, sin adoptar ni recomendar dirección alguna para la TPM en Chile. Comentario analítico sobre economía extranjera sin conexión con orientación doméstica: Neutral.",,,,,,
RPM-2005-07-12:302:2,2005-07-12,Manuel Marfán Lewis,Consejero,"El Consejero señor Marfán, agrega a lo anterior, que esto podría plantearse también, suponiendo que no se hubiese avanzado en la nominalización. Al respecto, señala que si se mantiene constante la tasa de política en UF, pero hay un aumento del IPC hacia futuro, se pregunta si ello claramente significaría que la política monetaria está siendo más restrictiva.",neutral,1,media,"si se mantiene constante la tasa de política en UF, pero hay un aumento del IPC hacia futuro, se pregunta si ello claramente significaría que la política monetaria está siendo más restrictiva.","El Consejero plantea una pregunta técnica sobre la interpretación del grado de restrictividad de la política monetaria ante cambios en el IPC, sin adoptar ni recomendar dirección de tasa. Pregunta analítica sin resolución direccional: Neutral según Codebook v3.",,,,,,
RPM-2010-02-11:2938:3,2010-02-11,Manuel Marfán Lewis,Vicepresidente del Banco Central,"El Vicepresidente, señor Manuel Marfán, manifiesta que ha sido beneficioso que el cambio metodológico ocurra en un momento en que la inflación se encuentra baja, en dos puntos y medio bajo el límite inferior del rango meta, ya que ello contribuye a subir la inflación sin necesidad de hacer política monetaria. Señala que lo mismo ocurre con el comportamiento del tipo de cambio, que también está teniendo incidencia en la proyección. Agrega que el escenario alternativo era muy adverso, ya que si se seguía teniendo inflación a la baja y el Banco no disponía de otros instrumentos, se habría encontrado en una situación muy compleja.",neutral,1,media,"ha sido beneficioso que el cambio metodológico ocurra en un momento en que la inflación se encuentra baja, en dos puntos y medio bajo el límite inferior del rango meta, ya que ello contribuye a subir la inflación sin necesidad de hacer política monetaria.","El Vicepresidente comenta los efectos del cambio metodológico y del tipo de cambio sobre la proyección de inflación, señalando que contribuyen a elevarla sin necesidad de hacer política monetaria, sin recomendar ni adoptar dirección de tasa. Diagnóstico técnico sin sesgo direccional propio: Neutral.",,,,,,
