ngrama,intervencion_id,meeting_id,etiqueta_ia,contexto
unidos de america,RPM-2007-08-09:1387:1,RPM-2007-08-09,hawkish,", premios soberanos y paridades. si bien las proyecciones de crecimiento mundial se ajustan marginalmente al alza, la relativa debilidad de los indicadores coyunturales en estados unidos de america y un eventual deterioro de las condiciones crediticias podrian reducirlas en los proximos meses. • los precios del cobre y del petroleo se mantienen altos, cerca de us$ 3,5- 3,6 la libra y us$ 72-75 el barril, respectivamente. senala que e"
unidos de america,RPM-2013-05-16:5556:1,RPM-2013-05-16,dovish,"porto la sexta caida trimestral consecutiva del producto, en un contexto de elevado desempleo, en especial, en las economias con mayores dificultades fiscales. destaca que estados unidos de america ha mostrado indicadores que dan indicios de mejora, pese a la debilidad de la situacion economica; que japon ya comenzo a ejecutar su programa que busca duplicar la base monetaria hacia fines del ano 2014 con el fin de estimular la activid"
unidos de america,RPM-2012-12-13:5237:1,RPM-2012-12-13,neutral,"on el objetivo de inflacion que se ha impuesto el consejo. en segundo termino, expresa que en la medida que las dificultades que enfrenta la recuperacion de la economia de estados unidos de america y de europa coincidan con precios elevados de los commodities, se observara una presion significativa sobre el tipo de cambio real con la consiguiente ampliacion del deficit de cuenta corriente. en opinion del consejero senor sebastian cla"
vota por mantener,RPM-2010-01-14:2884:1,RPM-2010-01-14,dovish,"l momento, esos efectos se visualizan como muy acotados, pero que de todas formas parece conveniente seguir este proceso con atencion. en suma, el consejero senor enrique marshall vota por mantener la tpm en su actual nivel de 0,50%."
vota por mantener,RPM-2005-06-09:291:1,RPM-2005-06-09,dovish,"senala, un aumento de la tasa en esta oportunidad, la que seria la tercera alza consecutiva, podria interpretarse como una aceleracion en el ritmo de por estas razones, senala que vota por mantener la tasa de politica monetaria en 3,25% anual."
vota por mantener,RPM-2005-12-13:525:1,RPM-2005-12-13,dovish,"videncia en el margen de actividad e inflacion pareciera ser transitoria, la informacion disponible sugiere que este es un momento apropiado para hacer una pausa. en consecuencia, vota por mantener inalterada la tasa de politica monetaria."
acordo aumentar la tasa,RPM-2007-08-09:1402:1,RPM-2007-08-09,hawkish," consejo adopta el siguiente acuerdo: 111-01-070809 - tasa de politica monetaria. en su reunion mensual de politica monetaria, el consejo del banco central de chile por unanimidad acordo aumentar la tasa de interes de politica monetaria en 25 puntos base a 5,5% anual. comunicado “en su reunion mensual de politica monetaria, el consejo del banco central de chile acordo aumentar la tasa de interes de politica monetaria en 25 puntos base a 5,"
acordo aumentar la tasa,RPM-2007-09-13:1459:2,RPM-2007-09-13,hawkish,"expone el gerente de division estudios senor rodrigo valdes, que en la reunion de politica monetaria de agosto, el consejo acordo aumentar la tasa de interes de politica monetaria en 25 puntos base hasta 5,5% anual, luego de iguales incrementos en los dos meses anteriores. indica que se estimo necesaria esa decision para que la inflacion proyectada en torno a dos anos se mantuviera e"
acordo aumentar la tasa,RPM-2011-02-17:3813:3,RPM-2011-02-17,hawkish," lo anterior, el consejo adopto el siguiente acuerdo: 166-01-110217 - tasa de politica monetaria en su reunion mensual de politica monetaria, el consejo del banco central de chile acordo aumentar la tasa de interes de politica monetaria en 0,25% hasta 3,5% anual. comunicado “en su reunion mensual de politica monetaria, acordo aumentar la tasa de interes de politica monetaria en 0,25% hasta 3,5% anual. en el ambito externo, las perspectivas"
actividad y la demanda,RPM-2010-01-14:2887:1,RPM-2010-01-14,dovish,"na progresiva estabilizacion de los mercados financieros. los precios del cobre y del petroleo han vuelto a aumentar. en el plano interno, la informacion disponible sugiere que la actividad y la demanda se estan expandiendo. la tasa de desocupacion ha continuado reduciendose. las condiciones crediticias se han vuelto menos estrechas. en diciembre, el ipc y las diversas medidas subyacentes mostraron reducciones. la dinamica salarial sigue "
actividad y la demanda,RPM-2013-02-14:5393:1,RPM-2013-02-14,neutral,"s elementos, se concluye que las condiciones externas siguen siendo en lo fundamental favorables para la economia chilena. en lo que concerniente al frente interno, destaca que la actividad y la demanda continuan observando bastante dinamismo. en este sentido, precisa que la desaceleracion es lenta y que la economia sigue creciendo levemente por sobre su tendencia. anade que el consumo muestra vigor, impulsado por el empleo, las remunerac"
actividad y la demanda,RPM-2014-02-18:6041:1,RPM-2014-02-18,dovish,"profundizandose y que algunos indicadores vinculados a la inversion han estado incluso por debajo de lo esperado, lo que ha llevado a corregir la proyeccion de corto plazo para la actividad y la demanda. en lo relativo al comportamiento reciente de la inflacion y sus implicancias para la politica monetaria, expresa que mas alla de algunos elementos puntuales vinculados con precios de combustibles, el aumento observado recientemente reflej"
adopta el siguiente acuerdo,RPM-2005-02-10:138:1,RPM-2005-02-10,hawkish,"en merito de lo anterior, el consejo, por la unanimidad de sus miembros, adopta el siguiente acuerdo: 74-01-050210 - tasa de politica monetaria. se acuerda aumentar la tasa de interes de politica monetaria a 2,75% anual. siendo las 16.52 hrs. se retira de la sala el senor ministro subrogante, senor mario marcel cullell."
adopta el siguiente acuerdo,RPM-2009-06-16:2602:1,RPM-2009-06-16,dovish,"en merito de lo anterior, el consejo adopta el siguiente acuerdo: 140-01-090616 - tasa de politica monetaria el consejo, por la unanimidad de sus miembros, acordo reducir la tasa de politica monetaria a 0,75% anual. comunicado “en su reunion mensual de politica monetaria, el consejo del banco central de"
adopta el siguiente acuerdo,RPM-2005-05-12:278:1,RPM-2005-05-12,hawkish,"en merito de lo anterior, el consejo, por la unanimidad de sus miembros, adopta el siguiente acuerdo: 77-01-050512 - tasa de politica monetaria. se acuerda aumentar la tasa de interes de politica monetaria en 25 puntos base hasta 3,25% anual. siendo las 17.00 hrs. se retiran de la sala el senor ministro de hacienda, senor nicolas eyzaguir"
banco central de chile,RPM-2005-02-10:121:1,RPM-2005-02-10,hawkish,"ios financieros prevaleciente y, en esta oportunidad, una mayoria relativa del mercado no espera un cambio en la tasa de politica monetaria. en efecto, la encuesta a analistas del banco central de chile revelo un expectativa mayoritaria de mantencion de la tasa (aunque su fecha de cierre fue previa a la divulgacion del imacec), y las encuestas de los servicios informativos realizadas en el dia de ayer tambien dan cuenta de una expectativa"
banco central de chile,RPM-2013-05-16:5556:1,RPM-2013-05-16,dovish,"acion apuntan a que este indicador se ubicaria en 2,5% a fines del presente ano y anclado en 3% hacia fines de 2014, de acuerdo a la ultima encuesta de expectativas economicas del banco central de chile. a su juicio, los datos muestran que se configura un escenario en donde la fortaleza de la demanda interna, que anteriormente contrarrestaba la debilidad de la demanda externa, se desacelera, en un contexto en que no se vislumbra un mejora"
banco central de chile,RPM-2009-02-12:2328:1,RPM-2009-02-12,neutral,"cion con el planteamiento de la ministra de hacienda subrogante senora maria olivia recart, estima conveniente para efectos del analisis de coyuntura que realiza periodicamente el banco central de chile, incluir el tema relativo al financiamiento entre paises por cuanto de ello dependera la capacidad de las economias emergentes para continuar creciendo."
base en esta ocasion,RPM-2005-02-10:125:1,RPM-2005-02-10,hawkish,"ivas, por encima y por debajo de 25 puntos base, distribuidas en torno a dicho valor. considerando lo anterior, recomienda un aumento de la tasa de politica monetaria en 25 puntos base en esta ocasion."
base en esta ocasion,RPM-2013-10-17:5849:1,RPM-2013-10-17,dovish,"tue bajo la meta por mas tiempo que lo anticipado, lo llevan a inclinarse por aceptar la propuesta de la gerencia de division estudios en el sentido de rebajar la tpm en 25 puntos base en esta ocasion, aunque manteniendo una vigilancia activa sobre los riesgos asociados a los salarios y el consumo mencionados anteriormente. en razon de lo expuesto, el consejero senor joaquin vial manifiesta que su voto es por rebajar la tasa de politica"
base en esta ocasion,RPM-2005-05-12:277:1,RPM-2005-05-12,hawkish,"era que el proceso continue en la misma forma tanto respecto de las cifras de actividad como de las de inflacion. por lo anterior, su voto tambien es por subir la tpm en 25 puntos base en esta ocasion, pero tambien cree que es muy importante destacar que esto es consistente y completamente coherente con la estrategia de retiro pausado del excesivo estimulo monetario, lo cual es una forma de comprar seguro para que manana no se tenga que"
base en la tasa,RPM-2011-06-14:4106:1,RPM-2011-06-14,hawkish," en los proximos meses hasta niveles que van entre 5,75% y 6,0%, y que para esta reunion, los contratos financieros y las encuestas anticipan mayoritariamente un alza de 25 puntos base en la tasa rectora. el gerente de division estudios senor luis oscar herrera indica que estos antecedentes llevan a proponer como opciones relevantes un alza de 25 puntos base de la tpm, hasta 5,25%, o mantenerla en 5,00%, y que la recomendacion, en "
base en la tasa,RPM-2007-11-13:1545:1,RPM-2007-11-13,neutral,"politica financiera senor pablo garcia consulta si lo expresado por el senor magendzo significa que si se deshace el shock inicial de un trimestre, tendria un impacto de 75 puntos base en la tasa de politica monetaria."
base en la tasa,RPM-2005-02-10:137:1,RPM-2005-02-10,hawkish,"antener un marco de estabilidad que facilite un crecimiento economico alto y sostenido de la economia chilena. por todo lo anterior, su voto tambien es por un aumento de 25 puntos base en la tasa de politica monetaria."
debajo de lo esperado,RPM-2014-06-12:6284:1,RPM-2014-06-12,dovish,"s expresa que los antecedentes disponibles para esta reunion vuelven a confirmar que la economia se ha desacelerado de manera significativa. en efecto, el ultimo imacec estuvo por debajo de lo esperado, y a ello se suman claros signos de desaceleracion del consumo, reflejados, por ejemplo, en la evolucion del comercio minorista, que crece a tasas muy bajas, y la nula creacion de empleo asalariado. hace presente que esta nula creacion de "
debajo de lo esperado,RPM-2005-06-09:280:2,RPM-2005-06-09,neutral," global se ha resentido levemente por la mayor debilidad observada en europa y, en menor medida, en latinoamerica. las circunstancias de inflacion contenida e indicadores algo por debajo de lo esperado en los estados unidos de america han hecho disminuir las tasas de interes de largo plazo en dolares, a pesar de lo cual el dolar se ha apreciado en especial frente al euro. luego de caer en mayo, tanto el precio del cobre como el del petro"
debajo de lo esperado,RPM-2006-11-16:976:1,RPM-2006-11-16,dovish,"on gradual. • en el ambito interno, se han profundizado las principales tendencias y novedades observadas en los ultimos meses. la economia siguio mostrando un bajo dinamismo, por debajo de lo esperado en el escenario central. en el tercer trimestre, el consumo continuo creciendo con relativa fuerza, mientras la inversion en capital fijo desestacionalizada presento un repunte luego de dos trimestres en declinacion. la inflacion del ipc h"
estados unidos de america,RPM-2007-08-09:1387:1,RPM-2007-08-09,hawkish,"n bolsas, premios soberanos y paridades. si bien las proyecciones de crecimiento mundial se ajustan marginalmente al alza, la relativa debilidad de los indicadores coyunturales en estados unidos de america y un eventual deterioro de las condiciones crediticias podrian reducirlas en los proximos meses. • los precios del cobre y del petroleo se mantienen altos, cerca de us$ 3,5- 3,6 la libra y us$ 72-75 el barril, respectivamente. senala que e"
estados unidos de america,RPM-2013-05-16:5556:1,RPM-2013-05-16,dovish,"r que reporto la sexta caida trimestral consecutiva del producto, en un contexto de elevado desempleo, en especial, en las economias con mayores dificultades fiscales. destaca que estados unidos de america ha mostrado indicadores que dan indicios de mejora, pese a la debilidad de la situacion economica; que japon ya comenzo a ejecutar su programa que busca duplicar la base monetaria hacia fines del ano 2014 con el fin de estimular la activid"
estados unidos de america,RPM-2012-12-13:5237:1,RPM-2012-12-13,neutral,"erente con el objetivo de inflacion que se ha impuesto el consejo. en segundo termino, expresa que en la medida que las dificultades que enfrenta la recuperacion de la economia de estados unidos de america y de europa coincidan con precios elevados de los commodities, se observara una presion significativa sobre el tipo de cambio real con la consiguiente ampliacion del deficit de cuenta corriente. en opinion del consejero senor sebastian cla"
gerente de analisis macroeconomico,RPM-2005-02-10:60:1,RPM-2005-02-10,neutral,"ii. exposicion. el gerente de analisis macroeconomico, don pablo garcia, en relacion con el analisis de los desarrollos economicos y financieros recientes, senala lo siguiente: el entorno macroeconomico presento algunas modificaciones desde la divulgacion del informe de politica monetaria, es"
gerente de analisis macroeconomico,RPM-2005-08-11:316:1,RPM-2005-08-11,neutral,"con relacion a la exposicion del gerente de analisis macroeconomico, sobre los desarrollos economicos recientes, el ministro de hacienda, senor nicolas eyzaguirre consulta sobre el rango previsto para el crecimiento del pib durante el ano 2005. luego de un intercambio de opiniones sobre el particular entre"
gerente de analisis macroeconomico,RPM-2009-02-12:2332:1,RPM-2009-02-12,neutral," que presentan tanto brasil como mexico en la informacion a que alude el consejero senor sebastian claro. a continuacion, el presidente senor jose de gregorio ofrece la palabra al gerente de analisis macroeconomico senor claudio soto gamboa, para que exponga sobre el escenario nacional."
gerente de division estudios,RPM-2011-06-14:4106:1,RPM-2011-06-14,hawkish," niveles que van entre 5,75% y 6,0%, y que para esta reunion, los contratos financieros y las encuestas anticipan mayoritariamente un alza de 25 puntos base en la tasa rectora. el gerente de division estudios senor luis oscar herrera indica que estos antecedentes llevan a proponer como opciones relevantes un alza de 25 puntos base de la tpm, hasta 5,25%, o mantenerla en 5,00%, y que la recomendacion, en esta oportunidad, es por la primera opcio"
gerente de division estudios,RPM-2006-11-16:976:1,RPM-2006-11-16,dovish,"co que por un tiempo prolongado, podrian no ser necesarios nuevos incrementos en la tasa de politica monetaria para mantener la inflacion proyectada en torno a 3% anual. senala el gerente de division estudios que, desde la ultima reunion, las principales novedades son las siguientes: • en el lado externo, el menor dinamismo de estados unidos de america se sigue compensando por la mayor fortaleza de otras regiones, en particular europa. las cond"
gerente de division estudios,RPM-2006-04-13:643:2,RPM-2006-04-13,neutral,"hace presente el gerente de division estudios, que estos escenarios se pueden revisar para el ipom. agrega que el otro problema es que si se gatillan o no clausulas de reajustabilidad en algunos sectores."
horizonte habitual de politica,RPM-2005-02-10:121:1,RPM-2005-02-10,hawkish,"el considerablemente expansivo, de manera de asegurar que, dados los rezagos que tiene dicha politica, el estimulo monetario sea coherente con una inflacion proyectada en 3% en el horizonte habitual de politica de 12 a 24 meses. 8. ahora bien, tambien seria posible justificar mantener la tasa de politica monetaria en su nivel actual si se evaluara que detras del mayor crecimiento existe una expansion especialmente vigorosa del producto potencial,"
horizonte habitual de politica,RPM-2005-06-09:292:2,RPM-2005-06-09,dovish,"unas tarifas, las distintas medidas subyacentes han continuado aumentando moderadamente, confirmando la trayectoria prevista de gradual convergencia al centro del rango meta en el horizonte habitual de politica. pese a los movimientos recientes en la paridad peso-dolar, el tipo de cambio real continua en niveles estables y las condiciones monetarias y crediticias siguen mostrandose acordes al entorno financiero, a pesar del incremento reciente en"
horizonte habitual de politica,RPM-2005-05-12:275:1,RPM-2005-05-12,hawkish,"re lo proyectado en la rpm anterior y la mayoria de las medidas subyacentes continuan exhibiendo un moderado incremento con una convergencia gradual al centro del rango meta en el horizonte habitual de politica. por ende, en base a los antecedentes del mes y las perspectivas mas probables para el conjunto de variables relevantes para la politica monetaria, concuerdo principalmente con los siguientes antecedentes que avalan la opcion de alza de la"
inflacion proyectada se ubique,RPM-2011-02-17:3813:3,RPM-2011-02-17,hawkish,"om. el ritmo de dicho proceso dependera de la evolucion de las condiciones macroeconomicas internas y externas. con ello, seguira usando sus politicas con flexibilidad para que la inflacion proyectada se ubique en 3% en el horizonte de politica.”"
inflacion proyectada se ubique,RPM-2013-07-11:5699:3,RPM-2013-07-11,dovish," requerir de ajustes en la tasa de politica monetaria en los proximos meses. el consejo reafirma su compromiso de conducir la politica monetaria con flexibilidad, de manera que la inflacion proyectada se ubique en 3% en el horizonte de politica. cambios futuros en la tpm dependeran de las implicancias de las condiciones macroeconomicas internas y externas sobre las perspectivas inflacionarias.”"
inflacion proyectada se ubique,RPM-2012-10-18:5159:3,RPM-2012-10-18,neutral,"as inflacionarias en el horizonte de politica permanecen en torno a la meta. el consejo reafirma su compromiso de conducir la politica monetaria con flexibilidad, de manera que la inflacion proyectada se ubique en 3% en el horizonte de politica. cambios futuros en la tpm dependeran de las implicancias de las condiciones macroeconomicas internas y externas sobre las perspectivas inflacionarias.”"
manifiesta que su voto,RPM-2010-05-13:3124:1,RPM-2010-05-13,hawkish,"a ir senalizandola, de tal forma que cuando ocurra no haya un elemento que sorprenda innecesariamente al mercado. en virtud de lo anterior, el vicepresidente, senor manuel marfan, manifiesta que su voto es por mantener la tasa en su nivel actual, pero introduciendo en el comunicado un sesgo al alza explicito."
manifiesta que su voto,RPM-2011-10-13:4392:1,RPM-2011-10-13,dovish,"e un mayor deterioro externo o interno pueda llevar a una modificacion de la politica monetaria aun en el corto plazo. en merito de lo expuesto, el consejero senor sebastian claro manifiesta que su voto es por mantener la tpm en 5,25%."
manifiesta que su voto,RPM-2013-04-11:5508:1,RPM-2013-04-11,neutral,"rdancia con la minuta de opciones en cuanto a que la opcion de mantener la tasa de politica monetaria en 5% anual domina ampliamente a cualquier otra alternativa. en consecuencia, manifiesta que su voto es por mantener la tasa de politica monetaria en 5% anual."
marfan agradece el analisis,RPM-2005-02-10:132:1,RPM-2005-02-10,hawkish,"el consejero senor manuel marfan, agradece el analisis efectuado por el staff y senala que comparte la opinion de que las opciones analizadas en esta oportunidad son las de mantener, o elevar en 25 puntos base la tasa de politica monetaria. agrega que los principales elementos de sorpresa resp"
marfan agradece el analisis,RPM-2005-06-09:291:1,RPM-2005-06-09,dovish,"el consejero senor manuel marfan, agradece el analisis del staff, y agrega que, en lo grueso, los antecedentes aportados por la gerencia de division estudios confirman que la economia se esta desenvolviendo en torno al escenario central descrito en el ultimo ipom. asimismo, estima que no hay s"
marfan agradece el analisis,RPM-2008-11-13:2169:1,RPM-2008-11-13,neutral,"el consejero senor manuel marfan agradece el analisis efectuado por el staff, que en esta ocasion incluye una muy util actualizacion del escenario macro del ipom, el cual se ha visto modificado de manera significativa por los eventos recientes de la economia internacional y domestica. senala "
merito de lo anterior,RPM-2005-02-10:138:1,RPM-2005-02-10,hawkish,"en merito de lo anterior, el consejo, por la unanimidad de sus miembros, adopta el siguiente acuerdo: 74-01-050210 - tasa de politica monetaria. se acuerda aumentar la tasa de interes de politica monetaria a 2,75% anual. siendo las 16.52 hrs. se retira de la sala "
merito de lo anterior,RPM-2009-06-16:2602:1,RPM-2009-06-16,dovish,"en merito de lo anterior, el consejo adopta el siguiente acuerdo: 140-01-090616 - tasa de politica monetaria el consejo, por la unanimidad de sus miembros, acordo reducir la tasa de politica monetaria a 0,75% anual. comunicado “en su reunion mensual de politica mo"
merito de lo anterior,RPM-2005-05-12:278:1,RPM-2005-05-12,hawkish,"en merito de lo anterior, el consejo, por la unanimidad de sus miembros, adopta el siguiente acuerdo: 77-01-050512 - tasa de politica monetaria. se acuerda aumentar la tasa de interes de politica monetaria en 25 puntos base hasta 3,25% anual. siendo las 17.00 hrs."
reunion de politica monetaria,RPM-2005-02-10:133:1,RPM-2005-02-10,hawkish," que la presentacion de la gerencia de division estudios enfatiza, tal como lo acaba de senalar el consejero senor marfan, que la principal novedad que se presente desde la ultima reunion de politica monetaria, que coincidio con la presentacion del informe de politica monetaria del mes de enero, es el hecho que la actividad ha mostrado un crecimiento persistentemente mas elevado que el considerado en el escenario central de ese informe, pero inc"
reunion de politica monetaria,RPM-2013-05-16:5556:1,RPM-2013-05-16,dovish,"bilidad del sector exportador. el ministro de hacienda senor felipe larrain acota que de acuerdo con la tabla 4 que se contiene en los antecedentes proporcionados para la presente reunion de politica monetaria, al mes de octubre de este ano se proyecta una inflacion en doce meses de 1,9%, inferior al rango del banco central de chile, lo que se suma a una moderacion significativa de la demanda interna desde las proyecciones del primer trimestre h"
reunion de politica monetaria,RPM-2009-04-09:2489:3,RPM-2009-04-09,neutral,"siendo las 13:40 horas, el presidente senor jose de gregorio pone termino a la sesion de la manana de la reunion de politica monetaria y comunica que la parte de la tarde se reanuda a las 16:00 horas."
senor manuel marfan agradece,RPM-2005-02-10:132:1,RPM-2005-02-10,hawkish,"el consejero senor manuel marfan, agradece el analisis efectuado por el staff y senala que comparte la opinion de que las opciones analizadas en esta oportunidad son las de mantener, o elevar en 25 puntos base la tasa de politica monetaria. agrega que los principales elementos de s"
senor manuel marfan agradece,RPM-2005-06-09:291:1,RPM-2005-06-09,dovish,"el consejero senor manuel marfan, agradece el analisis del staff, y agrega que, en lo grueso, los antecedentes aportados por la gerencia de division estudios confirman que la economia se esta desenvolviendo en torno al escenario central descrito en el ultimo ipom. asimismo, estima "
senor manuel marfan agradece,RPM-2008-11-13:2169:1,RPM-2008-11-13,neutral,"el consejero senor manuel marfan agradece el analisis efectuado por el staff, que en esta ocasion incluye una muy util actualizacion del escenario macro del ipom, el cual se ha visto modificado de manera significativa por los eventos recientes de la economia internacional y domest"
tasa de politica monetaria,RPM-2005-02-10:121:1,RPM-2005-02-10,hawkish,"lgunos meses como pausas en otros, siendo la acumulacion de antecedentes mes a mes un elemento fundamental para definir el ritmo preciso. asi, luego de un mes en que se aumento la tasa de politica monetaria, en la estrategia de normalizacion pausada tienen cabida tanto la mantencion de la tasa de politica monetaria en esta reunion como un aumento de 25 puntos base. 7. la mayoria de los antecedentes coyunturales apoya un nuevo aumento de tasa "
tasa de politica monetaria,RPM-2008-11-13:2167:3,RPM-2008-11-13,dovish,"division estudios, en cuanto a mantener, pero no en cuanto a las opciones que ofrece, porque habria preferido que en ellas se incluyera la posibilidad de efectuar un recorte de la tasa de politica monetaria."
tasa de politica monetaria,RPM-2012-10-18:5149:1,RPM-2012-10-18,neutral,"el senor felipe larrain expresa que en este escenario, se sugiere mantener la tasa de politica monetaria en su nivel actual y validar asi las expectativas del mercado. manifiesta que en opinion del ministerio de hacienda, la economia chilena ha mostrado signos de resiliencia, pero que no se puede soslayar el efecto de la recesion europea y la"
