ngrama,n_palabras,intervenciones,reuniones,apariciones,tfidf_medio,df_hawkish,tasa_hawkish,df_dovish,tasa_dovish,df_neutral,tasa_neutral,asociacion_hawkish,asociacion_dovish
de los hogares,3,9,6,10,0.0007870956944897514,0,0.010416666666666666,1,0.036585365853658534,8,0.017970401691331923,-0.8300749985576876,1.1623154678811873
de materias,2,9,8,10,0.0008996097171254727,3,0.07291666666666667,1,0.036585365853658534,5,0.011627906976744186,2.5247677188024102,1.1623154678811873
de materias primas,3,9,8,10,0.0008996097171254727,3,0.07291666666666667,1,0.036585365853658534,5,0.011627906976744186,2.5247677188024102,1.1623154678811873
de mayores,2,9,7,9,0.0006931111737033615,3,0.07291666666666667,0,0.012195121951219513,6,0.013742071881606765,2.5247677188024102,-0.5831117050332146
de mediano y,3,9,6,10,0.0008233706951215102,4,0.09375,0,0.012195121951219513,5,0.011627906976744186,3.128345897690913,-0.5831117050332146
de modo,2,9,6,9,0.00069736219853737,3,0.07291666666666667,0,0.012195121951219513,6,0.013742071881606765,2.5247677188024102,-0.5831117050332146
de recursos,2,9,7,11,0.0008490243760289454,1,0.03125,1,0.036585365853658534,7,0.015856236786469344,0.9153521743567148,1.1623154678811873
de una desaceleracion,3,9,5,9,0.0005769073336472843,0,0.010416666666666666,2,0.06097560975609756,7,0.015856236786469344,-0.8300749985576876,2.0798533076892145
debajo de la,3,9,8,9,0.000531767077650761,1,0.03125,1,0.036585365853658534,7,0.015856236786469344,0.9153521743567148,1.1623154678811873
debieran,1,9,9,10,0.0008381146131738014,4,0.09375,2,0.06097560975609756,3,0.007399577167019027,3.128345897690913,2.0798533076892145
debilidad de la,3,9,8,11,0.0005656169848029721,1,0.03125,3,0.08536585365853659,5,0.011627906976744186,0.9153521743567148,2.7717310123268826
del cuarto,2,9,6,12,0.0007491579936143601,1,0.03125,2,0.06097560975609756,6,0.013742071881606765,0.9153521743567148,2.0798533076892145
del escenario base,3,9,7,12,0.0008320364666523654,5,0.11458333333333333,0,0.012195121951219513,4,0.009513742071881607,3.707359132080883,-0.5831117050332146
del horizonte,2,9,5,11,0.0008426846304597375,4,0.09375,0,0.012195121951219513,5,0.011627906976744186,3.128345897690913,-0.5831117050332146
del horizonte de,3,9,5,11,0.0008426846304597375,4,0.09375,0,0.012195121951219513,5,0.011627906976744186,3.128345897690913,-0.5831117050332146
del presente,2,9,7,10,0.0008421661201410905,0,0.010416666666666666,2,0.06097560975609756,7,0.015856236786469344,-0.8300749985576876,2.0798533076892145
del presente ano,3,9,7,9,0.0008098513925389431,0,0.010416666666666666,2,0.06097560975609756,7,0.015856236786469344,-0.8300749985576876,2.0798533076892145
del senor,2,9,8,9,0.001357462365305772,1,0.03125,1,0.036585365853658534,7,0.015856236786469344,0.9153521743567148,1.1623154678811873
del staff,2,9,8,9,0.0008964857218257601,3,0.07291666666666667,4,0.10975609756097561,2,0.005285412262156448,2.5247677188024102,3.375309191215386
del terremoto,2,9,6,10,0.0009899529075399786,4,0.09375,0,0.012195121951219513,5,0.011627906976744186,3.128345897690913,-0.5831117050332146
del ultimo ipom,3,9,8,9,0.0006810878237241638,3,0.07291666666666667,1,0.036585365853658534,5,0.011627906976744186,2.5247677188024102,1.1623154678811873
del vicepresidente,2,9,7,9,0.0010121931862672824,0,0.010416666666666666,0,0.012195121951219513,9,0.0200845665961945,-0.8300749985576876,-0.5831117050332146
demanda en,2,9,8,10,0.0006800640341474623,2,0.052083333333333336,0,0.012195121951219513,7,0.015856236786469344,1.832890014164742,-0.5831117050332146
dentro del,2,9,7,9,0.0009275706075296703,3,0.07291666666666667,3,0.08536585365853659,3,0.007399577167019027,2.5247677188024102,2.7717310123268826
descartar que,2,9,9,10,0.0006208791864907523,5,0.11458333333333333,2,0.06097560975609756,2,0.005285412262156448,3.707359132080883,2.0798533076892145
descenso,1,9,8,13,0.0008753447068475557,3,0.07291666666666667,1,0.036585365853658534,5,0.011627906976744186,2.5247677188024102,1.1623154678811873
destacan,1,9,6,10,0.0006113521795547053,2,0.052083333333333336,2,0.06097560975609756,5,0.011627906976744186,1.832890014164742,2.0798533076892145
determinar,1,9,8,9,0.0008425537734516735,0,0.010416666666666666,1,0.036585365853658534,8,0.017970401691331923,-0.8300749985576876,1.1623154678811873
detras de,2,9,7,9,0.0007508389466052865,3,0.07291666666666667,1,0.036585365853658534,5,0.011627906976744186,2.5247677188024102,1.1623154678811873
dinamica de,2,9,7,9,0.0010740352188678155,1,0.03125,0,0.012195121951219513,8,0.017970401691331923,0.9153521743567148,-0.5831117050332146
dinamismo del,2,9,6,9,0.0006250073011206889,2,0.052083333333333336,1,0.036585365853658534,6,0.013742071881606765,1.832890014164742,1.1623154678811873
dio,1,9,8,10,0.001080826989861007,0,0.010416666666666666,1,0.036585365853658534,8,0.017970401691331923,-0.8300749985576876,1.1623154678811873
direccion,1,9,6,11,0.0009823270860968324,5,0.11458333333333333,2,0.06097560975609756,2,0.005285412262156448,3.707359132080883,2.0798533076892145
discutido,1,9,7,9,0.0009680973952300542,2,0.052083333333333336,2,0.06097560975609756,5,0.011627906976744186,1.832890014164742,2.0798533076892145
distintas medidas,2,9,5,12,0.000729299330353113,3,0.07291666666666667,1,0.036585365853658534,5,0.011627906976744186,2.5247677188024102,1.1623154678811873
division estudios senor rodrigo,4,9,6,10,0.001357903145878303,1,0.03125,1,0.036585365853658534,7,0.015856236786469344,0.9153521743567148,1.1623154678811873
don pablo,2,9,5,9,0.00080831277415316,0,0.010416666666666666,0,0.012195121951219513,9,0.0200845665961945,-0.8300749985576876,-0.5831117050332146
don pablo garcia,3,9,5,9,0.00080831277415316,0,0.010416666666666666,0,0.012195121951219513,9,0.0200845665961945,-0.8300749985576876,-0.5831117050332146
dos meses,2,9,6,11,0.0008442290579393052,2,0.052083333333333336,0,0.012195121951219513,7,0.015856236786469344,1.832890014164742,-0.5831117050332146
economia internacional,2,9,8,9,0.0009232533134238084,3,0.07291666666666667,3,0.08536585365853659,3,0.007399577167019027,2.5247677188024102,2.7717310123268826
economica senor,2,9,8,9,0.0010458383780184784,3,0.07291666666666667,3,0.08536585365853659,3,0.007399577167019027,2.5247677188024102,2.7717310123268826
efectuado,1,9,8,10,0.0012750484863714331,4,0.09375,0,0.012195121951219513,5,0.011627906976744186,3.128345897690913,-0.5831117050332146
ejercicio,1,9,9,9,0.0009424474426718342,3,0.07291666666666667,1,0.036585365853658534,5,0.011627906976744186,2.5247677188024102,1.1623154678811873
el banco central europeo,4,9,8,10,0.001053474281744786,1,0.03125,1,0.036585365853658534,7,0.015856236786469344,0.9153521743567148,1.1623154678811873
el ciclo,2,9,5,13,0.0011382492158013582,2,0.052083333333333336,1,0.036585365853658534,6,0.013742071881606765,1.832890014164742,1.1623154678811873
el componente,2,9,7,10,0.0007501697169269568,0,0.010416666666666666,1,0.036585365853658534,8,0.017970401691331923,-0.8300749985576876,1.1623154678811873
el costo de,3,9,9,11,0.0008756375541966708,2,0.052083333333333336,2,0.06097560975609756,5,0.011627906976744186,1.832890014164742,2.0798533076892145
el fondo,2,9,9,10,0.0012514936980048308,0,0.010416666666666666,2,0.06097560975609756,7,0.015856236786469344,-0.8300749985576876,2.0798533076892145
el gerente senor,3,9,6,15,0.00144484183869067,0,0.010416666666666666,0,0.012195121951219513,9,0.0200845665961945,-0.8300749985576876,-0.5831117050332146
el impacto de,3,9,8,9,0.000759534348794997,2,0.052083333333333336,1,0.036585365853658534,6,0.013742071881606765,1.832890014164742,1.1623154678811873
el indice,2,9,4,12,0.0009785893952246184,0,0.010416666666666666,0,0.012195121951219513,9,0.0200845665961945,-0.8300749985576876,-0.5831117050332146
el ipom de,3,9,7,11,0.0005723655588688515,5,0.11458333333333333,0,0.012195121951219513,4,0.009513742071881607,3.707359132080883,-0.5831117050332146
el senor luis,3,9,7,11,0.0012632123701098441,1,0.03125,0,0.012195121951219513,8,0.017970401691331923,0.9153521743567148,-0.5831117050332146
el senor luis oscar,4,9,7,11,0.0012632123701098441,1,0.03125,0,0.012195121951219513,8,0.017970401691331923,0.9153521743567148,-0.5831117050332146
elementos de,2,9,8,9,0.0007670505551200781,3,0.07291666666666667,2,0.06097560975609756,4,0.009513742071881607,2.5247677188024102,2.0798533076892145
elementos que,2,9,9,12,0.0010340165919410984,2,0.052083333333333336,3,0.08536585365853659,4,0.009513742071881607,1.832890014164742,2.7717310123268826
empleos,1,9,7,9,0.0006600981016450761,3,0.07291666666666667,0,0.012195121951219513,6,0.013742071881606765,2.5247677188024102,-0.5831117050332146
en 0,2,9,6,11,0.0008112941306214913,3,0.07291666666666667,1,0.036585365853658534,5,0.011627906976744186,2.5247677188024102,1.1623154678811873
en 4,2,9,7,12,0.0008489435512953093,1,0.03125,2,0.06097560975609756,6,0.013742071881606765,0.9153521743567148,2.0798533076892145
en 5 anual,3,9,8,13,0.0012120958241189916,0,0.010416666666666666,1,0.036585365853658534,8,0.017970401691331923,-0.8300749985576876,1.1623154678811873
en el horizonte habitual,4,9,4,9,0.0007132837509373183,7,0.15625,2,0.06097560975609756,0,0.0010570824524312897,5.002815015607054,2.0798533076892145
en el nivel,3,9,9,9,0.0010098667548536391,0,0.010416666666666666,2,0.06097560975609756,7,0.015856236786469344,-0.8300749985576876,2.0798533076892145
en la medida que,4,9,7,10,0.0008219798196055372,3,0.07291666666666667,2,0.06097560975609756,4,0.009513742071881607,2.5247677188024102,2.0798533076892145
en linea con el,4,9,8,9,0.0006951200041957855,2,0.052083333333333336,2,0.06097560975609756,5,0.011627906976744186,1.832890014164742,2.0798533076892145
en lo mas reciente,4,9,7,9,0.0008006471235703427,1,0.03125,0,0.012195121951219513,8,0.017970401691331923,0.9153521743567148,-0.5831117050332146
en los estados unidos,4,9,7,11,0.0013886656409241888,2,0.052083333333333336,1,0.036585365853658534,6,0.013742071881606765,1.832890014164742,1.1623154678811873
en parte por,3,9,9,12,0.0007967693095373898,2,0.052083333333333336,0,0.012195121951219513,7,0.015856236786469344,1.832890014164742,-0.5831117050332146
en particular el,3,9,7,12,0.0006052505621837013,3,0.07291666666666667,1,0.036585365853658534,5,0.011627906976744186,2.5247677188024102,1.1623154678811873
en precios,2,9,8,9,0.0006096077435171958,3,0.07291666666666667,1,0.036585365853658534,5,0.011627906976744186,2.5247677188024102,1.1623154678811873
en su opinion el,4,9,9,9,0.0009592809971073324,3,0.07291666666666667,1,0.036585365853658534,5,0.011627906976744186,2.5247677188024102,1.1623154678811873
en torno a la,4,9,9,10,0.0006945560980989468,1,0.03125,2,0.06097560975609756,6,0.013742071881606765,0.9153521743567148,2.0798533076892145
en un contexto de,4,9,8,11,0.0006813084612513048,1,0.03125,3,0.08536585365853659,5,0.011627906976744186,0.9153521743567148,2.7717310123268826
encima del,2,9,6,12,0.0005761548159267061,4,0.09375,0,0.012195121951219513,5,0.011627906976744186,3.128345897690913,-0.5831117050332146
encuesta de expectativas economicas,4,9,7,12,0.0007236203265050873,1,0.03125,1,0.036585365853658534,7,0.015856236786469344,0.9153521743567148,1.1623154678811873
encuestas de,2,9,8,10,0.0006264696471477227,3,0.07291666666666667,2,0.06097560975609756,4,0.009513742071881607,2.5247677188024102,2.0798533076892145
entre la,2,9,5,10,0.0014067464052231178,2,0.052083333333333336,1,0.036585365853658534,6,0.013742071881606765,1.832890014164742,1.1623154678811873
es dificil,2,9,8,10,0.0006088259925068369,1,0.03125,2,0.06097560975609756,6,0.013742071881606765,0.9153521743567148,2.0798533076892145
es necesario,2,9,7,9,0.0009598715541663626,6,0.13541666666666666,2,0.06097560975609756,1,0.003171247357293869,4.310937310969386,2.0798533076892145
es por mantener la,4,9,9,9,0.0007449878928796568,1,0.03125,3,0.08536585365853659,5,0.011627906976744186,0.9153521743567148,2.7717310123268826
escenario de riesgo,3,9,8,9,0.000846712923384136,1,0.03125,4,0.10975609756097561,4,0.009513742071881607,0.9153521743567148,3.375309191215386
escenarios de,2,9,7,9,0.0006077491766432938,3,0.07291666666666667,2,0.06097560975609756,4,0.009513742071881607,2.5247677188024102,2.0798533076892145
ese pais,2,9,7,9,0.0009199044662949554,1,0.03125,0,0.012195121951219513,8,0.017970401691331923,0.9153521743567148,-0.5831117050332146
eso se,2,9,7,9,0.0012570526694701664,1,0.03125,0,0.012195121951219513,8,0.017970401691331923,0.9153521743567148,-0.5831117050332146
especifica,1,9,7,10,0.0010365712540348765,3,0.07291666666666667,0,0.012195121951219513,6,0.013742071881606765,2.5247677188024102,-0.5831117050332146
espera mayoritariamente,2,9,7,9,0.0004945811668977283,6,0.13541666666666666,1,0.036585365853658534,2,0.005285412262156448,4.310937310969386,1.1623154678811873
esperado y,2,9,7,10,0.0008488477721350306,3,0.07291666666666667,2,0.06097560975609756,4,0.009513742071881607,2.5247677188024102,2.0798533076892145
esperando,1,9,8,9,0.0007161358637758792,2,0.052083333333333336,3,0.08536585365853659,4,0.009513742071881607,1.832890014164742,2.7717310123268826
estaba,1,9,6,10,0.0011418805116646977,2,0.052083333333333336,1,0.036585365853658534,6,0.013742071881606765,1.832890014164742,1.1623154678811873
estadounidense,1,9,7,10,0.0008324108484285345,0,0.010416666666666666,0,0.012195121951219513,9,0.0200845665961945,-0.8300749985576876,-0.5831117050332146
estamos,1,9,5,12,0.0013393813185544978,1,0.03125,3,0.08536585365853659,5,0.011627906976744186,0.9153521743567148,2.7717310123268826
estan en,2,9,8,9,0.0006223106782356941,1,0.03125,2,0.06097560975609756,6,0.013742071881606765,0.9153521743567148,2.0798533076892145
este cuadro,2,9,7,10,0.0006103332620909202,4,0.09375,3,0.08536585365853659,2,0.005285412262156448,3.128345897690913,2.7717310123268826
este es,2,9,6,10,0.0011302893245849232,0,0.010416666666666666,3,0.08536585365853659,6,0.013742071881606765,-0.8300749985576876,2.7717310123268826
estrechas,1,9,8,12,0.0007284295170568569,0,0.010416666666666666,3,0.08536585365853659,6,0.013742071881606765,-0.8300749985576876,2.7717310123268826
estudios senor rodrigo,3,9,6,10,0.001357903145878303,1,0.03125,1,0.036585365853658534,7,0.015856236786469344,0.9153521743567148,1.1623154678811873
estudios senor rodrigo valdes,4,9,6,10,0.001357903145878303,1,0.03125,1,0.036585365853658534,7,0.015856236786469344,0.9153521743567148,1.1623154678811873
eventos,1,9,9,9,0.0006535355274161251,3,0.07291666666666667,3,0.08536585365853659,3,0.007399577167019027,2.5247677188024102,2.7717310123268826
excepcion,1,9,9,10,0.0008824487431002,1,0.03125,0,0.012195121951219513,8,0.017970401691331923,0.9153521743567148,-0.5831117050332146
expansion de la,3,9,6,10,0.0006265110432400617,4,0.09375,0,0.012195121951219513,5,0.011627906976744186,3.128345897690913,-0.5831117050332146
expansivo,1,9,8,10,0.0009181202848755129,3,0.07291666666666667,2,0.06097560975609756,4,0.009513742071881607,2.5247677188024102,2.0798533076892145
expectativas economicas,2,9,7,13,0.0007503588041602285,1,0.03125,1,0.036585365853658534,7,0.015856236786469344,0.9153521743567148,1.1623154678811873
generar,1,9,9,10,0.00073020624374218,2,0.052083333333333336,3,0.08536585365853659,4,0.009513742071881607,1.832890014164742,2.7717310123268826
gerente senor,2,9,6,15,0.00144484183869067,0,0.010416666666666666,0,0.012195121951219513,9,0.0200845665961945,-0.8300749985576876,-0.5831117050332146
gobierno,1,9,8,11,0.0008551829065594147,1,0.03125,2,0.06097560975609756,6,0.013742071881606765,0.9153521743567148,2.0798533076892145
grande,1,9,6,9,0.001681554287427573,0,0.010416666666666666,1,0.036585365853658534,8,0.017970401691331923,-0.8300749985576876,1.1623154678811873
gregorio senala,2,9,6,10,0.0017474825415216804,1,0.03125,2,0.06097560975609756,6,0.013742071881606765,0.9153521743567148,2.0798533076892145
ha cambiado,2,9,6,10,0.0008822100084139095,5,0.11458333333333333,0,0.012195121951219513,4,0.009513742071881607,3.707359132080883,-0.5831117050332146
ha llevado a,3,9,9,9,0.0006626362923860023,1,0.03125,6,0.15853658536585366,2,0.005285412262156448,0.9153521743567148,4.557900604493859
ha seguido,2,9,5,9,0.0007332026549102752,4,0.09375,1,0.036585365853658534,4,0.009513742071881607,3.128345897690913,1.1623154678811873
ha tenido,2,9,7,10,0.0008624884213150436,2,0.052083333333333336,2,0.06097560975609756,5,0.011627906976744186,1.832890014164742,2.0798533076892145
hacia la,2,9,8,12,0.0006996383376340089,0,0.010416666666666666,2,0.06097560975609756,7,0.015856236786469344,-0.8300749985576876,2.0798533076892145
han presentado,2,9,6,9,0.000826427172333689,4,0.09375,1,0.036585365853658534,4,0.009513742071881607,3.128345897690913,1.1623154678811873
han tendido,2,9,7,11,0.0008582628731530614,1,0.03125,0,0.012195121951219513,8,0.017970401691331923,0.9153521743567148,-0.5831117050332146
holguras de capacidad,3,9,6,12,0.0007447823887078181,2,0.052083333333333336,2,0.06097560975609756,5,0.011627906976744186,1.832890014164742,2.0798533076892145
hora,1,9,5,12,0.0006746099928025272,3,0.07291666666666667,1,0.036585365853658534,5,0.011627906976744186,2.5247677188024102,1.1623154678811873
implicita,1,9,5,9,0.0006242719006979389,4,0.09375,0,0.012195121951219513,5,0.011627906976744186,3.128345897690913,-0.5831117050332146
importante del,2,9,7,9,0.0009557999769313785,2,0.052083333333333336,0,0.012195121951219513,7,0.015856236786469344,1.832890014164742,-0.5831117050332146
incremento en,2,9,8,12,0.0006259302310560042,1,0.03125,0,0.012195121951219513,8,0.017970401691331923,0.9153521743567148,-0.5831117050332146
indica que se,3,9,8,9,0.0007911596813161793,1,0.03125,1,0.036585365853658534,7,0.015856236786469344,0.9153521743567148,1.1623154678811873
indicando que,2,9,8,9,0.0012452945833484807,1,0.03125,0,0.012195121951219513,8,0.017970401691331923,0.9153521743567148,-0.5831117050332146
industriales,1,9,8,10,0.0008256913651919751,2,0.052083333333333336,0,0.012195121951219513,7,0.015856236786469344,1.832890014164742,-0.5831117050332146
inferiores a,2,9,9,9,0.0007719616772087927,1,0.03125,0,0.012195121951219513,8,0.017970401691331923,0.9153521743567148,-0.5831117050332146
inflacion de corto,3,9,7,13,0.0008269727080936336,6,0.13541666666666666,0,0.012195121951219513,3,0.007399577167019027,4.310937310969386,-0.5831117050332146
inflacion de corto plazo,4,9,7,13,0.0008269727080936336,6,0.13541666666666666,0,0.012195121951219513,3,0.007399577167019027,4.310937310969386,-0.5831117050332146
inflacion en el,3,9,7,9,0.0007781638451008685,1,0.03125,3,0.08536585365853659,5,0.011627906976744186,0.9153521743567148,2.7717310123268826
inflacion proyectada se,3,9,9,9,0.000765862790791546,3,0.07291666666666667,4,0.10975609756097561,2,0.005285412262156448,2.5247677188024102,3.375309191215386
inflacion proyectada se ubique,4,9,9,9,0.000765862790791546,3,0.07291666666666667,4,0.10975609756097561,2,0.005285412262156448,2.5247677188024102,3.375309191215386
informa que la,3,9,8,9,0.0017189233051441975,0,0.010416666666666666,0,0.012195121951219513,9,0.0200845665961945,-0.8300749985576876,-0.5831117050332146
ingresos,1,9,7,18,0.0009619961349208128,0,0.010416666666666666,1,0.036585365853658534,8,0.017970401691331923,-0.8300749985576876,1.1623154678811873
intensidad,1,9,7,11,0.0006494075269664446,3,0.07291666666666667,1,0.036585365853658534,5,0.011627906976744186,2.5247677188024102,1.1623154678811873
interes de largo,3,9,8,10,0.0005790915205861735,1,0.03125,1,0.036585365853658534,7,0.015856236786469344,0.9153521743567148,1.1623154678811873
interes de largo plazo,4,9,8,10,0.0005790915205861735,1,0.03125,1,0.036585365853658534,7,0.015856236786469344,0.9153521743567148,1.1623154678811873
interes y,2,9,8,9,0.0006200002274909706,3,0.07291666666666667,1,0.036585365853658534,5,0.011627906976744186,2.5247677188024102,1.1623154678811873
internacionales de,2,9,9,11,0.0006576631185708827,3,0.07291666666666667,1,0.036585365853658534,5,0.011627906976744186,2.5247677188024102,1.1623154678811873
internas y externas,3,9,9,10,0.0006410934866749215,3,0.07291666666666667,2,0.06097560975609756,4,0.009513742071881607,2.5247677188024102,2.0798533076892145
interpretacion,1,9,5,11,0.0010215262691865563,3,0.07291666666666667,0,0.012195121951219513,6,0.013742071881606765,2.5247677188024102,-0.5831117050332146
inventarios y,2,9,6,9,0.000899618985957477,1,0.03125,1,0.036585365853658534,7,0.015856236786469344,0.9153521743567148,1.1623154678811873
investigacion economica senor,3,9,8,9,0.0010458383780184784,3,0.07291666666666667,3,0.08536585365853659,3,0.007399577167019027,2.5247677188024102,2.7717310123268826
jornada,1,9,6,9,0.0008067975392119049,1,0.03125,1,0.036585365853658534,7,0.015856236786469344,0.9153521743567148,1.1623154678811873
la convergencia,2,9,6,12,0.0007777480441813099,3,0.07291666666666667,2,0.06097560975609756,4,0.009513742071881607,2.5247677188024102,2.0798533076892145
la convergencia de,3,9,6,11,0.0007262876226429882,3,0.07291666666666667,2,0.06097560975609756,4,0.009513742071881607,2.5247677188024102,2.0798533076892145
la convergencia de la,4,9,6,11,0.0007262876226429882,3,0.07291666666666667,2,0.06097560975609756,4,0.009513742071881607,2.5247677188024102,2.0798533076892145
la disminucion de,3,9,7,9,0.0007604043182565084,0,0.010416666666666666,1,0.036585365853658534,8,0.017970401691331923,-0.8300749985576876,1.1623154678811873
la economia internacional,3,9,8,9,0.0009232533134238084,3,0.07291666666666667,3,0.08536585365853659,3,0.007399577167019027,2.5247677188024102,2.7717310123268826
la esperada,2,9,9,9,0.0009646377997091867,3,0.07291666666666667,2,0.06097560975609756,4,0.009513742071881607,2.5247677188024102,2.0798533076892145
la fortaleza,2,9,9,9,0.0006719852767036365,2,0.052083333333333336,2,0.06097560975609756,5,0.011627906976744186,1.832890014164742,2.0798533076892145
la incidencia,2,9,5,10,0.0006892733859162793,2,0.052083333333333336,1,0.036585365853658534,6,0.013742071881606765,1.832890014164742,1.1623154678811873
la inflacion proyectada se,4,9,9,9,0.000765862790791546,3,0.07291666666666667,4,0.10975609756097561,2,0.005285412262156448,2.5247677188024102,3.375309191215386
la magnitud,2,9,6,13,0.000770083076799593,1,0.03125,2,0.06097560975609756,6,0.013742071881606765,0.9153521743567148,2.0798533076892145
la palabra para,3,9,6,9,0.0032524911011816383,0,0.010416666666666666,0,0.012195121951219513,9,0.0200845665961945,-0.8300749985576876,-0.5831117050332146
la palabra para comentarios,4,9,6,9,0.0032524911011816383,0,0.010416666666666666,0,0.012195121951219513,9,0.0200845665961945,-0.8300749985576876,-0.5831117050332146
la percepcion de,3,9,7,11,0.0009754236621520626,1,0.03125,0,0.012195121951219513,8,0.017970401691331923,0.9153521743567148,-0.5831117050332146
la posibilidad de que,4,9,7,10,0.0008379117546530419,2,0.052083333333333336,1,0.036585365853658534,6,0.013742071881606765,1.832890014164742,1.1623154678811873
la probabilidad de,3,9,4,10,0.0009533026290507591,3,0.07291666666666667,0,0.012195121951219513,6,0.013742071881606765,2.5247677188024102,-0.5831117050332146
la tasa rectora,3,9,7,10,0.0006427087494866508,4,0.09375,2,0.06097560975609756,3,0.007399577167019027,3.128345897690913,2.0798533076892145
las autoridades,2,9,7,11,0.0008546359804636643,2,0.052083333333333336,1,0.036585365853658534,6,0.013742071881606765,1.832890014164742,1.1623154678811873
las cifras de actividad,4,9,8,9,0.0006205624638862078,7,0.15625,0,0.012195121951219513,2,0.005285412262156448,5.002815015607054,-0.5831117050332146
las condiciones macroeconomicas,3,9,9,9,0.0006930615038500937,4,0.09375,3,0.08536585365853659,2,0.005285412262156448,3.128345897690913,2.7717310123268826
las estimaciones,2,9,7,10,0.0008657384655370388,3,0.07291666666666667,1,0.036585365853658534,5,0.011627906976744186,2.5247677188024102,1.1623154678811873
las holguras de,3,9,6,10,0.0007181261090642822,2,0.052083333333333336,2,0.06097560975609756,5,0.011627906976744186,1.832890014164742,2.0798533076892145
las medidas de inflacion,4,9,8,10,0.0006587214480525394,4,0.09375,2,0.06097560975609756,3,0.007399577167019027,3.128345897690913,2.0798533076892145
las medidas subyacentes,3,9,6,9,0.0006285264113797847,4,0.09375,2,0.06097560975609756,3,0.007399577167019027,3.128345897690913,2.0798533076892145
las proyecciones de inflacion,4,9,7,12,0.0011286059586774631,3,0.07291666666666667,0,0.012195121951219513,6,0.013742071881606765,2.5247677188024102,-0.5831117050332146
las que se,3,9,9,9,0.0005980292450441944,0,0.010416666666666666,3,0.08536585365853659,6,0.013742071881606765,-0.8300749985576876,2.7717310123268826
las senales,2,9,9,12,0.0007273003336046936,1,0.03125,5,0.13414634146341464,3,0.007399577167019027,0.9153521743567148,3.9543224256053557
las sorpresas,2,9,7,11,0.0011505520674225244,2,0.052083333333333336,1,0.036585365853658534,6,0.013742071881606765,1.832890014164742,1.1623154678811873
levanta la sesion a,4,9,9,9,0.002589877242616603,1,0.03125,0,0.012195121951219513,8,0.017970401691331923,0.9153521743567148,-0.5831117050332146
linea con el,3,9,8,9,0.0006951200041957855,2,0.052083333333333336,2,0.06097560975609756,5,0.011627906976744186,1.832890014164742,2.0798533076892145
llegando,1,9,8,11,0.0007039547464225046,2,0.052083333333333336,1,0.036585365853658534,6,0.013742071881606765,1.832890014164742,1.1623154678811873
llegando a,2,9,8,10,0.0006732981628601537,2,0.052083333333333336,1,0.036585365853658534,6,0.013742071881606765,1.832890014164742,1.1623154678811873
llego a,2,9,6,10,0.0006038059245107031,0,0.010416666666666666,0,0.012195121951219513,9,0.0200845665961945,-0.8300749985576876,-0.5831117050332146
llevan,1,9,9,10,0.000746761770938254,1,0.03125,2,0.06097560975609756,6,0.013742071881606765,0.9153521743567148,2.0798533076892145
llevo,1,9,8,9,0.0006874069789658523,1,0.03125,2,0.06097560975609756,6,0.013742071881606765,0.9153521743567148,2.0798533076892145
llevo a,2,9,8,9,0.0006874069789658523,1,0.03125,2,0.06097560975609756,6,0.013742071881606765,0.9153521743567148,2.0798533076892145
lo anterior el consejo,4,9,9,9,0.0008850466953551413,8,0.17708333333333334,1,0.036585365853658534,0,0.0010570824524312897,5.920352855415081,1.1623154678811873
lo estimado,2,9,8,11,0.0007107723940353494,1,0.03125,1,0.036585365853658534,7,0.015856236786469344,0.9153521743567148,1.1623154678811873
lo expuesto el,3,9,9,9,0.0008653412597516695,2,0.052083333333333336,3,0.08536585365853659,4,0.009513742071881607,1.832890014164742,2.7717310123268826
lo mas reciente,3,9,7,9,0.0008006471235703427,1,0.03125,0,0.012195121951219513,8,0.017970401691331923,0.9153521743567148,-0.5831117050332146
lo observado,2,9,8,9,0.00074721143999031,0,0.010416666666666666,0,0.012195121951219513,9,0.0200845665961945,-0.8300749985576876,-0.5831117050332146
los estados unidos de,4,9,8,12,0.0012975884026062198,1,0.03125,2,0.06097560975609756,6,0.013742071881606765,0.9153521743567148,2.0798533076892145
los paises desarrollados,3,9,9,11,0.0009686438772823109,2,0.052083333333333336,2,0.06097560975609756,5,0.011627906976744186,1.832890014164742,2.0798533076892145
los resultados,2,9,7,10,0.0007456285028507957,0,0.010416666666666666,0,0.012195121951219513,9,0.0200845665961945,-0.8300749985576876,-0.5831117050332146
los ultimos datos,3,9,8,9,0.0011764559710442715,1,0.03125,0,0.012195121951219513,8,0.017970401691331923,0.9153521743567148,-0.5831117050332146
maquinaria,1,9,5,11,0.0008268819202297946,1,0.03125,0,0.012195121951219513,8,0.017970401691331923,0.9153521743567148,-0.5831117050332146
maquinaria y,2,9,5,11,0.0008268819202297946,1,0.03125,0,0.012195121951219513,8,0.017970401691331923,0.9153521743567148,-0.5831117050332146
marfan que,2,9,6,15,0.001282991791804478,2,0.052083333333333336,3,0.08536585365853659,4,0.009513742071881607,1.832890014164742,2.7717310123268826
mas rapido,2,9,6,9,0.0007225582837482685,3,0.07291666666666667,1,0.036585365853658534,5,0.011627906976744186,2.5247677188024102,1.1623154678811873
mas restrictivas,2,9,8,10,0.000559157105395641,2,0.052083333333333336,3,0.08536585365853659,4,0.009513742071881607,1.832890014164742,2.7717310123268826
