intervencion_id,meeting_id,fecha,actor,cargo,texto,anio,flag_texto_danado,topico_humano,keywords_humano,orden_habla,subindice
RPM-2010-06-15:3174:1,RPM-2010-06-15,2010-06-15,Enrique Marshall Rivera,Consejero,"El Consejero señor Enrique Marshall plantea que, en ese sentido, quizás podría manifestar un grado de preocupación por el bajo nivel que registra la inflación subyacente, de solo 2% a fin de año, por lo que casi dos puntos de inflación responderían a estos efectos puntuales que comentaba el señor Vicepresidente, que no deberían alterar radicalmente la política monetaria.",2010,False,inflacion,inflacion,3174,1
RPM-2010-06-15:3175:1,RPM-2010-06-15,2010-06-15,Pablo García Silva,Gerente de División Estudios,"El señor Pablo García añade que hoy se está haciendo política monetaria no consistente con presiones inflacionarias persistentes de 3,8% a seis meses más. Agrega que el 1,8% de inflación subyacente está bien considerado en la estrategia de política monetaria, que es el que finalmente determina que la inflación llegue a 3% en dos años más.",2010,False,inflacion,inflacion,3175,1
RPM-2010-06-15:3176:1,RPM-2010-06-15,2010-06-15,Manuel Marfán Lewis,Vicepresidente del Banco Central,"El Vicepresidente, señor Manuel Marfán, hace presente que el IPoM anterior contemplaba que la inflación llegaría 4% y que hoy este peak se está postergando hacia fines de año, porque, como señalaba el señor García, antes se llegaba a una cifra de inflación similar pero desde arriba, mientras que ahora se llega a ella desde abajo, lo que está indicando que hay una lógica macroeconómica y de efectos de corto plazo que son distintos.",2010,False,inflacion,inflacion,3176,1
RPM-2010-06-15:3177:1,RPM-2010-06-15,2010-06-15,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,"El Gerente de Análisis Macroeconómico prosigue, mencionando que la velocidad del IPCX1 es quizás la más relevante y se aceleraría en los próximos meses, mientras que el escenario de proyección de esa Gerencia supone que los últimos datos dan cuenta de una cierta atenuación. Advierte que eso conlleva dos riesgos: el primero, que no se acelere la X1 como está previsto en la proyección; y el otro, que se acelere y que no se frene hacia el final, lo cual haría que la inflación X1, que tiene un cierto abultamiento, crezca más y bordee el 4% en algún momento durante el próximo año, retornando después hacia 3%. Agrega que hay un efecto base, que va a llevar a que el X1 sea, de hecho, más alto que el IPC total durante el próximo año. En cuanto a la trayectoria de los distintos componentes, el señor Claudio Soto destaca que los alimentos, los combustibles y los componentes resto son los que elevarían la inflación en los próximos meses, mientras que vestuario es el que ha contribuido a que la inflación no supere en un punto el nivel actual y el que se registrará hasta el fin del horizonte. Al continuar, el señor Claudio Soto se refiere a los mercados financieros, destacando que las tasas swaps aumentaron después de que se dieron a conocer las noticias de actividad que reportó el INE a fines de mayo, en especial, los datos correspondientes a comercio e industria, no así cuando se informó el dato de inflación. Respecto del tipo de cambio, manifiesta que si bien ha experimentado volatilidad, los niveles se han mantenido relativamente estables, casi en el centro del rango de intervalos definido para el tipo de cambio real de equilibrio. Agrega que una comparación del promedio semanal móvil de su volatilidad intradía, calculada esta última como el promedio del valor mínimo y máximo del tipo de cambio en una jornada, da cuenta que esta aumentó en el último tiempo, pero en menor grado que en abril y mayo, y que hoy es claramente menor que el promedio septiembre-diciembre de 2008, que fue el momento de mayores turbulencias.",2010,False,mercados_financieros,mercados_financieros,3177,1
RPM-2010-06-15:3178:1,RPM-2010-06-15,2010-06-15,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,"El señor Claudio Soto informa a continuación que la bolsa local cayó entre mediados y fines de mayo, y que a partir de entonces registra un aumento importante, sobre todo en los últimos días. Añade que, comparada con las bolsas latinoamericanas y de otros continentes, el aumento resulta ser mucho más significativo. En materia de tasas de colocación, señala que registraron algunas alzas, pero que luego han retrocedido en el margen en casi todos los segmentos y se han mantenido bajas, con la sola excepción de las tasas de los créditos hipotecarios. Respecto del crédito, en tanto, indica que se observa una tendencia de recuperación más sólida, en especial los créditos de consumo. Indica que ese aumento no es tan claro en el caso de los créditos para la vivienda en UF y los créditos comerciales, ya que los datos mensuales tienen bastante volatilidad y porque las tasas de variación anual están bastante influidas por un dato elevado que se registró a comienzos de año. Por último, hace presente que las colocaciones de comercio exterior experimentan una recuperación, por el aumento que están registrando las exportaciones y las importaciones.",2010,False,debate,debate,3178,1
RPM-2010-06-15:3179:1,RPM-2010-06-15,2010-06-15,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,"El Gerente de Análisis Macroeconómico prosigue, mencionando que las velocidades de los agregados monetarios presentan caídas y que, incluso, llega a ser negativa en el caso del M2. A pesar de ello, destaca que el M1 sigue con velocidades muy altas y creciendo a tasas elevadas, y que el modelo está prediciendo que crecerá a una tasa aún mayor.",2010,False,debate,debate,3179,1
RPM-2010-06-15:3180:1,RPM-2010-06-15,2010-06-15,José De Gregorio Rebeco,Presidente del Banco Central,"El Presidente, señor José De Gregorio, pregunta cómo puede ser que el modelo prediga que el M1 real crece 30% en doce meses, si la tasa nominal está constante y el producto crece 4%, ya que con una elasticidad de 1,5 daría como resultado solo 6 ó 7%.",2010,False,debate,debate,3180,1
RPM-2010-06-15:3181:1,RPM-2010-06-15,2010-06-15,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,"El Gerente de Análisis Macroeconómico prosigue, mencionando que las velocidades de los agregados monetarios presentan caídas y que la del M2 es negativa, incluso. A pesar de ello, destaca que el M1 sigue con velocidades muy altas y creciendo a tasas elevadas, y que el modelo predice que debería crecer a una tasa aún mayor.",2010,False,debate,debate,3181,1
RPM-2010-06-15:3182:1,RPM-2010-06-15,2010-06-15,José De Gregorio Rebeco,Presidente del Banco Central,"El Presidente, señor José De Gregorio, pregunta cómo se explica que el modelo prediga que el M1 real crece 30% en doce meses, si la tasa nominal está constante y el producto crece 4%. Agrega que con una elasticidad de 1,5 daría como resultado un crecimiento de solo 6 ó 7%.",2010,False,debate,debate,3182,1
RPM-2010-06-15:3183:1,RPM-2010-06-15,2010-06-15,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,"El señor Claudio Soto explica que hay un efecto base o de arrastre en lo que estima el modelo, ya que cuando la tasa es más alta predice que el crecimiento debe ser menor, lo que se revierte rápidamente. Indica que revisará las elasticidades utilizadas.",2010,False,debate,debate,3183,1
RPM-2010-06-15:3184:1,RPM-2010-06-15,2010-06-15,Manuel Marfán Lewis,Vicepresidente del Banco Central,"El Vicepresidente, señor Manuel Marfán, deduce, a partir de la evolución de los residuos de largo plazo de la ecuación de demanda por dinero real, que la demanda por dinero efectiva es menor que lo que estima el modelo o lo que explicarían los fundamentales.",2010,False,actividad_interna,actividad_interna,3184,1
RPM-2010-06-15:3185:1,RPM-2010-06-15,2010-06-15,Pablo García Silva,Gerente de División Estudios,"El señor Pablo García, por su parte, señala que el nivel de la demanda real de dinero es inferior a la que se debiese observar dados los niveles de PIB y tasa de interés.",2010,False,actividad_interna,actividad_interna,3185,1
RPM-2010-06-15:3186:1,RPM-2010-06-15,2010-06-15,Sebastián Claro Edwards,Consejero,"El Consejero señor Sebastián Claro, en tanto, pregunta si esto corresponde a un exceso de demanda de dinero,",2010,False,actividad_interna,actividad_interna,3186,1
RPM-2010-06-15:3186:2,RPM-2010-06-15,2010-06-15,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,lo que es confirmado por el señor Claudio Soto.,2010,False,actividad_interna,actividad_interna,3186,2
RPM-2010-06-15:3187:1,RPM-2010-06-15,2010-06-15,José De Gregorio Rebeco,Presidente del Banco Central,"El señor Presidente indica que algo distinto ocurre con la demanda de dinero real de corto plazo, en que el residuo es positivo, y en cuyo caso se tiene un exceso de oferta de dinero.",2010,False,actividad_interna,actividad_interna,3187,1
RPM-2010-06-15:3187:2,RPM-2010-06-15,2010-06-15,Manuel Marfán Lewis,Vicepresidente del Banco Central,"Dado eso, el señor Vicepresidente manifiesta que el dinero debiera ser retirado para llegar a un punto de equilibrio en que la demanda sea igual a la oferta.",2010,False,actividad_interna,actividad_interna,3187,2
RPM-2010-06-15:3187:3,RPM-2010-06-15,2010-06-15,José De Gregorio Rebeco,Presidente del Banco Central,"En opinión del señor Presidente, este tema es fundamentalmente académico. Plantea que el crecimiento del dinero debiera ser igual al crecimiento real en el largo plazo y que llama la atención que en el período comprendido entre los años 2000 y el 2010, el crecimiento acumulado, de dos dígitos durante todos esos años, haya sido diez veces el crecimiento del producto. Pregunta, entonces, qué elemento en la demanda por dinero lleva a ese grado de monetización tan importante.",2010,False,actividad_interna,actividad_interna,3187,3
RPM-2010-06-15:3188:1,RPM-2010-06-15,2010-06-15,Sebastián Claro Edwards,Consejero,"El Consejero señor Sebastián Claro menciona que, probablemente, la demanda por dinero es muy elástica a la tasa de interés, especialmente cuando la tasa de interés es muy baja, y que es eso lo que explica que la demanda por dinero crezca mucho a tasas muy bajas. Agrega, a propósito de la discusión académica, que si aumenta M y hay rigidez de precios, la tasa de interés en el corto plazo se ajusta de tal manera de que haya equilibrio en el mercado monetario.",2010,False,inflacion,inflacion,3188,1
RPM-2010-06-15:3189:1,RPM-2010-06-15,2010-06-15,Enrique Marshall Rivera,Consejero,"El Consejero señor Enrique Marshall se remonta a la oportunidad cuando se discutió el piso de la tasa de política monetaria, señalando que una de las razones que se esgrimió para no llevarla a 0% fue que se producirían trastornos en el mercado monetario, como, por ejemplo, que llegase a ser prácticamente indiferente entre invertir en un fondo mutuo o dejar los recursos depositados en la cuenta corriente. Sobre el particular, consulta qué ocurre si se incorpora el M2 o M3,",2010,False,inflacion,inflacion,3189,1
RPM-2010-06-15:3189:2,RPM-2010-06-15,2010-06-15,Pablo García Silva,Gerente de División Estudios,a lo cual el señor Pablo García responde que su crecimiento ha sido aún más lento.,2010,False,inflacion,inflacion,3189,2
RPM-2010-06-15:3189:3,RPM-2010-06-15,2010-06-15,Manuel Marfán Lewis,Vicepresidente del Banco Central,"Para sintetizar, el Vicepresidente, señor Manuel Marfán, indica que Chile es uno de los países que tiene una relación M1 sobre PIB más baja, lo que, a su juicio, obedece a una larga historia de inflación. Señala, asimismo, que lo que el Banco recauda por señoreaje, como porcentaje del PIB, es ínfimo comparado con lo que obtienen los países desarrollados. Plantea que después de varios años de inflación baja, y en el entendido que el punto de partida es anormal para explicar tasas de dos dígitos en períodos largos de tasas de inflación baja, debiera haber una cierta tendencia a acercarse a una relación M1 a PIB algo más normal y, por lo tanto, se podría encontrar una tendencia de mayor monetización.",2010,False,inflacion,inflacion,3189,3
RPM-2010-06-15:3190:1,RPM-2010-06-15,2010-06-15,José De Gregorio Rebeco,Presidente del Banco Central,"El Presidente, señor José De Gregorio, comenta que la innovación financiera en el mundo ha llevado a un aumento de los grados de monetización y, por ende, a la habilitación de un mayor número de cajas y de cajeros automáticos. Agrega que si se sigue de acuerdo a la teoría, se puede ver que la trayectoria de los residuos de largo plazo de la demanda real por dinero en algo se parece a la línea de nuestra historia inflacionaria. Al respecto, llama la atención sobre el nivel alcanzado por el residuo en los años 2007 y 2008, así como el alcanzado con una inflación igual a 0%.",2010,False,acuerdo_comunicado,acuerdo_comunicado,3190,1
RPM-2010-06-15:3191:1,RPM-2010-06-15,2010-06-15,Enrique Marshall Rivera,Consejero,"El Consejero señor Enrique Marshall señala que ese fue un período de turbulencias y de caídas en los precios de los activos, por lo que es normal que haya aumentado la preferencia por el dinero y que este haya permanecido en las cuentas corrientes. A juicio del Consejero señor Sebastián Claro, la trayectoria del residuo se parece más bien a la velocidad de expansión del M2, mientras que el señor Presidente y el señor Claudio Soto coinciden en que más bien se parece a la trayectoria de la tasa de política monetaria.",2010,False,inflacion,inflacion,3191,1
RPM-2010-06-15:3191:2,RPM-2010-06-15,2010-06-15,Pablo García Silva,Gerente de División Estudios,"Al finalizar esta discusión, el Gerente de División Estudios, señor Pablo García, se refiere al planteamiento del Vicepresidente, señor Manuel Marfán, y explica que en los años 2000, las tasas de interés nominales fueron claramente inferiores a sus niveles históricos y, por lo tanto, lo que ocurrió habría sido, en parte, un proceso más de convergencia, que llevó a una monetización a tasas mayores que las que hubiesen correspondido dado el nivel de tasa prevaleciente.",2010,False,inflacion,inflacion,3191,2
RPM-2010-06-15:3192:1,RPM-2010-06-15,2010-06-15,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,"El señor Claudio Soto retoma su presentación e informa que las expectativas de crecimiento para este año están en 4,5%, que para el 2011 se han corregido levemente al alza y que las expectativas de inflación muestran mucha oscilación. Al respecto, indica que entre las medidas de compensación, la uno en uno se mantiene algo por sobre la meta con bastante volatilidad, que la uno en uno de los bonos también está algo por sobre el 3%, lo mismo que las expectativas a un año de las encuestas, mientras que la encuesta a dos años está en 3% y no se ha movido. Con respecto a las expectativas para esta Reunión, el señor Claudio Soto menciona que la Encuesta de Expectativas Económicas arrojó que la mayoría de los analistas piensa que se acordará un aumento de 25 puntos, y que entre un 10 y 20% de ellos respondió que podría haber un aumento de 50 puntos base. Agrega que las encuestas de Bloomberg y la de Operadores Financieros, en tanto, dieron como resultado que alrededor del 20% de los analistas estima que el alza será de 50 puntos base. Finalmente, el Gerente de Análisis Macroeconómico señala que los modelos sugieren una trayectoria más front loaded para la tasa que lo que tiene el mercado, es decir, un aumento más intenso primero y luego, a partir de mediados del próximo año, aumentos algo más graduales.",2010,False,mercados_financieros,mercados_financieros,3192,1
RPM-2010-06-15:3193:1,RPM-2010-06-15,2010-06-15,José De Gregorio Rebeco,Presidente del Banco Central,"El Presidente señor José De Gregorio agradece al señor Claudio Soto su presentación y, no habiendo comentarios, da por finalizada la sesión de la mañana e informa que la sesión de la tarde comenzará a las 13:00 horas.",2010,False,acuerdo_comunicado,acuerdo_comunicado,3193,1
RPM-2010-06-15:3193:2,RPM-2010-06-15,2010-06-15,José De Gregorio Rebeco,Presidente del Banco Central,"Siendo las 13:00 horas, el Presidente, señor José De Gregorio, da inicio a la sesión de la tarde y ofrece la palabra al Gerente de División Estudios, señor Pablo García, para que exponga las Opciones de Política Monetaria para la presente Reunión.",2010,False,acuerdo_comunicado,acuerdo_comunicado,3193,2
RPM-2010-06-15:3193:3,RPM-2010-06-15,2010-06-15,Pablo García Silva,Gerente de División Estudios,"El Gerente de División Estudios inicia su presentación, señalando que en su Reunión de Política Monetaria de mayo, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 0,50% anual y consideró, además, que se acercaba el momento de iniciar el proceso de normalización de la política monetaria. El señor García menciona, a continuación, los principales antecedentes desde la última RPM. En primer término, indica que los mercados financieros internacionales han continuado mostrando volatilidad, aunque no tan alta como la observada antes de la RPM previa; que el euro se depreció; y que a pesar de que los principales índices bursátiles se han reducido, las tensiones en los mercados interbancarios no aumentaron significativamente. A nivel local, informa que sigue siendo destacable que los diversos mercados financieros no hayan sufrido alteraciones mayores por estos eventos. En segundo lugar, hace presente que, si bien los contornos generales del escenario internacional de consenso no se han visto alterados mayormente, se considera probable que se produzcan reducciones en las tasas de crecimiento esperadas para el próximo año como consecuencia de las turbulencias recientes. Como tercer antecedente destacable, menciona que las cifras de actividad han retomado niveles similares a los observados antes del terremoto y que la demanda interna ha continuado mostrando un dinamismo relevante, incluso mayor que el previsto, mientras que las condiciones financieras se han normalizado. Comenta, asimismo, que las cifras de inflación de corto plazo han estado dentro de lo previsto, aunque con registros subyacentes reducidos. Respecto de la decisión que debe adoptarse en la presente Reunión, el señor Pablo García informa que los analistas esperan unánimemente un incremento en la TPM, inclinándose una mayoría por un incremento de 25 puntos base, y que los precios de activos financieros también consideran que un incremento de la TPM en esta Reunión es casi una certeza. El Gerente de División Estudios subraya que la principal consideración para la presente Reunión es la estrategia de política monetaria contenida en el IPoM de junio, además de los aspectos tácticos y comunicacionales, los que llevan a que las opciones más plausibles en esta ocasión sean aumentar la TPM en 25 ó en 50 puntos base. Plantea que de forma muy similar a la estrategia de política monetaria contenida en el IPoM de marzo, en el IPoM de junio se contempla un proceso de normalización monetaria que elevaría la TPM en torno a 250 puntos base hasta fin de año y en aproximadamente 150 puntos base más en los primeros tres trimestres del 2011, lo que implica incrementos de 25 puntos base o de 50 puntos base durante varios trimestres.",2010,False,acuerdo_comunicado,acuerdo_comunicado,3193,3
RPM-2010-06-15:3194:1,RPM-2010-06-15,2010-06-15,Pablo García Silva,Gerente de División Estudios,"El señor Pablo García explica que en esta trayectoria confluyen básicamente tres aspectos: por un lado, el escenario mundial que, aunque afectado por las turbulencias financieras, sigue siendo positivo para Chile en términos de crecimiento global, de condiciones financieras y precios de commodities; por otro lado, el dinamismo de la actividad y la demanda, que estaría presentando un abultamiento relevante en el curso de mediados de este año y que tenderá a normalizarse hacia el año 2011; y, finalmente, tendencias acotadas para las presiones inflacionarias que se observan en la coyuntura. En su opinión, todos estos aspectos permiten considerar un proceso de normalización gradual hacia niveles más neutrales para la política monetaria para fines del año 2011 y principios del 2012. No obstante, pone énfasis en que se debe tener presente que eventos futuros que alteren estas consideraciones tendrán, indudablemente, efectos en la conducción de la política monetaria, afectando principalmente el ritmo y la velocidad de normalización de la TPM hacia un nivel más neutral. El Gerente de División Estudios destaca, a continuación, que escoger la velocidad a la cual se inicia este proceso de normalización no es una elección evidente, puesto que requiere balancear diversas consideraciones. Al respecto, indica que existe el trade off de iniciar este proceso de manera gradual, pero con el riesgo de que sea necesario acelerarlo en el futuro si el entorno inflacionario se torna más desafiante, versus un inicio más agresivo, con el riesgo de que se deba moderar su ritmo si el entorno así lo requiere, por ejemplo, por perspectivas de crecimiento más debilitadas que sugieran menores presiones inflacionarias. A juicio del señor Pablo García, este tipo de consideraciones plantea el costo de reversiones de política, ya que, como se ha señalado, este riesgo existe en la actualidad, pero principalmente en lo que dice relación con la velocidad y gradualidad del ritmo de normalización en el corto plazo y no con su materialización. En este sentido, manifiesta que no es obvio que el costo de reversiones de política sea mayor o menor en caso de iniciarse el proceso de alzas con un aumento de 25 puntos base o de 50 puntos base, o que la información que se gane en los próximos meses sea más útil en una u otra dirección. Al respecto, señala que se puede tomar en cuenta que, frente a escenarios financieros complejos que tensionen los mercados monetarios, tal como se vio a fines del año 2008, el principal instrumento no son las acciones de política monetaria, sino que las medidas que enfrenten directamente la iliquidez y la turbulencia en los mercados. Destaca, asimismo, que sigue siendo evidente que la política monetaria es altamente expansiva y que el logro de la meta de inflación requiere comenzar a reducir su expansividad en el corto plazo. A diferencia del mes pasado, informa que las expectativas privadas respecto de esta Reunión consideran de forma prácticamente unánime que se producirá un incremento de la TPM, detallando que una mayoría relativa de observadores se inclina por un incremento de 25 puntos base, que entre un 10 y un 20% de ellos anticipan un incremento de 50 puntos base, mientras que los precios de activos contemplan para las reuniones de junio, julio y agosto un aumento de 50 puntos base y dos aumentos de 25 puntos base. En ese sentido, plantea que una decisión en una u otra dirección no deberla ser muy sorpresiva. En términos comunicacionales, en tanto, recalca que ha quedado claro que la decisión sobre la TPM debe enmarcarse en el mensaje global de política monetaria del IPoM, y que el hecho de que este Informe se divulgue un día después de la RPM permite poner el peso de la racionalidad para el accionar de política en él y no solo en el comunicado o en la minuta de política monetaria.",2010,False,acuerdo_comunicado,acuerdo_comunicado,3194,1
RPM-2010-06-15:3195:1,RPM-2010-06-15,2010-06-15,José De Gregorio Rebeco,Presidente del Banco Central,"El Presidente agradece la exposición del Gerente de División Estudios y, a continuación, ofrece la palabra para comentarios.",2010,False,debate,debate,3195,1
RPM-2010-06-15:3196:1,RPM-2010-06-15,2010-06-15,Kevin Cowan Logan,Gerente de División Política Financiera,"El Gerente de División Política Financiera, señor Kevin Cowan, señala que en el frente externo, los mercados financieros se han estabilizado en algunas dimensiones, pero con primas por riesgo significativas, y que las condiciones de financiamiento de la banca internacional permanecen estrechas. En el frente interno, destaca el dinamismo de la demanda, impulsada por expectativas favorables de consumidores y empresas y por la reconstrucción y reposición de bienes, y acompañada, además, de una reactivación del crédito. En relación con la TPM, plantea que la situación en Europa no debiese ser un motivo para no subir las tasas hoy. En este sentido, declara coincidir con la Minuta de Opciones por varias razones. En primer lugar, porque los impactos en los mercados financieros locales y en los spreads de deuda externa han sido muy acotados, y porque no se han observado efectos de la situación externa en la oferta de crédito (spreads) bancario, ni en los spreads de la deuda privada, como tampoco en los montos de crédito otorgados. En segundo lugar, porque lo más probable es que el escenario de Europa no se normalizará en el corto plazo. En su opinión, esta normalización dependerá de cifras y anuncios fiscales con frecuencia semestral o trimestral, por lo que si se espera un escenario de “normalidad”, se arriesga una dinámica interna que compromete el objetivo inflacionario. Como tercera razón, indica que las proyecciones base ya incorporan un menor crecimiento en Europa y, como último fundamento, menciona que, en caso de materializarse mayores restricciones de oferta de capitales externos, esto se debiese abordar con políticas de liquidez en dólares, tal como se hizo en octubre del año 2008, o con otros instrumentos afines. Más aún, estima que de esta forma se pueden abordar estos problemas con rapidez, no así la dinámica inflacionaria. Finalmente, y en relación con la magnitud del alza de la TPM, manifiesta que el nivel actual de las tasas, históricamente bajo, así como la dinámica de demanda interna y una serie de shocks de precios puntuales ameritan un aumento de 50 puntos base",2010,False,opciones_tpm,opciones_tpm,3196,1
RPM-2010-06-15:3196:2,RPM-2010-06-15,2010-06-15,José De Gregorio Rebeco,Presidente del Banco Central,"El Presidente agradece los comentarios del Gerente de División Política Financiera y, a continuación, ofrece la palabra al Ministro de Hacienda, señor Felipe Larraín.",2010,False,opciones_tpm,opciones_tpm,3196,2
RPM-2010-06-15:3197:1,RPM-2010-06-15,2010-06-15,Felipe Larraín Bascuñán,Ministro de Hacienda,"El Ministro de Hacienda, señor Felipe Larraín, inicia su intervención señalando que la cifra de inflación de mayo, de 0,4% mensual y de 1,5% en doce meses, fue levemente superior a lo esperado, debido fundamentalmente a alzas en los componentes volátiles y de precios regulados. Añade que el IPC subió solo 0,2% mensual, mientras que el IPCX1 anotó una caída mensual de 0,2%, lo que mantiene ambas mediciones en valores negativos en doce meses, de respectivamente. -0,1 Y -0,9%, Entre los componentes volátiles, destaca el alza de 2,4% mensual de la gasolina, mencionando que parte de este aumento se debió a problemas puntuales de oferta por fallas en grandes refinerías de la costa estadounidense del Golfo de México. Asimismo, hace notar que el componente de frutas y verduras frescas experimentó una variación mensual de 1,6% Y que productos como el tomate y otras verduras de la estación registraron importantes alzas durante mayo, lo que, en todo caso, responde a un comportamiento propio de esta época del año, cuando su oferta disminuye y aumentan sus precios. En cuanto al componente transporte, hace presente que el alza del servicio de trasporte multimodal explicó una parte importante del resultado del mes, con una variación de 7,3% mensual y una incidencia de 0,15 puntos porcentuales, lo cual se debió fundamentalmente al incremento de $20 de la tarifa del Transantiago que, si bien entró en vigencia el 17 de abril, se computó en el IPC de mayo por razones metodológicas. Añade que otra de las tarifas reguladas que contribuyó al alza del IPC fue el aumento de 1,4% mensual que experimentó la electricidad. El señor Felipe Larraín destaca, a continuación, que aun cuando la inflación acumulada a mayo de 2010 es de 1,7%, el IPCX1 acumula 0% en este período. Explica que ello obedece a que los aumentos de precios observados durante los últimos meses se han debido, esencialmente, a fenómenos puntuales, por lo que hasta ahora, al menos, no existen presiones significativas sobre la inflación. En opinión del señor Ministro, las cifras revelan que, pese a que continuarán observándose efectos en el IPC como consecuencia de los aumentos futuros en la tarifa del servicio de transporte multimodal, las presiones inflacionarias están contenidas. Manifiesta que esta visión se confirma al observar la Encuesta de Expectativas Económicas de junio, que arrojó que las expectativas de inflación continúan dentro del rango de tolerancia del Banco Central de Chile, esperándose que alcance a 3.5% este año y a 3,2% el próximo, así como también al revisar las expectativas de inflación que se derivan de las tasas de mercado de los BCP y BCU a 5 años, las que no solo arrojaron también un valor de 3,2%, sino que confirman que las expectativas de inflación siguen contenidas incluso a plazos más largos. Al continuar, el señor Larraín indica que, en abril, los salarios nominales registraron un aumento importante, aunque en términos interanuales se encuentran aún bastante por debajo de las cifras observadas en el 2009; que las remuneraciones crecieron 3,2% en doce meses y que el costo de la mano de obra lo hizo en 4,1%. Por otra parte, menciona que el peso ha seguido fluctuando respecto del dólar desde la Reunión de mayo, en línea con los vaivenes de la economía internacional, por lo que este factor no ha generado efectos significativos sobre el valor agregado de precios del último mes. En términos de actividad económica, hace especial mención al IMACEC de abril, que sorprendió al mercado al registrar un aumento interanual de 4,6% y superar ampliamente las expectativas, que ubicaban a la cifra en torno a 2,5%, lo cual ha contribuido a mejorar las expectativas de crecimiento para la economía chilena para el presente año. A pesar de esta buena noticia, expresa que los temores sobre la situación fiscal en varios países europeos continúan siendo una fuente importante de incertidumbre externa, ensombreciendo las perspectivas de crecimiento mundial y poniendo, consecuentemente, un margen de dudas sobre las de Chile. En su opinión, aunque se continúe creyendo que los efectos de un problema externo complejo sobre la economía chilena debieran ser acotados, la materialización de un escenario adverso podría poner en riesgo la recuperación. A su vez, comenta que el ambiente de mayor incertidumbre ha generado importantes fluctuaciones en los precios de los commodities desde la última Reunión, llevando el precio del cobre a valores inferiores a US$3 la libra. En este contexto, declara que el Ministerio de Hacienda estima que lo más adecuado es iniciar el proceso gradual de normalización de la política monetaria, a fin de evitar posteriores alzas abruptas en la tasa de instancia que signifiquen un freno significativo en la actividad económica. Para concluir, el señor Felipe Larraín reitera que ese Ministerio ha impulsado medidas que persiguen el financiamiento balanceado del proceso de reconstrucción, sin provocar efectos indeseables sobre el tipo de cambio, la inflación y las tasas de interés.",2010,False,mercados_financieros,mercados_financieros,3197,1
RPM-2010-06-15:3198:1,RPM-2010-06-15,2010-06-15,José De Gregorio Rebeco,Presidente del Banco Central,"El Presidente, señor José De Gregorio, agradece la intervención del señor Ministro de Hacienda y, a continuación, da paso a la votación, concediéndole la palabra al Consejero señor Rodrigo Vergara.",2010,False,decision_tpm,decision_tpm,3198,1
