intervencion_id,fecha,actor,etiqueta,es_relevante,pred,score_pred,fold
RPM-2005-04-07:207:5,2005-04-07,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0182,4
RPM-2005-04-07:207:6,2005-04-07,Manuel Marfán Lewis,neutral,1,neutral,0.0029,4
RPM-2005-04-07:207:7,2005-04-07,Pablo García Silva,neutral,1,neutral,-0.0182,4
RPM-2005-04-07:207:8,2005-04-07,Manuel Marfán Lewis,neutral,1,neutral,-0.0096,4
RPM-2005-04-07:207:9,2005-04-07,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0105,4
RPM-2005-04-07:208:1,2005-04-07,Jorge Desormeaux Jiménez,neutral,1,neutral,-0.0102,4
RPM-2005-04-07:209:1,2005-04-07,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0306,4
RPM-2005-04-07:210:1,2005-04-07,Vittorio Corbo Lioi,neutral,1,neutral,-0.0166,4
RPM-2005-04-07:210:2,2005-04-07,Manuel Marfán Lewis,neutral,1,neutral,-0.0394,4
RPM-2005-04-07:210:3,2005-04-07,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0081,4
RPM-2005-04-07:211:1,2005-04-07,Pablo García Silva,neutral,1,neutral,0.0587,4
RPM-2005-04-07:212:1,2005-04-07,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,4
RPM-2005-04-07:212:2,2005-04-07,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0142,4
RPM-2005-04-07:212:3,2005-04-07,Manuel Marfán Lewis,neutral,1,neutral,-0.0768,4
RPM-2005-04-07:212:4,2005-04-07,Vittorio Corbo Lioi,neutral,1,neutral,-0.0003,4
RPM-2005-04-07:212:5,2005-04-07,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0606,4
RPM-2005-04-07:213:1,2005-04-07,José De Gregorio Rebeco,neutral,1,neutral,-0.0129,4
RPM-2005-04-07:213:2,2005-04-07,Jorge Desormeaux Jiménez,neutral,1,neutral,-0.0018,4
RPM-2005-04-07:213:3,2005-04-07,Pablo García Silva,neutral,1,neutral,0.0861,4
RPM-2005-04-07:214:1,2005-04-07,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,4
RPM-2005-04-07:214:2,2005-04-07,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,4
RPM-2005-04-07:214:3,2005-04-07,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,4
RPM-2005-04-07:214:4,2005-04-07,Rodrigo Valdés Pulido,hawkish,1,hawkish,0.7194,4
RPM-2005-04-07:214:5,2005-04-07,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,4
RPM-2005-04-07:215:1,2005-04-07,María Eugenia Wagner Brizzi,dovish,1,hawkish,0.2153,4
RPM-2005-04-07:216:1,2005-04-07,Manuel Marfán Lewis,hawkish,1,hawkish,0.7117,4
RPM-2005-04-07:217:1,2005-04-07,Jorge Desormeaux Jiménez,hawkish,1,hawkish,0.3761,4
RPM-2005-04-07:217:2,2005-04-07,María Elena Ovalle Molina,hawkish,1,hawkish,0.4723,4
RPM-2005-04-07:218:1,2005-04-07,José De Gregorio Rebeco,hawkish,1,hawkish,0.4490,4
RPM-2005-04-07:219:1,2005-04-07,Vittorio Corbo Lioi,hawkish,1,hawkish,0.6173,4
RPM-2005-04-07:219:2,2005-04-07,Consejo del Banco Central de Chile,hawkish,1,hawkish,0.8209,4
RPM-2005-04-07:220:1,2005-04-07,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,4
RPM-2005-05-12:221:1,2005-05-12,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,3
RPM-2005-05-12:222:1,2005-05-12,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,3
RPM-2005-05-12:223:1,2005-05-12,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,3
RPM-2005-05-12:224:1,2005-05-12,Pablo García Silva,neutral,1,neutral,-0.0321,3
RPM-2005-05-12:225:1,2005-05-12,Pablo García Silva,neutral,1,neutral,-0.1201,3
RPM-2005-05-12:226:1,2005-05-12,Pablo García Silva,neutral,1,hawkish,0.0336,3
RPM-2005-05-12:227:1,2005-05-12,Pablo García Silva,neutral,1,neutral,-0.0333,3
RPM-2005-05-12:228:1,2005-05-12,Esteban Jadresic Marinovic,neutral,1,neutral,-0.0546,3
RPM-2005-05-12:229:1,2005-05-12,José De Gregorio Rebeco,neutral,1,neutral,-0.0800,3
RPM-2005-05-12:230:1,2005-05-12,Vittorio Corbo Lioi,neutral,1,neutral,-0.0477,3
RPM-2005-05-12:231:1,2005-05-12,Camilo Carrasco Alfonso,neutral,1,neutral,-0.0381,3
RPM-2005-05-12:232:1,2005-05-12,Sergio Lehmann Beresi,neutral,1,neutral,-0.0731,3
RPM-2005-05-12:233:1,2005-05-12,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.1227,3
RPM-2005-05-12:234:1,2005-05-12,Jorge Pérez Etchegaray,neutral,1,neutral,-0.0607,3
RPM-2005-05-12:235:1,2005-05-12,Vittorio Corbo Lioi,neutral,1,neutral,-0.0567,3
RPM-2005-05-12:236:1,2005-05-12,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.0958,3
RPM-2005-05-12:237:1,2005-05-12,José De Gregorio Rebeco,neutral,1,neutral,-0.0194,3
RPM-2005-05-12:238:1,2005-05-12,Vittorio Corbo Lioi,neutral,1,neutral,-0.0485,3
RPM-2005-05-12:239:1,2005-05-12,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0350,3
RPM-2005-05-12:241:1,2005-05-12,José De Gregorio Rebeco,neutral,1,neutral,-0.0369,3
RPM-2005-05-12:242:1,2005-05-12,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.0198,3
RPM-2005-05-12:243:1,2005-05-12,Jorge Pérez Etchegaray,neutral,1,neutral,-0.0325,3
RPM-2005-05-12:244:1,2005-05-12,Vittorio Corbo Lioi,neutral,1,neutral,0.0181,3
RPM-2005-05-12:245:1,2005-05-12,Camilo Carrasco Alfonso,neutral,1,neutral,0.0663,3
RPM-2005-05-12:246:1,2005-05-12,Jorge Pérez Etchegaray,neutral,1,neutral,-0.0075,3
RPM-2005-05-12:247:1,2005-05-12,Vittorio Corbo Lioi,neutral,1,neutral,-0.0520,3
RPM-2005-05-12:248:1,2005-05-12,José De Gregorio Rebeco,neutral,1,neutral,-0.0553,3
RPM-2005-05-12:249:1,2005-05-12,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.0303,3
RPM-2005-05-12:250:1,2005-05-12,Pablo García Silva,neutral,1,neutral,0.0034,3
RPM-2005-05-12:251:1,2005-05-12,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.0899,3
RPM-2005-05-12:252:1,2005-05-12,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0270,3
RPM-2005-05-12:253:1,2005-05-12,José De Gregorio Rebeco,neutral,1,neutral,-0.0228,3
RPM-2005-05-12:254:1,2005-05-12,Jorge Desormeaux Jiménez,neutral,1,neutral,0.0046,3
RPM-2005-05-12:255:1,2005-05-12,Pablo García Silva,neutral,1,neutral,-0.0080,3
RPM-2005-05-12:256:1,2005-05-12,Manuel Marfán Lewis,neutral,1,neutral,-0.0146,3
RPM-2005-05-12:257:1,2005-05-12,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.0022,3
RPM-2005-05-12:258:1,2005-05-12,Vittorio Corbo Lioi,neutral,1,neutral,-0.0057,3
RPM-2005-05-12:259:1,2005-05-12,Jorge Desormeaux Jiménez,neutral,1,neutral,-0.0031,3
RPM-2005-05-12:260:1,2005-05-12,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0670,3
RPM-2005-05-12:261:1,2005-05-12,Manuel Marfán Lewis,neutral,1,neutral,-0.0377,3
RPM-2005-05-12:262:1,2005-05-12,Nicolás Eyzaguirre Guzmán,dovish,1,neutral,-0.1511,3
RPM-2005-05-12:263:1,2005-05-12,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,3
RPM-2005-05-12:263:2,2005-05-12,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,3
RPM-2005-05-12:263:3,2005-05-12,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,3
RPM-2005-05-12:264:1,2005-05-12,Rodrigo Valdés Pulido,neutral,1,hawkish,0.2560,3
RPM-2005-05-12:265:1,2005-05-12,Rodrigo Valdés Pulido,neutral,1,hawkish,0.3255,3
RPM-2005-05-12:266:1,2005-05-12,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,3
RPM-2005-05-12:267:1,2005-05-12,Camilo Carrasco Alfonso,dovish,1,hawkish,0.2403,3
RPM-2005-05-12:268:1,2005-05-12,Klaus Schmidt-Hebbel Dunker,hawkish,1,hawkish,0.6089,3
RPM-2005-05-12:269:1,2005-05-12,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.0513,3
RPM-2005-05-12:270:1,2005-05-12,Rodrigo Valdés Pulido,neutral,1,neutral,0.0617,3
RPM-2005-05-12:271:1,2005-05-12,Esteban Jadresic Marinovic,hawkish,1,dovish,-0.0449,3
RPM-2005-05-12:272:1,2005-05-12,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,3
RPM-2005-05-12:273:1,2005-05-12,Manuel Marfán Lewis,hawkish,1,hawkish,0.0993,3
RPM-2005-05-12:274:1,2005-05-12,Jorge Desormeaux Jiménez,hawkish,1,hawkish,0.2748,3
RPM-2005-05-12:275:1,2005-05-12,María Elena Ovalle Molina,hawkish,1,hawkish,0.4020,3
RPM-2005-05-12:276:1,2005-05-12,José De Gregorio Rebeco,hawkish,1,hawkish,0.3492,3
RPM-2005-05-12:277:1,2005-05-12,Vittorio Corbo Lioi,hawkish,1,hawkish,0.1956,3
RPM-2005-05-12:278:1,2005-05-12,Consejo del Banco Central de Chile,hawkish,1,hawkish,0.6700,3
RPM-2005-06-09:279:1,2005-06-09,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,4
RPM-2005-06-09:280:1,2005-06-09,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,4
RPM-2005-06-09:280:2,2005-06-09,Pablo García Silva,neutral,1,neutral,0.0699,4
RPM-2005-06-09:280:3,2005-06-09,Manuel Marfán Lewis,neutral,1,neutral,-0.0154,4
RPM-2005-06-09:280:4,2005-06-09,Vittorio Corbo Lioi,neutral,1,neutral,-0.0322,4
RPM-2005-06-09:280:5,2005-06-09,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.0216,4
RPM-2005-06-09:280:6,2005-06-09,Luis Óscar Herrera Barriga,neutral,1,neutral,0.0655,4
RPM-2005-06-09:280:7,2005-06-09,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.0188,4
RPM-2005-06-09:280:8,2005-06-09,Luis Óscar Herrera Barriga,neutral,1,neutral,0.0386,4
RPM-2005-06-09:281:1,2005-06-09,Pablo García Silva,neutral,1,neutral,-0.0443,4
RPM-2005-06-09:281:2,2005-06-09,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0068,4
RPM-2005-06-09:281:3,2005-06-09,Luis Óscar Herrera Barriga,neutral,1,neutral,-0.0010,4
RPM-2005-06-09:281:4,2005-06-09,Manuel Marfán Lewis,neutral,1,neutral,-0.0421,4
RPM-2005-06-09:282:1,2005-06-09,Vittorio Corbo Lioi,neutral,1,neutral,-0.0480,4
RPM-2005-06-09:283:1,2005-06-09,Esteban Jadresic Marinovic,neutral,1,neutral,-0.0148,4
RPM-2005-06-09:283:2,2005-06-09,Pablo García Silva,neutral,1,neutral,0.0834,4
RPM-2005-06-09:284:1,2005-06-09,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,4
RPM-2005-06-09:285:1,2005-06-09,Esteban Jadresic Marinovic,neutral,1,neutral,-0.0010,4
RPM-2005-06-09:285:2,2005-06-09,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0322,4
RPM-2005-06-09:286:1,2005-06-09,Ricardo Vicuña Poblete,neutral,1,neutral,-0.0551,4
RPM-2005-06-09:286:2,2005-06-09,Manuel Marfán Lewis,neutral,1,neutral,0.0450,4
RPM-2005-06-09:287:1,2005-06-09,Pablo García Silva,neutral,1,neutral,0.0048,4
RPM-2005-06-09:288:1,2005-06-09,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,4
RPM-2005-06-09:288:2,2005-06-09,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,4
RPM-2005-06-09:288:3,2005-06-09,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,4
RPM-2005-06-09:288:4,2005-06-09,Rodrigo Valdés Pulido,neutral,1,hawkish,0.6970,4
RPM-2005-06-09:288:5,2005-06-09,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,4
RPM-2005-06-09:288:6,2005-06-09,Klaus Schmidt-Hebbel Dunker,hawkish,1,hawkish,0.7134,4
RPM-2005-06-09:288:7,2005-06-09,Esteban Jadresic Marinovic,dovish,1,neutral,0.0791,4
RPM-2005-06-09:289:1,2005-06-09,Nicolás Eyzaguirre Guzmán,dovish,1,neutral,-0.0003,4
RPM-2005-06-09:290:1,2005-06-09,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,4
RPM-2005-06-09:291:1,2005-06-09,Manuel Marfán Lewis,dovish,1,hawkish,0.2757,4
RPM-2005-06-09:292:1,2005-06-09,Jorge Desormeaux Jiménez,dovish,1,hawkish,0.6126,4
RPM-2005-06-09:292:2,2005-06-09,María Elena Ovalle Molina,dovish,1,neutral,0.1635,4
RPM-2005-06-09:293:1,2005-06-09,José De Gregorio Rebeco,dovish,1,hawkish,0.2151,4
RPM-2005-06-09:294:1,2005-06-09,Vittorio Corbo Lioi,dovish,1,hawkish,0.4287,4
RPM-2005-06-09:294:2,2005-06-09,Consejo del Banco Central de Chile,hawkish,1,hawkish,0.6948,4
RPM-2005-06-09:295:1,2005-06-09,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,4
RPM-2005-07-12:296:1,2005-07-12,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,4
RPM-2005-07-12:297:1,2005-07-12,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,4
RPM-2005-07-12:308:1,2005-07-12,Manuel Marfán Lewis,hawkish,1,hawkish,0.1507,4
RPM-2005-08-11:338:1,2005-08-11,Manuel Marfán Lewis,neutral,1,neutral,0.0109,3
RPM-2005-08-11:360:1,2005-08-11,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,3
RPM-2005-09-08:390:1,2005-09-08,Rodrigo Valdés Pulido,hawkish,1,hawkish,0.4316,3
RPM-2005-09-08:391:1,2005-09-08,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,3
RPM-2005-10-11:437:1,2005-10-11,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,2
RPM-2005-11-10:474:1,2005-11-10,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0700,3
RPM-2005-11-10:482:1,2005-11-10,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0534,3
RPM-2005-11-10:491:1,2005-11-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,3
RPM-2005-11-10:492:1,2005-11-10,Rodrigo Valdés Pulido,hawkish,1,hawkish,0.3894,3
RPM-2005-11-10:499:1,2005-11-10,Manuel Marfán Lewis,hawkish,1,hawkish,0.3030,3
RPM-2005-11-10:503:1,2005-11-10,Vittorio Corbo Lioi,hawkish,1,hawkish,0.4570,3
RPM-2005-12-13:507:1,2005-12-13,Esteban Jadresic Marinovic,neutral,1,neutral,-0.0133,3
RPM-2005-12-13:507:2,2005-12-13,Sergio Lehmann Beresi,neutral,1,neutral,-0.0158,3
RPM-2005-12-13:510:1,2005-12-13,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0840,3
RPM-2005-12-13:516:3,2005-12-13,Jorge Desormeaux Jiménez,neutral,1,neutral,0.0528,3
RPM-2005-12-13:516:8,2005-12-13,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,3
RPM-2005-12-13:525:1,2005-12-13,José De Gregorio Rebeco,dovish,1,dovish,-0.2810,3
RPM-2006-01-12:533:1,2006-01-12,Pablo García Silva,neutral,1,dovish,-0.0540,3
RPM-2006-01-12:553:1,2006-01-12,Manuel Marfán Lewis,neutral,1,neutral,-0.0196,3
RPM-2006-01-12:564:1,2006-01-12,José De Gregorio Rebeco,neutral,1,neutral,-0.0650,3
RPM-2006-01-12:567:1,2006-01-12,Jorge Desormeaux Jiménez,neutral,1,neutral,0.0021,3
RPM-2006-02-09:581:2,2006-02-09,Pablo García Silva,neutral,1,neutral,-0.0040,2
RPM-2006-02-09:582:1,2006-02-09,José De Gregorio Rebeco,neutral,1,neutral,-0.0273,2
RPM-2006-02-09:583:1,2006-02-09,Vittorio Corbo Lioi,neutral,1,neutral,0.0036,2
RPM-2006-02-09:587:10,2006-02-09,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,2
RPM-2006-02-09:595:1,2006-02-09,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,2
RPM-2006-03-16:614:1,2006-03-16,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,5
RPM-2006-03-16:614:3,2006-03-16,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,5
RPM-2006-03-16:619:1,2006-03-16,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,5
RPM-2006-03-16:621:1,2006-03-16,Manuel Marfán Lewis,dovish,1,dovish,-0.0520,5
RPM-2006-03-16:625:1,2006-03-16,Consejo del Banco Central de Chile,hawkish,1,hawkish,0.4286,5
RPM-2006-04-13:630:1,2006-04-13,Sergio Lehmann Beresi,neutral,1,neutral,0.0533,2
RPM-2006-04-13:633:3,2006-04-13,Vittorio Corbo Lioi,neutral,1,neutral,-0.1007,2
RPM-2006-04-13:649:2,2006-04-13,Andrés Velasco Brañes,neutral,1,neutral,-0.1510,2
RPM-2006-04-13:649:3,2006-04-13,Manuel Marfán Lewis,neutral,1,neutral,-0.0097,2
RPM-2006-04-13:650:1,2006-04-13,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,2
RPM-2006-05-11:657:2,2006-05-11,Sergio Lehmann Beresi,neutral,1,neutral,-0.0168,4
RPM-2006-05-11:661:1,2006-05-11,Andrés Velasco Brañes,neutral,1,neutral,-0.0482,4
RPM-2006-05-11:671:1,2006-05-11,Manuel Marfán Lewis,dovish,1,dovish,-0.0285,4
RPM-2006-05-11:672:1,2006-05-11,Jorge Desormeaux Jiménez,dovish,1,hawkish,0.1012,4
RPM-2006-05-11:673:1,2006-05-11,José De Gregorio Rebeco,dovish,1,hawkish,0.0318,4
RPM-2006-05-11:674:1,2006-05-11,Vittorio Corbo Lioi,dovish,1,hawkish,0.3103,4
RPM-2006-06-15:682:1,2006-06-15,Sergio Lehmann Beresi,neutral,1,neutral,-0.0106,3
RPM-2006-06-15:708:1,2006-06-15,Manuel Marfán Lewis,neutral,1,neutral,-0.0196,3
RPM-2006-06-15:711:1,2006-06-15,Vittorio Corbo Lioi,neutral,1,neutral,-0.0253,3
RPM-2006-06-15:716:1,2006-06-15,Pablo García Silva,neutral,1,neutral,-0.0522,3
RPM-2006-06-15:721:1,2006-06-15,Manuel Marfán Lewis,neutral,1,neutral,-0.0305,3
RPM-2006-06-15:722:1,2006-06-15,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0385,3
RPM-2006-06-15:724:1,2006-06-15,Igal Magendzo Weinberger,neutral,1,neutral,0.0009,3
RPM-2006-06-15:737:1,2006-06-15,Manuel Marfán Lewis,dovish,1,hawkish,0.1292,3
RPM-2006-07-13:745:4,2006-07-13,Sergio Lehmann Beresi,neutral,1,neutral,-0.0194,5
RPM-2006-07-13:752:1,2006-07-13,Enrique Marshall Rivera,neutral,1,neutral,-0.0319,5
RPM-2006-07-13:758:1,2006-07-13,José De Gregorio Rebeco,neutral,1,neutral,-0.0553,5
RPM-2006-07-13:762:2,2006-07-13,Manuel Marfán Lewis,neutral,1,neutral,-0.0240,5
RPM-2006-07-13:769:2,2006-07-13,Andrés Velasco Brañes,neutral,1,neutral,-0.0911,5
RPM-2006-07-13:770:1,2006-07-13,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,5
RPM-2006-07-13:770:3,2006-07-13,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,5
RPM-2006-07-13:772:1,2006-07-13,Beltrán de Ramón Acevedo,hawkish,1,hawkish,0.0590,5
RPM-2006-07-13:774:1,2006-07-13,Esteban Jadresic Marinovic,neutral,1,hawkish,0.1383,5
RPM-2006-07-13:775:1,2006-07-13,Andrés Velasco Brañes,dovish,1,dovish,-0.1181,5
RPM-2006-07-13:779:1,2006-07-13,Jorge Desormeaux Jiménez,hawkish,1,hawkish,0.2083,5
RPM-2006-07-13:780:3,2006-07-13,Vittorio Corbo Lioi,hawkish,1,hawkish,0.1979,5
RPM-2006-07-13:780:4,2006-07-13,Consejo del Banco Central de Chile,hawkish,1,hawkish,0.6086,5
RPM-2006-08-10:789:1,2006-08-10,Sergio Lehmann Beresi,neutral,1,neutral,-0.0121,5
RPM-2006-08-10:807:1,2006-08-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,5
RPM-2006-08-10:816:1,2006-08-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,5
RPM-2006-08-10:818:1,2006-08-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,5
RPM-2006-08-10:820:1,2006-08-10,Esteban Jadresic Marinovic,neutral,1,neutral,-0.0982,5
RPM-2006-08-10:826:1,2006-08-10,Vittorio Corbo Lioi,hawkish,1,hawkish,0.1080,5
RPM-2006-09-07:838:1,2006-09-07,Sergio Lehmann Beresi,neutral,1,neutral,0.0240,1
RPM-2006-09-07:866:1,2006-09-07,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,1
RPM-2006-09-07:867:1,2006-09-07,Rodrigo Valdés Pulido,dovish,1,hawkish,0.1552,1
RPM-2006-10-12:897:1,2006-10-12,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,3
RPM-2006-10-12:906:1,2006-10-12,Igal Magendzo Weinberger,neutral,1,neutral,-0.0202,3
RPM-2006-10-12:919:1,2006-10-12,Vittorio Corbo Lioi,neutral,1,neutral,-0.0427,3
RPM-2006-10-12:922:1,2006-10-12,Vittorio Corbo Lioi,neutral,1,neutral,0.0214,3
RPM-2006-10-12:936:1,2006-10-12,Andrés Velasco Brañes,dovish,1,dovish,-0.3740,3
RPM-2006-11-16:957:1,2006-11-16,Manuel Marfán Lewis,neutral,1,neutral,0.0093,2
RPM-2006-11-16:975:2,2006-11-16,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,2
RPM-2006-11-16:976:1,2006-11-16,Rodrigo Valdés Pulido,dovish,1,hawkish,0.2553,2
RPM-2006-11-16:979:1,2006-11-16,Pablo García Silva,dovish,1,hawkish,0.0647,2
RPM-2006-11-16:984:1,2006-11-16,Jorge Desormeaux Jiménez,dovish,1,hawkish,0.1136,2
RPM-2006-12-14:1001:1,2006-12-14,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0365,4
RPM-2006-12-14:1003:4,2006-12-14,José De Gregorio Rebeco,neutral,1,neutral,-0.0372,4
RPM-2006-12-14:1010:5,2006-12-14,José De Gregorio Rebeco,neutral,1,neutral,0.0012,4
RPM-2006-12-14:1014:3,2006-12-14,Andrés Velasco Brañes,neutral,1,neutral,-0.0642,4
RPM-2006-12-14:1019:1,2006-12-14,José De Gregorio Rebeco,hawkish,1,dovish,-0.2092,4
RPM-2006-12-14:1021:1,2006-12-14,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,4
RPM-2006-12-14:989:1,2006-12-14,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,4
RPM-2007-01-11:1023:1,2007-01-11,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,2
RPM-2007-01-11:1043:1,2007-01-11,Rodrigo Valdés Pulido,neutral,1,neutral,-0.1091,2
RPM-2007-01-11:1045:1,2007-01-11,José De Gregorio Rebeco,neutral,1,neutral,-0.0647,2
RPM-2007-01-11:1047:3,2007-01-11,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,2
RPM-2007-01-11:1050:1,2007-01-11,Pablo García Silva,dovish,1,hawkish,0.3295,2
RPM-2007-01-11:1054:1,2007-01-11,Jorge Desormeaux Jiménez,hawkish,1,hawkish,0.3207,2
RPM-2007-01-11:1057:1,2007-01-11,Consejo del Banco Central de Chile,dovish,1,hawkish,0.0157,2
RPM-2007-01-11:1058:1,2007-01-11,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,2
RPM-2007-02-08:1066:1,2007-02-08,Vittorio Corbo Lioi,neutral,1,neutral,-0.0210,2
RPM-2007-02-08:1074:1,2007-02-08,José De Gregorio Rebeco,neutral,1,neutral,-0.0643,2
RPM-2007-02-08:1083:1,2007-02-08,Pablo García Silva,neutral,1,neutral,-0.0536,2
RPM-2007-02-08:1090:4,2007-02-08,Rodrigo Valdés Pulido,neutral,1,hawkish,0.1416,2
RPM-2007-02-08:1102:1,2007-02-08,Vittorio Corbo Lioi,hawkish,1,hawkish,0.2711,2
RPM-2007-03-15:1105:1,2007-03-15,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,5
RPM-2007-03-15:1117:1,2007-03-15,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0148,5
RPM-2007-03-15:1123:1,2007-03-15,Vittorio Corbo Lioi,neutral,1,neutral,-0.0411,5
RPM-2007-03-15:1133:1,2007-03-15,Andrés Velasco Brañes,neutral,1,neutral,-0.0627,5
RPM-2007-03-15:1134:1,2007-03-15,Manuel Marfán Lewis,neutral,1,neutral,-0.0749,5
RPM-2007-03-15:1149:1,2007-03-15,Andrés Velasco Brañes,dovish,1,neutral,-0.0412,5
RPM-2007-03-15:1156:1,2007-03-15,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,5
RPM-2007-03-15:1161:1,2007-03-15,Andrés Velasco Brañes,dovish,1,dovish,-0.1286,5
RPM-2007-03-15:1165:1,2007-03-15,Jorge Desormeaux Jiménez,hawkish,1,hawkish,0.3064,5
RPM-2007-03-15:1167:1,2007-03-15,Vittorio Corbo Lioi,hawkish,1,neutral,0.0974,5
RPM-2007-04-12:1192:1,2007-04-12,Rodrigo Valdés Pulido,neutral,1,neutral,0.0015,1
RPM-2007-04-12:1201:1,2007-04-12,Jorge Desormeaux Jiménez,neutral,1,neutral,0.0004,1
RPM-2007-04-12:1209:4,2007-04-12,Rodrigo Valdés Pulido,neutral,1,hawkish,0.2738,1
RPM-2007-04-12:1214:1,2007-04-12,Andrés Velasco Brañes,neutral,1,neutral,-0.2395,1
RPM-2007-04-12:1215:1,2007-04-12,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,1
RPM-2007-04-12:1218:1,2007-04-12,Jorge Desormeaux Jiménez,hawkish,1,hawkish,0.3964,1
RPM-2007-04-12:1220:1,2007-04-12,Vittorio Corbo Lioi,neutral,1,hawkish,0.1305,1
RPM-2007-05-10:1223:1,2007-05-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,5
RPM-2007-05-10:1226:1,2007-05-10,Manuel Marfán Lewis,neutral,1,neutral,-0.0041,5
RPM-2007-05-10:1227:1,2007-05-10,Sergio Lehmann Beresi,neutral,1,neutral,-0.0464,5
RPM-2007-05-10:1227:2,2007-05-10,Enrique Marshall Rivera,neutral,1,neutral,-0.0501,5
RPM-2007-05-10:1246:1,2007-05-10,José De Gregorio Rebeco,neutral,1,neutral,-0.0355,5
RPM-2007-05-10:1251:2,2007-05-10,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,5
RPM-2007-05-10:1251:3,2007-05-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,5
