intervencion_id,meeting_id,fold,etiqueta,pred_a,pred_control,pred_ampliado,cambio
RPM-2015-10-15:7068:1,RPM-2015-10-15,4,neutral,1,neutral,neutral,False
RPM-2015-10-15:7080:1,RPM-2015-10-15,4,neutral,1,neutral,neutral,False
RPM-2015-10-15:7097:1,RPM-2015-10-15,4,neutral,1,neutral,neutral,False
RPM-2015-10-15:7097:2,RPM-2015-10-15,4,neutral,0,neutral,neutral,False
RPM-2015-10-15:7097:3,RPM-2015-10-15,4,neutral,0,neutral,neutral,False
RPM-2015-10-15:7103:1,RPM-2015-10-15,4,neutral,0,neutral,neutral,False
RPM-2015-10-15:7110:1,RPM-2015-10-15,4,hawkish,1,hawkish,hawkish,False
RPM-2015-12-17:7162:1,RPM-2015-12-17,4,neutral,1,neutral,neutral,False
RPM-2015-12-17:7163:1,RPM-2015-12-17,4,neutral,1,neutral,neutral,False
RPM-2015-12-17:7169:1,RPM-2015-12-17,4,neutral,1,neutral,neutral,False
RPM-2015-12-17:7175:1,RPM-2015-12-17,4,neutral,1,neutral,neutral,False
RPM-2015-12-17:7191:1,RPM-2015-12-17,4,neutral,1,neutral,neutral,False
RPM-2015-12-17:7192:1,RPM-2015-12-17,4,neutral,1,neutral,neutral,False
RPM-2015-12-17:7194:2,RPM-2015-12-17,4,neutral,1,neutral,neutral,False
RPM-2015-12-17:7211:2,RPM-2015-12-17,4,dovish,1,dovish,dovish,False
RPM-2015-12-17:7212:1,RPM-2015-12-17,4,hawkish,1,dovish,dovish,False
RPM-2006-02-09:587:9,RPM-2006-02-09,5,neutral,0,neutral,neutral,False
RPM-2006-07-13:745:6,RPM-2006-07-13,5,neutral,1,neutral,neutral,False
RPM-2006-07-13:761:1,RPM-2006-07-13,5,neutral,1,neutral,neutral,False
RPM-2007-02-08:1087:1,RPM-2007-02-08,5,neutral,1,neutral,neutral,False
RPM-2007-02-08:1103:1,RPM-2007-02-08,5,neutral,0,neutral,neutral,False
RPM-2007-12-13:1577:1,RPM-2007-12-13,5,neutral,1,neutral,neutral,False
RPM-2007-12-13:1582:2,RPM-2007-12-13,5,neutral,1,neutral,neutral,False
RPM-2007-12-13:1587:2,RPM-2007-12-13,5,neutral,1,neutral,neutral,False
RPM-2007-12-13:1590:1,RPM-2007-12-13,5,neutral,1,neutral,neutral,False
RPM-2007-12-13:1594:2,RPM-2007-12-13,5,neutral,1,neutral,neutral,False
RPM-2007-12-13:1596:1,RPM-2007-12-13,5,neutral,1,neutral,neutral,False
RPM-2007-12-13:1608:3,RPM-2007-12-13,5,neutral,0,neutral,neutral,False
RPM-2008-05-08:1808:1,RPM-2008-05-08,5,neutral,1,neutral,neutral,False
RPM-2008-05-08:1841:1,RPM-2008-05-08,5,neutral,0,neutral,neutral,False
RPM-2010-02-11:2911:2,RPM-2010-02-11,5,neutral,1,neutral,neutral,False
RPM-2010-02-11:2918:2,RPM-2010-02-11,5,neutral,1,neutral,neutral,False
RPM-2010-02-11:2933:1,RPM-2010-02-11,5,neutral,1,neutral,neutral,False
RPM-2010-02-11:2947:4,RPM-2010-02-11,5,neutral,1,neutral,neutral,False
RPM-2010-02-11:2957:3,RPM-2010-02-11,5,neutral,0,neutral,neutral,False
RPM-2010-04-15:3042:1,RPM-2010-04-15,5,neutral,1,neutral,neutral,False
RPM-2010-04-15:3044:3,RPM-2010-04-15,5,neutral,1,neutral,neutral,False
RPM-2010-04-15:3051:4,RPM-2010-04-15,5,neutral,1,neutral,neutral,False
RPM-2010-10-14:3439:3,RPM-2010-10-14,5,neutral,1,neutral,neutral,False
RPM-2010-10-14:3467:1,RPM-2010-10-14,5,neutral,1,neutral,neutral,False
RPM-2010-10-14:3476:2,RPM-2010-10-14,5,neutral,1,neutral,neutral,False
RPM-2010-10-14:3476:3,RPM-2010-10-14,5,neutral,1,neutral,neutral,False
RPM-2010-10-14:3493:1,RPM-2010-10-14,5,neutral,0,neutral,neutral,False
RPM-2011-11-15:4413:2,RPM-2011-11-15,5,neutral,1,neutral,neutral,False
RPM-2011-11-15:4419:1,RPM-2011-11-15,5,neutral,1,neutral,neutral,False
RPM-2011-11-15:4428:1,RPM-2011-11-15,5,neutral,1,neutral,neutral,False
RPM-2011-11-15:4433:2,RPM-2011-11-15,5,neutral,1,neutral,neutral,False
RPM-2011-11-15:4434:1,RPM-2011-11-15,5,neutral,1,neutral,neutral,False
RPM-2011-11-15:4444:3,RPM-2011-11-15,5,neutral,0,neutral,neutral,False
RPM-2011-11-15:4456:2,RPM-2011-11-15,5,neutral,0,neutral,neutral,False
RPM-2012-05-17:4812:1,RPM-2012-05-17,5,neutral,1,neutral,neutral,False
RPM-2012-05-17:4825:1,RPM-2012-05-17,5,neutral,1,neutral,neutral,False
RPM-2012-09-13:5044:1,RPM-2012-09-13,5,neutral,1,neutral,neutral,False
RPM-2012-09-13:5084:2,RPM-2012-09-13,5,neutral,1,neutral,dovish,True
RPM-2014-01-16:5977:1,RPM-2014-01-16,5,neutral,1,neutral,neutral,False
RPM-2014-01-16:5987:1,RPM-2014-01-16,5,neutral,1,neutral,neutral,False
RPM-2014-01-16:5991:2,RPM-2014-01-16,5,neutral,0,neutral,neutral,False
RPM-2014-01-16:6006:3,RPM-2014-01-16,5,dovish,1,dovish,dovish,False
RPM-2014-05-15:6181:1,RPM-2014-05-15,5,neutral,0,neutral,neutral,False
RPM-2015-08-13:6955:1,RPM-2015-08-13,5,neutral,1,neutral,neutral,False
RPM-2015-08-13:6962:1,RPM-2015-08-13,5,neutral,0,neutral,neutral,False
RPM-2015-08-13:6969:1,RPM-2015-08-13,5,dovish,1,dovish,dovish,False
RPM-2015-09-15:6980:1,RPM-2015-09-15,5,neutral,0,neutral,neutral,False
RPM-2015-09-15:7045:1,RPM-2015-09-15,5,hawkish,1,dovish,dovish,False
RPM-2006-02-09:581:2,RPM-2006-02-09,5,neutral,1,neutral,neutral,False
RPM-2006-02-09:582:1,RPM-2006-02-09,5,neutral,1,neutral,neutral,False
RPM-2006-02-09:583:1,RPM-2006-02-09,5,neutral,1,neutral,neutral,False
RPM-2006-02-09:587:10,RPM-2006-02-09,5,neutral,0,neutral,neutral,False
RPM-2006-02-09:595:1,RPM-2006-02-09,5,neutral,0,neutral,neutral,False
RPM-2006-07-13:745:4,RPM-2006-07-13,5,neutral,1,neutral,neutral,False
RPM-2006-07-13:752:1,RPM-2006-07-13,5,neutral,1,neutral,neutral,False
RPM-2006-07-13:758:1,RPM-2006-07-13,5,neutral,1,neutral,neutral,False
RPM-2006-07-13:762:2,RPM-2006-07-13,5,neutral,1,neutral,neutral,False
RPM-2006-07-13:769:2,RPM-2006-07-13,5,neutral,1,neutral,neutral,False
RPM-2006-07-13:770:1,RPM-2006-07-13,5,neutral,0,neutral,neutral,False
RPM-2006-07-13:770:3,RPM-2006-07-13,5,neutral,0,neutral,neutral,False
RPM-2006-07-13:772:1,RPM-2006-07-13,5,hawkish,1,hawkish,hawkish,False
RPM-2006-07-13:774:1,RPM-2006-07-13,5,neutral,1,hawkish,hawkish,False
RPM-2006-07-13:775:1,RPM-2006-07-13,5,dovish,1,dovish,dovish,False
RPM-2006-07-13:779:1,RPM-2006-07-13,5,hawkish,1,hawkish,hawkish,False
RPM-2006-07-13:780:3,RPM-2006-07-13,5,hawkish,1,hawkish,hawkish,False
RPM-2006-07-13:780:4,RPM-2006-07-13,5,hawkish,1,hawkish,hawkish,False
RPM-2007-02-08:1066:1,RPM-2007-02-08,5,neutral,1,neutral,neutral,False
RPM-2007-02-08:1074:1,RPM-2007-02-08,5,neutral,1,neutral,neutral,False
RPM-2007-02-08:1083:1,RPM-2007-02-08,5,neutral,1,neutral,neutral,False
RPM-2007-02-08:1090:4,RPM-2007-02-08,5,neutral,1,hawkish,dovish,True
RPM-2007-02-08:1102:1,RPM-2007-02-08,5,hawkish,1,neutral,hawkish,True
RPM-2007-03-15:1105:1,RPM-2007-03-15,5,neutral,0,neutral,neutral,False
RPM-2007-03-15:1117:1,RPM-2007-03-15,5,neutral,1,neutral,neutral,False
RPM-2007-03-15:1123:1,RPM-2007-03-15,5,neutral,1,neutral,neutral,False
RPM-2007-03-15:1133:1,RPM-2007-03-15,5,neutral,1,neutral,neutral,False
RPM-2007-03-15:1134:1,RPM-2007-03-15,5,neutral,1,neutral,neutral,False
RPM-2007-03-15:1149:1,RPM-2007-03-15,5,dovish,1,neutral,neutral,False
RPM-2007-03-15:1156:1,RPM-2007-03-15,5,neutral,0,neutral,neutral,False
RPM-2007-03-15:1161:1,RPM-2007-03-15,5,dovish,1,dovish,dovish,False
RPM-2007-03-15:1165:1,RPM-2007-03-15,5,hawkish,1,hawkish,hawkish,False
RPM-2007-03-15:1167:1,RPM-2007-03-15,5,hawkish,1,neutral,neutral,False
RPM-2007-12-13:1596:2,RPM-2007-12-13,5,neutral,1,neutral,neutral,False
RPM-2007-12-13:1602:1,RPM-2007-12-13,5,neutral,1,hawkish,hawkish,False
RPM-2007-12-13:1607:2,RPM-2007-12-13,5,dovish,1,dovish,hawkish,True
RPM-2007-12-13:1611:1,RPM-2007-12-13,5,hawkish,1,hawkish,hawkish,False
RPM-2007-12-13:1613:1,RPM-2007-12-13,5,hawkish,1,hawkish,hawkish,False
RPM-2007-12-13:1614:1,RPM-2007-12-13,5,hawkish,1,hawkish,hawkish,False
RPM-2008-05-08:1786:1,RPM-2008-05-08,5,neutral,0,neutral,neutral,False
RPM-2008-05-08:1789:1,RPM-2008-05-08,5,neutral,1,neutral,neutral,False
RPM-2008-05-08:1818:4,RPM-2008-05-08,5,neutral,1,neutral,neutral,False
RPM-2008-05-08:1828:2,RPM-2008-05-08,5,neutral,1,neutral,neutral,False
RPM-2008-05-08:1837:1,RPM-2008-05-08,5,neutral,1,neutral,neutral,False
RPM-2008-05-08:1848:1,RPM-2008-05-08,5,dovish,1,dovish,dovish,False
RPM-2010-02-11:2897:1,RPM-2010-02-11,5,neutral,1,neutral,neutral,False
RPM-2010-02-11:2915:1,RPM-2010-02-11,5,neutral,1,neutral,neutral,False
RPM-2010-02-11:2915:4,RPM-2010-02-11,5,neutral,1,neutral,neutral,False
RPM-2010-02-11:2931:3,RPM-2010-02-11,5,neutral,1,neutral,neutral,False
RPM-2010-02-11:2932:1,RPM-2010-02-11,5,neutral,1,neutral,neutral,False
RPM-2010-02-11:2943:1,RPM-2010-02-11,5,neutral,1,neutral,neutral,False
RPM-2010-02-11:2958:2,RPM-2010-02-11,5,neutral,0,neutral,neutral,False
RPM-2010-02-11:2962:2,RPM-2010-02-11,5,neutral,0,neutral,neutral,False
RPM-2010-04-15:3063:2,RPM-2010-04-15,5,neutral,1,neutral,neutral,False
RPM-2010-04-15:3065:1,RPM-2010-04-15,5,neutral,1,neutral,neutral,False
RPM-2010-04-15:3076:1,RPM-2010-04-15,5,hawkish,1,hawkish,hawkish,False
RPM-2010-10-14:3434:3,RPM-2010-10-14,5,neutral,1,neutral,neutral,False
RPM-2010-10-14:3435:1,RPM-2010-10-14,5,neutral,1,neutral,neutral,False
RPM-2010-10-14:3449:4,RPM-2010-10-14,5,neutral,1,neutral,neutral,False
RPM-2010-10-14:3476:5,RPM-2010-10-14,5,neutral,0,neutral,neutral,False
RPM-2010-10-14:3491:1,RPM-2010-10-14,5,hawkish,1,dovish,dovish,False
RPM-2010-10-14:3492:1,RPM-2010-10-14,5,hawkish,1,hawkish,hawkish,False
RPM-2011-09-15:4314:2,RPM-2011-09-15,5,neutral,1,neutral,neutral,False
RPM-2011-09-15:4319:1,RPM-2011-09-15,5,neutral,1,neutral,neutral,False
RPM-2011-09-15:4329:1,RPM-2011-09-15,5,dovish,1,dovish,dovish,False
RPM-2011-09-15:4332:1,RPM-2011-09-15,5,dovish,1,dovish,dovish,False
RPM-2011-09-15:4333:1,RPM-2011-09-15,5,dovish,1,neutral,neutral,False
RPM-2011-11-15:4410:1,RPM-2011-11-15,5,neutral,1,neutral,neutral,False
RPM-2011-11-15:4420:1,RPM-2011-11-15,5,neutral,1,neutral,neutral,False
RPM-2011-11-15:4433:3,RPM-2011-11-15,5,neutral,1,neutral,neutral,False
RPM-2011-11-15:4437:3,RPM-2011-11-15,5,neutral,1,neutral,neutral,False
RPM-2011-11-15:4438:1,RPM-2011-11-15,5,neutral,0,neutral,neutral,False
RPM-2012-05-17:4793:1,RPM-2012-05-17,5,neutral,0,neutral,neutral,False
RPM-2012-05-17:4822:1,RPM-2012-05-17,5,neutral,1,neutral,neutral,False
RPM-2012-09-13:5060:1,RPM-2012-09-13,5,neutral,1,neutral,neutral,False
RPM-2012-09-13:5068:1,RPM-2012-09-13,5,neutral,1,neutral,neutral,False
RPM-2012-09-13:5075:1,RPM-2012-09-13,5,neutral,1,neutral,neutral,False
RPM-2012-09-13:5086:1,RPM-2012-09-13,5,neutral,0,neutral,neutral,False
RPM-2012-09-13:5089:1,RPM-2012-09-13,5,neutral,1,dovish,dovish,False
RPM-2014-01-16:5968:1,RPM-2014-01-16,5,neutral,1,neutral,neutral,False
RPM-2014-01-16:5971:1,RPM-2014-01-16,5,neutral,0,neutral,neutral,False
RPM-2014-01-16:5972:1,RPM-2014-01-16,5,neutral,1,neutral,neutral,False
RPM-2014-01-16:5975:1,RPM-2014-01-16,5,neutral,1,neutral,neutral,False
RPM-2014-01-16:5990:1,RPM-2014-01-16,5,neutral,1,neutral,neutral,False
RPM-2014-01-16:5999:1,RPM-2014-01-16,5,neutral,0,neutral,neutral,False
RPM-2014-05-15:6189:1,RPM-2014-05-15,5,neutral,1,neutral,neutral,False
RPM-2014-05-15:6193:1,RPM-2014-05-15,5,neutral,1,neutral,neutral,False
RPM-2014-05-15:6195:3,RPM-2014-05-15,5,neutral,1,neutral,neutral,False
RPM-2014-05-15:6202:1,RPM-2014-05-15,5,neutral,1,neutral,neutral,False
RPM-2014-05-15:6207:1,RPM-2014-05-15,5,neutral,1,neutral,neutral,False
RPM-2014-05-15:6212:1,RPM-2014-05-15,5,neutral,1,neutral,neutral,False
RPM-2014-05-15:6214:1,RPM-2014-05-15,5,neutral,1,neutral,neutral,False
RPM-2014-05-15:6218:1,RPM-2014-05-15,5,neutral,1,neutral,neutral,False
RPM-2014-05-15:6220:1,RPM-2014-05-15,5,neutral,1,neutral,neutral,False
RPM-2014-05-15:6221:1,RPM-2014-05-15,5,neutral,0,neutral,neutral,False
RPM-2014-05-15:6229:1,RPM-2014-05-15,5,neutral,0,neutral,neutral,False
RPM-2014-05-15:6233:1,RPM-2014-05-15,5,neutral,1,neutral,neutral,False
RPM-2014-05-15:6234:1,RPM-2014-05-15,5,dovish,1,dovish,dovish,False
RPM-2015-02-12:6620:1,RPM-2015-02-12,5,neutral,1,neutral,neutral,False
RPM-2015-02-12:6624:1,RPM-2015-02-12,5,neutral,1,neutral,neutral,False
RPM-2015-08-13:6921:1,RPM-2015-08-13,5,neutral,0,neutral,neutral,False
RPM-2015-08-13:6925:1,RPM-2015-08-13,5,neutral,1,neutral,neutral,False
RPM-2015-08-13:6937:1,RPM-2015-08-13,5,neutral,1,neutral,neutral,False
RPM-2015-08-13:6965:1,RPM-2015-08-13,5,dovish,1,hawkish,neutral,True
RPM-2015-09-15:6990:1,RPM-2015-09-15,5,neutral,1,neutral,neutral,False
RPM-2015-09-15:6996:1,RPM-2015-09-15,5,neutral,1,neutral,neutral,False
RPM-2015-09-15:7003:2,RPM-2015-09-15,5,neutral,0,neutral,neutral,False
RPM-2015-09-15:7011:1,RPM-2015-09-15,5,neutral,1,neutral,neutral,False
RPM-2015-09-15:7015:1,RPM-2015-09-15,5,neutral,1,neutral,neutral,False
RPM-2015-09-15:7021:1,RPM-2015-09-15,5,neutral,1,neutral,neutral,False
