meeting_id,intervencion_id,etiqueta_analisis,score_hd_continuo,orden_habla,subindice,texto
RPM-2011-06-14,RPM-2011-06-14:4118:1,hawkish,0.9024018971343067,4118,1,"En virtud de lo anterior, el Consejo adoptó el siguiente Acuerdo: 171-01-110614 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 25 puntos base, hasta 5,25% anual. Comunicado “En su reunión mensual de política monetaria, acordó aumentar la tasa de interés de política monetaria en 25 puntos base, hasta 5,25% anual. En el ámbito externo, se observa una reducción en el ritmo de crecimiento de las economías desarrolladas. La preocupación respecto del riesgo financiero en Europa se ha acentuado. Se observa un aumento en las primas de riesgo de diversos activos. A nivel global, los registros de inflación han continuado aumentando, pero otros indicadores señalan una moderación de las expectativas inflacionarias. Las expectativas respecto de la normalización de las tasas de interés en las economías avanzadas se han aplazado. Por otra parte, varias economías emergentes han continuado reduciendo su impulso monetario. Los precios de materias primas se mantienen en niveles elevados. En el plano interno, las cifras de actividad, demanda y del mercado laboral dan cuenta del dinamismo de la economía. Los registros anuales de inflación del IPC se han mantenido en torno a 3% y los de inflación subyacente permanecen acotados. Las expectativas inflacionarias privadas muestran un descenso, aunque algunas de ellas se mantienen por sobre la meta. El Consejo estima que, en el escenario más probable, serán necesarios aumentos adicionales en la tasa de política monetaria, cuya oportunidad dependerá de la evolución de las condiciones macroeconómicas internas y externas. Con ello, seguirá usando sus políticas con flexibilidad para que la inflación proyectada se ubique en 3% en el horizonte de política.”"
RPM-2011-07-14,RPM-2011-07-14:4214:1,neutral,-0.0007850485468501929,4214,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:05 horas.
RPM-2011-08-18,RPM-2011-08-18:4281:1,neutral,-0.0007127591040421226,4281,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:00 horas.
RPM-2011-09-15,RPM-2011-09-15:4333:2,neutral,-0.05429588324078022,4333,2,"En virtud de lo anterior, el Consejo adoptó el siguiente Acuerdo: 176-01-110915 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,25% anual. Comunicado En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,25% anual. En el ámbito externo, los indicadores de actividad confirman un ritmo de crecimiento más lento en Estados Unidos y Europa, y las proyecciones de consenso para estas economías continúan revisándose a la baja. Los riesgos fiscales y financieros de la Zona Euro han aumentado, lo cual se ha reflejado en una elevada volatilidad financiera y en altas primas de riesgo en los mercados internacionales. No obstante, los precios de las materias primas se mantienen altos. Las perspectivas de normalización de las tasas de interés en las economías avanzadas se han aplazado nuevamente, mientras que en las emergentes se han interrumpido las alzas. En el plano interno, las cifras de actividad y demanda muestran señales de moderación, acordes con lo contemplado en el escenario base del Informe de Política Monetaria. Las condiciones en el mercado laboral se mantienen estrechas y se observa un mayor crecimiento de los salarios nominales. Los registros anuales de inflación del IPC se han mantenido cercanos a 3% y los de inflación subyacente permanecen acotados. Las expectativas inflacionarias se ubican en torno a la meta. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias. El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:00 horas."
RPM-2011-10-13,RPM-2011-10-13:4399:1,neutral,-0.0009201172058033594,4399,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:35 horas.
RPM-2011-11-15,RPM-2011-11-15:4459:1,neutral,-0.08339808557464201,4459,1,"En virtud de lo anterior, el Consejo adoptó el siguiente Acuerdo: 178-01-111115-Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,25% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,25% anual. En el ámbito externo, los indicadores confirman un lento ritmo de crecimiento en las economías avanzadas. Las proyecciones de crecimiento de consenso para la Eurozona continúan revisándose a la baja, mientras que se mantienen para Estados Unidos. Pese a los anuncios realizados, los riesgos fiscales y financieros de las economías europeas siguen muy elevados y continúa la incertidumbre acerca de cómo se resolverá esta situación. En otras regiones, las condiciones financieras han mejorado levemente, aunque la volatilidad financiera se mantiene alta. Los precios internacionales del cobre y el petróleo han aumentado. En el plano interno, las cifras de actividad evolucionan en torno a lo contemplado en el escenario base del IPoM, en tanto que la demanda interna muestra un dinamismo algo mayor. Las condiciones en el mercado laboral se mantienen estrechas. La inflación total ha sido algo mayor de lo esperado por la incidencia de combustibles y alimentos. Los registros de inflación subyacente permanecen acotados. Las expectativas inflacionarias se ubican en torno a la meta. La persistencia de los problemas en las economías avanzadas podría configurar un entorno externo más adverso que el contemplado en el escenario base del IPoM, con posibles consecuencias para el crecimiento y la inflación en Chile, así como para la orientación de la política monetaria. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias.” El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:05 horas."
RPM-2011-12-13,RPM-2011-12-13:4514:1,dovish,-0.2847719944775353,4514,1,"En virtud de lo anterior, el Consejo adoptó el siguiente Acuerdo: 179-01-111213-Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,25% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,25% anual. En el ámbito externo, las economías avanzadas mantienen un lento ritmo de crecimiento. Las proyecciones de crecimiento de consenso para la Eurozona y otras regiones se han revisado a la baja, mientras que para Estados Unidos no han cambiado. Pese a los anuncios realizados, continúa la incertidumbre acerca de cómo se resolverá la situación de las economías europeas, cuyos riesgos fiscales y financieros siguen muy elevados. Las condiciones financieras internacionales se mantienen estrechas. En el plano interno, la actividad económica ha evolucionado algo por debajo de lo proyectado, en tanto que la demanda interna continúa dinámica. Las condiciones en el mercado laboral siguen ajustadas. En el mercado financiero se observan condiciones algo más restrictivas como consecuencia de la situación en los mercados globales. La inflación total ha sido algo mayor de lo esperado por la incidencia de combustibles y alimentos. Los registros de inflación subyacente permanecen acotados. Las expectativas inflacionarias se ubican en torno a la meta. En el curso de los últimos meses se ha configurado un escenario externo más adverso que el contemplado previamente, situación que probablemente tendrá consecuencias para el crecimiento y la inflación en Chile, así como para la orientación de la política monetaria. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias.” El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:30 horas."
RPM-2012-01-12,RPM-2012-01-12:4572:1,dovish,-0.7610143144958863,4572,1,"En virtud de lo anterior, el Consejo adoptó el siguiente Acuerdo: 181-01-120112 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó reducir la tasa de interés de política monetaria en 25 puntos base, hasta 5,0% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó reducir la tasa de interés de política monetaria en 25 puntos base, hasta 5,0% anual. En el ámbito externo, las economías avanzadas mantienen un lento ritmo de crecimiento, aunque algunos indicadores de actividad de Estados Unidos han dado señales de mejoría. En las economías emergentes, en tanto, continúan los signos de desaceleración. Persiste la incertidumbre acerca de cómo se resolverá la situación de las economías de la Eurozona, cuyos riesgos fiscales y financieros siguen muy elevados. Las condiciones financieras internacionales se mantienen estrechas. El precio de algunas materias primas ha aumentado. En el plano local, la actividad económica y la demanda interna han evolucionado en línea con lo proyectado en el IPoM. El mercado laboral sigue ajustado. El mercado monetario se ha normalizado, en tanto que las condiciones de financiamiento para algunos agentes siguen más restrictivas que hace algunos meses. La inflación total y subyacente en diciembre fue mayor que lo esperado por los precios de perecibles y otros alimentos, y la incidencia rezagada de la depreciación del peso en el último trimestre de 2011. Las expectativas inflacionarias se mantienen en torno a la meta. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias.” El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:35 horas."
RPM-2012-02-14,RPM-2012-02-14:4654:1,dovish,-0.3866108466634034,4654,1,"En virtud de lo anterior, el Consejo adoptó el siguiente Acuerdo: 182-01-120214 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,0% anual. A continuación, se procede a dar lectura al texto del comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5% anual. En el ámbito externo, las economías avanzadas mantienen un lento ritmo de crecimiento. Algunos indicadores de actividad y empleo de Estados Unidos han dado señales de mayor dinamismo, mientras que los indicadores para Europa muestran un deterioro. Persisten las dudas acerca de cómo se resolverá la situación de las economías de la Eurozona, cuyos riesgos fiscales y financieros se mantienen muy elevados. Las condiciones financieras internacionales han mostrado cierta mejoría, el dólar se ha depreciado en los mercados internacionales y los precios de las materias primas han aumentado. En el plano local, la actividad económica y la demanda interna han evolucionado algo por encima de lo proyectado en el IPoM. El mercado laboral sigue ajustado. Las condiciones en el mercado del crédito se mantienen estables. La inflación anual del IPC se sitúa levemente por sobre el rango de tolerancia, mientras que las medidas de inflación subyacente se han normalizado. Las expectativas inflacionarias permanecen en torno a la meta. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias.” El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:05 horas."
RPM-2012-03-15,RPM-2012-03-15:4732:1,neutral,-0.0006737410069835449,4732,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:10 horas.
RPM-2012-04-17,RPM-2012-04-17:4791:1,neutral,-0.0007127591040421226,4791,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:00 horas.
RPM-2012-05-17,RPM-2012-05-17:4850:1,neutral,-0.0006737410069835449,4850,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:10 horas.
RPM-2012-06-14,RPM-2012-06-14:4899:3,neutral,-0.2669132623449909,4899,3,"Conforme a la votación unánime efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: 186-01-120614 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la Tasa de Interés de Política Monetaria en 5,0% anual. Al concluir la Reunión, se procede a dar lectura al texto del Comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5% anual. En el ámbito externo, los problemas financieros y fiscales de la Eurozona continúan acentuándose y la incertidumbre acerca de cómo se resolverá esta situación es mayor. En los mercados globales, la volatilidad y aversión al riesgo se han incrementado nuevamente. Los indicadores económicos de Estados Unidos, China y otras economías emergentes siguen mostrando un desempeño más débil que lo anticipado por las expectativas de consenso. Los precios internacionales de las materias primas, incluyendo cobre, petróleo y alimentos, registran una nueva disminución, aunque su nivel sigue siendo elevado en términos históricos. En el plano local, los indicadores de actividad y demanda evolucionan en torno a tasas de tendencia. El mercado laboral sigue ajustado, aunque se observa una moderación en el ritmo de crecimiento del empleo. La inflación anual del IPC y las medidas de inflación subyacente se ubican alrededor de 3%. En los últimos meses, los componentes más volátiles de la canasta muestran una incidencia negativa en el IPC, a diferencia de lo observado en el primer trimestre del año. Las expectativas inflacionarias permanecen en torno a la meta en el horizonte de proyección. Los efectos de la mayor volatilidad internacional sobre los mercados financieros internos han sido acotados. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias.”"
RPM-2012-07-12,RPM-2012-07-12:4973:3,neutral,-0.32830699667678753,4973,3,"Conforme a la votación unánime efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: 188-01-120712 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la Tasa de Interés de Política Monetaria en 5,0% anual. Al concluir la Reunión, se procede a dar lectura al texto del Comunicado, que es del siguiente tenor: Comunicado En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5% anual. En el ámbito externo, los recientes anuncios en la Eurozona fueron bien recibidos, aunque los riesgos fiscales continúan elevados y los mercados financieros mantienen una alta volatilidad. Los indicadores económicos de Estados Unidos, la Eurozona, China y otras economías emergentes vuelven a mostrar un desempeño más débil que lo anticipado por las expectativas de consenso. Los bancos centrales de varias economías desarrolladas y emergentes han adoptado políticas monetarias más expansivas. Los precios internacionales de las materias primas se encuentran en niveles similares a los de hace un mes, con la excepción de los granos que presentan un repunte. En el plano local, los indicadores de actividad y demanda, si bien se han desacelerado menos que lo esperado, evolucionan en torno a tasas de tendencia. El mercado laboral sigue ajustado, aunque se observa una moderación en el ritmo de crecimiento del empleo. La inflación anual del IPC ha caído y, junto con las medidas de inflación subyacente, se ubica bajo 3%. En los últimos meses, los componentes más volátiles de la canasta, energía y alimentos, muestran una incidencia negativa en el IPC, a diferencia de lo observado en el primer trimestre del año. Las expectativas inflacionarias de mediano plazo permanecen en torno a la meta. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas."
RPM-2012-08-16,RPM-2012-08-16:5040:1,neutral,-0.0006356296292461933,5040,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 16:40 horas.
RPM-2012-09-13,RPM-2012-09-13:5093:1,neutral,-0.0004401901291789021,5093,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 16:30 horas.
RPM-2012-10-18,RPM-2012-10-18:5160:1,neutral,-0.0006356296292461933,5160,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 16:40 horas.
RPM-2012-11-13,RPM-2012-11-13:5222:1,neutral,-0.0006737410069835449,5222,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:10 horas.
RPM-2012-12-13,RPM-2012-12-13:5267:3,neutral,-0.1699207510733638,5267,3,"Conforme a la votación unánime efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: 193-01-121213 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la Tasa de Interés de Política Monetaria en 5% anual. Al concluir la Reunión, se procede a dar lectura al texto del Comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5% anual. En el ámbito externo, los riesgos sobre la situación fiscal y financiera en la Eurozona continúan elevados, y se mantiene también el riesgo de un ajuste fiscal abrupto en Estados Unidos. Las condiciones financieras internacionales son algo más favorables que un mes atrás y el dólar se ha depreciado en los mercados internacionales, al tiempo que la Reserva Federal ha anunciado nuevas medidas de estímulo monetario. Los antecedentes confirman la debilidad en el crecimiento de las economías desarrolladas, mientras que se observan señales más positivas en algunas economías emergentes. El precio del cobre ha experimentado un repunte, mientras que los combustibles presentan un retroceso. En el plano local, los indicadores de actividad y demanda interna evolucionaron por encima de lo anticipado durante el tercer trimestre. El mercado del trabajo sigue ajustado. La variación negativa del IPC en noviembre se debió a factores puntuales. La inflación subyacente se mantiene en torno al 2% anual. Las expectativas inflacionarias en el horizonte."
RPM-2013-01-17,RPM-2013-01-17:5331:1,neutral,-0.0006387885683027754,5331,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 16:55 horas.
RPM-2013-02-14,RPM-2013-02-14:5399:1,neutral,-0.000698932307427726,5399,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 16:35 horas.
RPM-2013-03-14,RPM-2013-03-14:5454:1,neutral,-0.0006356296292461933,5454,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 16:40 horas.
RPM-2013-04-11,RPM-2013-04-11:5515:1,neutral,-0.0006737410069835449,5515,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:10 horas.
RPM-2013-05-16,RPM-2013-05-16:5567:1,neutral,-0.0005778053567493951,5567,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 16:45 horas.
RPM-2013-06-13,RPM-2013-06-13:5635:1,neutral,-0.0007850485468501929,5635,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:05 horas.
RPM-2013-07-11,RPM-2013-07-11:5700:1,neutral,-0.0007850485468501929,5700,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:05 horas.
RPM-2013-08-13,RPM-2013-08-13:5753:1,neutral,-0.0006737410069835449,5753,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:10 horas.
RPM-2013-09-12,RPM-2013-09-12:5813:1,neutral,-0.0005264238757009296,5813,1,El Consejo aprueba el texto del Comunicado precedente. Se levanta la Sesión a las 16:30 horas.
RPM-2013-10-17,RPM-2013-10-17:5858:1,neutral,-0.004460562949870959,5858,1,El Consejo aprueba el texto del Comunicado precedente.
RPM-2013-11-19,RPM-2013-11-19:5904:1,neutral,-0.0005778053567493951,5904,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 16:45 horas.
RPM-2013-12-12,RPM-2013-12-12:5963:1,neutral,-0.0006737410069835449,5963,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:10 horas.
RPM-2014-01-16,RPM-2014-01-16:6007:1,neutral,-0.000698932307427726,6007,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 16:35 horas.
RPM-2014-02-18,RPM-2014-02-18:6056:1,neutral,-0.0006387885683027754,6056,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 16:55 horas.
RPM-2014-03-13,RPM-2014-03-13:6114:1,neutral,-0.0007873112282764634,6114,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:25 horas.
RPM-2014-04-17,RPM-2014-04-17:6180:1,neutral,-0.0007850485468501929,6180,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:05 horas.
RPM-2014-05-15,RPM-2014-05-15:6235:1,neutral,-0.0007873112282764634,6235,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:25 horas.
RPM-2014-06-12,RPM-2014-06-12:6295:1,neutral,-0.0006387885683027754,6295,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 16:55 horas.
RPM-2014-07-15,RPM-2014-07-15:6341:1,neutral,-0.0005778053567493951,6341,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 16:45 horas.
RPM-2014-08-14,RPM-2014-08-14:6390:1,neutral,-0.0007127591040421226,6390,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:00 horas.
RPM-2014-09-11,RPM-2014-09-11:6439:1,neutral,-0.0006737410069835449,6439,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:10 horas.
RPM-2014-10-16,RPM-2014-10-16:6485:1,neutral,-0.0007904681573832901,6485,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:20 horas.
RPM-2014-11-18,RPM-2014-11-18:6517:3,dovish,-0.2854051489902276,6517,3,"Conforme a la votación unánime efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: Nº 216-01-141118-Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 3,0% anual. Al concluir la Reunión, se procede a dar lectura al texto del Comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 3% anual. En el ámbito externo, los antecedentes recientes reafirman las perspectivas de buen desempeño económico en Estados Unidos y de menor crecimiento y baja inflación en la Eurozona y Japón, fenómeno que ha acentuado las diferencias en la política monetaria llevada adelante por dichos países. Las condiciones financieras externas tendieron a normalizarse durante el mes, pero nuevos brotes de volatilidad no son descartables. Las proyecciones de."
RPM-2014-12-11,RPM-2014-12-11:6548:1,neutral,-0.0006356296292461933,6548,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 16:40 horas.
RPM-2015-01-15,RPM-2015-01-15:6595:1,neutral,-0.0007850485468501929,6595,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:05 horas.
RPM-2015-02-12,RPM-2015-02-12:6637:1,neutral,-0.0006491353524041936,6637,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 16:50 horas.
RPM-2015-03-19,RPM-2015-03-19:6691:1,dovish,-0.43701687196675065,6691,1,"Conforme a la votación unánime efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: N° 220-01-150319 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 3,0% anual. Al concluir la Reunión, se procede a dar lectura al texto del Comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 3% anual. La recuperación económica en el mundo desarrollado, particularmente en Estados Unidos, continúa su curso, mientras que las perspectivas para la mayor parte de América Latina se han deteriorado. Durante el mes, los precios de los productos disminuyeron, con algunas excepciones como el cobre. Las condiciones internacionales para las economías emergentes empeoraron y el dólar continuó fortaleciéndose. Destacaron los mayores estímulos monetarios en varias economías y, en lo más reciente, el tono cauto de la comunicación de la Reserva Federal. Al igual que en el mes previo, la inflación de febrero estuvo por sobre lo esperado por el mercado. La inflación subyacente sigue elevada. En el escenario más probable, la inflación anual se mantendrá algunos meses por sobre el límite superior del rango de tolerancia, evolución que se seguirá monitoreando con especial atención. Las expectativas de inflación de mediano plazo permanecen en torno a 3%. Los antecedentes respecto de la actividad y la demanda sugieren tasas de crecimiento similares a las contempladas en el IPoM de diciembre. Por su parte, la tasa de desempleo aumentó levemente y los salarios nominales mantuvieron su dinamismo. Las condiciones de financiamiento local reflejan el impacto del estímulo monetario. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias.” El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 16:55 horas."
RPM-2015-04-16,RPM-2015-04-16:6754:3,neutral,0.011483754191234458,6754,3,"Conforme a la votación unánime efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: N° 221-01-150416 -Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 3% anual. Al concluir la Reunión, se procede a dar lectura al texto del comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 3% anual. En el ámbito externo, los antecedentes conocidos indican perspectivas de actividad algo mejores para Europa, aunque los riesgos se mantienen. Al mismo tiempo, se observa un menor ritmo de crecimiento en China y se confirma la debilidad de América Latina. En Estados Unidos, la recuperación mantiene su curso, aunque el primer trimestre tendría un crecimiento más débil, lo que provocó que el mercado retrasara el momento esperado para la primera alza de tasa de la Fed. En este contexto, el dólar se depreció a nivel global y las condiciones financieras internacionales mejoraron respecto del mes previo. Los precios de los productos básicos mostraron movimientos mixtos. Los precios del cobre y, en especial, del petróleo y sus derivados aumentaron. Los datos difundidos después de la publicación del IPoM son, en general, congruentes con el escenario base de dicho Informe. La actividad evoluciona de acuerdo con lo esperado, aunque la inversión muestra un dinamismo algo menor. La tasa de desempleo disminuyó levemente, pero la creación de empleo fue baja. Los salarios nominales mantuvieron su dinamismo. En marzo, la inflación total resultó inferior a lo esperado, no así la subyacente. Con todo, la variación anual del IPC sigue elevada y su evolución se seguirá monitoreando con especial atención. Las expectativas de inflación de mediano plazo permanecen en 3%. Las."
RPM-2015-05-14,RPM-2015-05-14:6809:1,neutral,-0.0006354016383739124,6809,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:30 horas.
RPM-2015-06-11,RPM-2015-06-11:6864:1,neutral,-0.0005043590757853303,6864,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 16:10 horas.
RPM-2015-07-14,RPM-2015-07-14:6917:1,neutral,-0.0007127591040421226,6917,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:00 horas.
RPM-2015-08-13,RPM-2015-08-13:6979:1,neutral,-0.0007127591040421226,6979,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:00 horas.
RPM-2015-09-15,RPM-2015-09-15:7046:1,neutral,-0.0006737410069835449,7046,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:10 horas.
RPM-2015-10-15,RPM-2015-10-15:7111:1,neutral,-0.0007904681573832901,7111,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:20 horas.
RPM-2015-11-12,RPM-2015-11-12:7156:1,neutral,-0.0007904681573832901,7156,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:20 horas.
RPM-2015-12-17,RPM-2015-12-17:7219:1,neutral,-0.0006737410069835449,7219,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:10 horas.
