meeting_id,fecha,anio,acuerdo_accion,acuerdo_magnitud_pb,acuerdo_tpm_objetivo,acuerdo_sesgo,acuerdo_tipo_textual,acuerdo_intervencion_id,acuerdo_orden_habla,acuerdo_subindice,acuerdo_fragmento,acuerdo_texto
RPM-2014-03-13,2014-03-13,2014,bajar,25.0,4.0,,unanimidad,RPM-2014-03-13:6113:3,6113,3,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo reducir la tasa de interes de politica monetaria en 25 puntos base, a 4,00% anual. en el ambito externo, los antecedentes en el ambito externo, los antecedentes recientes confirman las perspectivas de recuperacion gradual de las economias desarrolladas, mientras que las proyecciones para las emergentes, especialmente de america latina, han retrocedido. noticias recientes de china han impactado negativamente el precio del cobre y de otros metales. los precios de los productos agricolas mos","Conforme a la votación unánime efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: N° 208-01-140313 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó reducir la tasa de interés de política monetaria en 25 puntos base, a 4,00% anual. Al concluir la Reunión, se procede a dar lectura al texto del Comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó reducir la tasa de interés de política monetaria en 25 puntos base, a 4,00% anual. En el ámbito externo, los antecedentes En el ámbito externo, los antecedentes recientes confirman las perspectivas de recuperación gradual de las economías desarrolladas, mientras que las proyecciones para las emergentes, especialmente de América Latina, han retrocedido. Noticias recientes de China han impactado negativamente el precio del cobre y de otros metales. Los precios de los productos agrícolas mostraron un repunte desde la última RPM, mientras que los de combustibles se mantienen en niveles similares a los de un mes atrás. La inflación de las economías desarrolladas sigue baja, por lo que se anticipa una lenta normalización de sus políticas monetarias, y las condiciones financieras internacionales han permanecido estables. La economía chilena ha continuado moderando su dinamismo. La actividad y la demanda interna han crecido por debajo de lo anticipado en el IPoM, particularmente en aquellos sectores relacionados con la inversión. La inflación anual ha aumentado, influida por mayores precios de alimentos, combustibles y la depreciación del peso. En términos anuales, la inflación del IPC y la inflación subyacente que excluye alimentos y energía alcanzaron a 3,2% y 2,5%, respectivamente. Las expectativas inflacionarias continúan en torno a 3% en el horizonte relevante para la política monetaria. El Consejo evaluará la posibilidad de introducir recortes adicionales de la TPM de acuerdo a la evolución de las condiciones macroeconómicas internas y externas, y sus implicancias para las perspectivas inflacionarias. Al mismo tiempo, reafirma su compromiso de conducir ia política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política.”"
RPM-2014-04-17,2014-04-17,2014,mantener,0.0,4.0,,unanimidad,RPM-2014-04-17:6179:3,6179,3,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 4,00% anual. en el ambito externo, los antecedentes recientes confirman las perspectivas de recuperacion de las economias desarrolladas. se mantienen las proyecciones de un crecimiento moderado para las emergentes, lo que tiene relevancia para el precio del cobre y de otros metales. los precios de los productos agricolas y los combustibles mostraron un que se anticipa una lenta normalizacion de sus politicas monetarias. las condiciones ","Conforme a la votación unánime efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: N° 209-01-140417 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 4,0% anual. Al concluir la Reunión, se procede a dar lectura al texto del Comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 4,00% anual. En el ámbito externo, los antecedentes recientes confirman las perspectivas de recuperación de las economías desarrolladas. Se mantienen las proyecciones de un crecimiento moderado para las emergentes, lo que tiene relevancia para el precio del cobre y de otros metales. Los precios de los productos agrícolas y los combustibles mostraron un que se anticipa una lenta normalización de sus políticas monetarias. Las condiciones financieras externas mostraron una mejora en el último mes y el dólar experimentó una depreciación a nivel internacional. Los antecedentes de la economía local confirman el bajo dinamismo de la actividad y la demanda, en línea con el escenario base del IPoM de marzo. La inflación anual del IPC ha aumentado a 3,5%, influida por mayores precios de alimentos, combustibles y la depreciación del peso. Las expectativas inflacionarias continúan en torno a 3% en el horizonte relevante para la política monetaria. El Consejo evaluará la posibilidad de introducir recortes adicionales de la TPM de acuerdo a la evolución de las condiciones macroeconómicas internas y externas, y sus implicancias para las perspectivas inflacionarias. Al mismo tiempo, reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política.”"
RPM-2014-05-15,2014-05-15,2014,mantener,0.0,4.0,,unanimidad,RPM-2014-05-15:6234:3,6234,3,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 4,00% anual. en el ambito externo, los antecedentes recientes confirman las perspectivas de recuperacion de las economias desarrolladas, en tanto que se mantienen las proyecciones de un crecimiento moderado para las emergentes. las condiciones financieras externas mostraron una mejora en el ultimo mes y el dolar se deprecio a nivel internacional. respecto del precio de las materias primas, destaca el repunte del precio del cobre. la inf","Conforme a la votación unánime efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: N° 210-01-140515 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 4,0% anual. Al concluir la Reunión, se procede a dar lectura al texto del Comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 4,00% anual. En el ámbito externo, los antecedentes recientes confirman las perspectivas de recuperación de las economías desarrolladas, en tanto que se mantienen las proyecciones de un crecimiento moderado para las emergentes. Las condiciones financieras externas mostraron una mejora en el último mes y el dólar se depreció a nivel internacional. Respecto del precio de las materias primas, destaca el repunte del precio del cobre. La inflación de las economías desarrolladas sigue acotada, por lo que los mercados continúan anticipando una lenta normalización de sus políticas monetarias. Los antecedentes de la economía local confirman el bajo dinamismo de la actividad y la demanda, en línea con el escenario base del IPoM de marzo. Aunque se observan señales de menor dinamismo del mercado laboral, la tasa de desempleo se mantiene baja. La inflación de abril superó lo previsto, situándose en 4,3% anual. Las medidas de inflación subyacente y la variación de los salarios nominales también mostraron un repunte en el último mes. Las expectativas de inflación de mediano plazo se mantienen en torno a 3% anual. En el escenario más probable, se estima que el aumento de la inflación —vinculado entre otros factores a la depreciación del peso— será transitorio, lo que se seguirá monitoreando con especial atención. El Consejo evaluará la posibilidad de introducir recortes adicionales de la TPM de acuerdo a la evolución de las condiciones macroeconómicas internas y externas, y sus implicancias para las perspectivas inflacionarias. Al mismo tiempo, reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política.”"
RPM-2014-06-12,2014-06-12,2014,mantener,0.0,4.0,,no_indicado,RPM-2014-06-12:6294:1,6294,1,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 4,00% anual. en el ambito externo, los antecedentes recientes confirman las perspectivas de recuperacion de las economias desarrolladas, en tanto que se mantienen las proyecciones de un crecimiento moderado para las emergentes. las condiciones financieras externas continuaron mostrando una mejora en el ultimo mes. respecto del precio de las materias primas, destaca el aumento de los precios de combustibles, mientras que los precios de l","Conforme a la votación efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: N° 211-01-140612 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 4,0% anual. Al concluir la Reunión, se procede a dar lectura al texto del Comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 4,00% anual. En el ámbito externo, los antecedentes recientes confirman las perspectivas de recuperación de las economías desarrolladas, en tanto que se mantienen las proyecciones de un crecimiento moderado para las emergentes. Las condiciones financieras externas continuaron mostrando una mejora en el último mes. Respecto del precio de las materias primas, destaca el aumento de los precios de combustibles, mientras que los precios de los productos agrícolas y del cobre presentan descensos. La inflación de las economías desarrolladas sigue acotada, lo que llevó a introducir medidas adicionales de estímulo monetario en la Eurozona. Los antecedentes de la economía local confirman el bajo dinamismo de la actividad y la demanda. A la caída de la inversión se ha sumado una desaceleración del consumo privado. Aunque se observan señales de menor dinamismo del mercado laboral, la tasa de desempleo se mantiene baja. En mayo, la inflación se situó en 4,7% anual. La variación anual de las medidas de inflación subyacente y los salarios nominales mostraron un repunte en el último mes. Las expectativas de inflación de mediano plazo se mantienen en torno a 3% anual. En el escenario más probable, se estima que el aumento de la inflación —vinculado entre otros factores a la depreciación del peso— es transitorio, lo que será monitoreado con especial atención. El Consejo evaluará la posibilidad de introducir recortes adicionales de la TPM de acuerdo a la evolución de las condiciones macroeconómicas internas y externas, y sus implicancias para las perspectivas inflacionarias. Al mismo tiempo, reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política.”"
RPM-2014-07-15,2014-07-15,2014,bajar,25.0,3.75,,unanimidad,RPM-2014-07-15:6340:3,6340,3,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo reducir la tasa de interes de politica monetaria en 25 puntos base, a 3,75% anual. en el ambito externo, los antecedentes recientes confirman las perspectivas de recuperacion de las economias desarrolladas, en particular de estados unidos, en tanto se observa un deterioro en las proyecciones de crecimiento para las emergentes. las condiciones financieras externas continuan favorables. respecto del precio de las materias primas, resalta el aumento del precio del cobre, mientras que los pre","Conforme a la votación unánime efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: N° 212-01-140715 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó reducir la tasa de interés de política monetaria en 25 puntos base, a 3,75% anual. Al concluir la Reunión, se procede a dar lectura al texto del Comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó reducir la tasa de interés de política monetaria en 25 puntos base, a 3,75% anual. En el ámbito externo, los antecedentes recientes confirman las perspectivas de recuperación de las economías desarrolladas, en particular de Estados Unidos, en tanto se observa un deterioro en las proyecciones de crecimiento para las emergentes. Las condiciones financieras externas continúan favorables. Respecto del precio de las materias primas, resalta el aumento del precio del cobre, mientras que los precios de los productos agrícolas han disminuido. El incremento de la inflación en América Latina contrasta con los bajos niveles que aún se observan en las economías desarrolladas. Los antecedentes de la economía local muestran que el ritmo de expansión de la actividad y la demanda ha seguido reduciéndose. A la caída de la inversión se ha sumado una desaceleración del consumo privado. Aunque se observan señales de menor dinamismo del mercado laboral, la tasa de desempleo se mantiene baja. La inflación llegó en junio a 4,3% anual y se redujeron las medidas de inflación subyacente. Los salarios nominales incrementaron su tasa de crecimiento anual. Las expectativas de inflación de mediano plazo se mantienen en torno a 3% anual. El escenario más probable sigue considerando que la inflación se mantendrá por algunos meses por sobre el límite superior del rango de tolerancia para retornar luego a la meta, evolución que se continuará monitoreando con especial atención. El Consejo evaluará la posibilidad de introducir recortes adicionales de la TPM de acuerdo a la evolución de las condiciones macroeconómicas internas y externas, y sus implicancias para las perspectivas inflacionarias. Al mismo tiempo, reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política.”"
RPM-2014-08-14,2014-08-14,2014,bajar,25.0,3.5,,unanimidad,RPM-2014-08-14:6389:4,6389,4,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo reducir la tasa de interes de politica monetaria en 25 puntos base, a 3,5% anual. en el ambito externo, los antecedentes recientes confirman las perspectivas de recuperacion de estados unidos, a la vez que el crecimiento de la eurozona ha perdido fuerza. las proyecciones de crecimiento para asia emergente permanecen estables, mientras que en america latina se han revisado a la baja. las condiciones financieras externas continuan favorables, pero han mostrado cierto deterioro en las ultima","Conforme a la votación unánime efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: N° 213-01-140814 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó reducir la tasa de interés de política monetaria en 25 puntos base, a 3,5% anual. Al concluir la Reunión, se procede a dar lectura al texto del Comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó reducir la tasa de interés de política monetaria en 25 puntos base, a 3,5% anual. En el ámbito externo, los antecedentes recientes confirman las perspectivas de recuperación de Estados Unidos, a la vez que el crecimiento de la Eurozona ha perdido fuerza. Las proyecciones de crecimiento para Asia emergente permanecen estables, mientras que en América Latina se han revisado a la baja. Las condiciones financieras externas continúan favorables, pero han mostrado cierto deterioro en las últimas semanas. Los precios de las materias primas han disminuido, incluyendo los del cobre y combustibles. Los antecedentes de la economía local muestran que el ritmo de expansión de la actividad y la demanda se ha reducido con mayor intensidad a lo previsto. A la caída de la inversión se ha sumado una desaceleración más marcada del consumo privado. Si bien se observan señales de menor dinamismo del mercado laboral, la tasa de desempleo se mantiene baja. La inflación llegó en julio a 4,5% anual. El crecimiento en doce meses de los salarios nominales aumentó. Las expectativas de inflación de mediano plazo se mantienen en torno a 3%. El escenario más probable sigue considerando que la inflación se mantendrá por algunos meses por sobre el límite superior del rango de tolerancia para retornar luego a la meta, evolución que se continuará monitoreando con especial atención. El Consejo evaluará la posibilidad de introducir recortes adicionales de la TPM de acuerdo a la evolución de las condiciones macroeconómicas internas y externas, y sus implicancias para las perspectivas inflacionarias. Al mismo tiempo, reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política.”"
RPM-2014-09-11,2014-09-11,2014,bajar,25.0,3.25,,unanimidad,RPM-2014-09-11:6438:3,6438,3,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo reducir la tasa de interes de politica monetaria en 25 puntos base, a 3,25% anual. en el ambito externo, los antecedentes recientes reafirman las perspectivas de recuperacion de estados unidos y la menor fuerza del crecimiento de la eurozona. las proyecciones de crecimiento para asia emergente permanecen estables, mientras que en america latina se confirma la debilidad de parte importante de la region. las condiciones financieras externas continuan favorables. los precios de gran parte de","Conforme a la votación unánime efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: Nº 214-01-140911 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó reducir la tasa de interés de política monetaria en 25 puntos base, a 3,25% anual. Al concluir la Reunión, se procede a dar lectura al texto del Comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó reducir la tasa de interés de política monetaria en 25 puntos base, a 3,25% anual. En el ámbito externo, los antecedentes recientes reafirman las perspectivas de recuperación de Estados Unidos y la menor fuerza del crecimiento de la Eurozona. Las proyecciones de crecimiento para Asia emergente permanecen estables, mientras que en América Latina se confirma la debilidad de parte importante de la región. Las condiciones financieras externas continúan favorables. Los precios de gran parte de las materias primas se han reducido, mientras que el del cobre ha permanecido relativamente estable. Los antecedentes de la actividad, la demanda y el empleo siguen dando cuenta del bajo dinamismo de la economía chilena. Aun así, la tasa de desempleo se mantiene baja y la tasa anual de crecimiento de los salarios nominales siguió aumentando. La inflación de agosto se mantuvo en 4,5% anual. Las expectativas de inflación de mediano plazo se mantienen en torno a 3% anual, aunque aumentaron para fines de este año. El escenario más probable sigue considerando que la inflación se mantendrá por algunos meses por sobre el límite superior del rango de tolerancia para retornar luego a la meta, evolución que se continuará monitoreando con especial atención. Las condiciones de financiamiento local siguen en general favorables, reflejando en parte el impacto del estímulo monetario. El Consejo evaluará la conveniencia de introducir un mayor estímulo monetario, de acuerdo con la evolución de las condiciones macroeconómicas internas y externas, y sus implicancias para las perspectivas inflacionarias. Al mismo tiempo, reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política.”"
RPM-2014-10-16,2014-10-16,2014,bajar,25.0,3.0,,unanimidad,RPM-2014-10-16:6484:3,6484,3,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo reducir la tasa de interes de politica monetaria en 25 puntos base, a 3,00% anual. en el ambito externo, los antecedentes recientes sugieren que, en los proximos trimestres, el crecimiento y la inflacion mundial podrian ser algo menores que lo esperado. los precios de las materias primas, incluyendo el cobre, se han reducido, destacando una baja importante del precio internacional de los combustibles. en lo mas reciente, las tasas de interes han disminuido en los paises desarrollados, a l","Conforme a la votación unánime efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: N° 215-01-141016 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó reducir la tasa de interés de política monetaria en 25 puntos base, a 3,00% anual. Al concluir la Reunión, se procede a dar lectura al texto del Comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó reducir la tasa de interés de política monetaria en 25 puntos base, a 3,00% anual. En el ámbito externo, los antecedentes recientes sugieren que, en los próximos trimestres, el crecimiento y la inflación mundial podrían ser algo menores que lo esperado. Los precios de las materias primas, incluyendo el cobre, se han reducido, destacando una baja importante del precio internacional de los combustibles. En lo más reciente, las tasas de interés han disminuido en los países desarrollados, a la vez que la volatilidad se ha elevado en los mercados financieros. En la mayoría de las economías emergentes, los premios por riesgo han aumentado y sus monedas se han depreciado. Los antecedentes de la actividad, la demanda y el empleo siguen dando cuenta del bajo dinamismo de la economía chilena, en línea con lo previsto. Las condiciones de financiamiento local reflejan el impacto del estímulo monetario. La inflación de septiembre volvió a sorprender al alza, alcanzando 4,9% anual. El escenario más probable considera que la inflación se mantendrá algunos meses por sobre el límite superior del rango de tolerancia para retornar luego a la meta, evolución que se continuará monitoreando con especial atención. Las expectativas de inflación de mediano plazo se mantienen en torno a 3%. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias.”"
RPM-2014-11-18,2014-11-18,2014,mantener,0.0,3.0,,unanimidad,RPM-2014-11-18:6517:3,6517,3,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 3% anual. en el ambito externo, los antecedentes recientes reafirman las perspectivas de buen desempeno economico en estados unidos y de menor crecimiento y baja inflacion en la eurozona y japon, fenomeno que ha acentuado las diferencias en la politica monetaria llevada adelante por dichos paises. las condiciones financieras externas tendieron a normalizarse durante el mes, pero nuevos brotes de volatilidad no son descartables. las proy","Conforme a la votación unánime efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: Nº 216-01-141118-Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 3,0% anual. Al concluir la Reunión, se procede a dar lectura al texto del Comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 3% anual. En el ámbito externo, los antecedentes recientes reafirman las perspectivas de buen desempeño económico en Estados Unidos y de menor crecimiento y baja inflación en la Eurozona y Japón, fenómeno que ha acentuado las diferencias en la política monetaria llevada adelante por dichos países. Las condiciones financieras externas tendieron a normalizarse durante el mes, pero nuevos brotes de volatilidad no son descartables. Las proyecciones de."
RPM-2014-12-11,2014-12-11,2014,mantener,0.0,3.0,,unanimidad,RPM-2014-12-11:6547:3,6547,3,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 3% anual. en el ambito externo, los antecedentes recientes reafirman las perspectivas de buen desempeno economico en estados unidos y de menor crecimiento y baja inflacion en la eurozona y japon, fenomeno que ha acentuado las diferencias esperadas en la politica monetaria de dichos paises. las proyecciones de crecimiento para asia emergente disminuyen levemente, mientras que en america latina confirman la debilidad de parte importante d","Conforme a la votación unánime efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: Nº 217-01-141211 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 3,0% anual. Al concluir la Reunión, se procede a dar lectura al texto del Comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 3% anual. En el ámbito externo, los antecedentes recientes reafirman las perspectivas de buen desempeño económico en Estados Unidos y de menor crecimiento y baja inflación en la Eurozona y Japón, fenómeno que ha acentuado las diferencias esperadas en la política monetaria de dichos países. Las proyecciones de crecimiento para Asia emergente disminuyen levemente, mientras que en América Latina confirman la debilidad de parte importante de la región. El precio de las materias primas retrocedió, destacando la baja significativa en el precio del petróleo. La cotización del cobre mostró un descenso más acotado. Los antecedentes de la actividad, la demanda y el empleo siguen dando cuenta del bajo dinamismo de la economía chilena. Las condiciones de financiamiento local reflejan el impacto del estímulo monetario. La inflación anual descendió, aunque se mantiene sobre 5%, y los indicadores subyacentes crecen más de 4%. En el escenario más probable, la inflación se mantendrá algunos meses por sobre el límite superior del rango de tolerancia. La evolución de los precios se seguirá monitoreando con especial atención. Las expectativas de inflación de mediano plazo se mantienen en torno a 3%. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias.”"
RPM-2015-01-15,2015-01-15,2015,mantener,0.0,3.0,,unanimidad,RPM-2015-01-15:6594:2,6594,2,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 3% anual. en el ambito externo, continuo la tendencia a la baja del precio de los productos basicos, destacando un nuevo descenso del precio del petroleo y una caida del precio del cobre. las condiciones financieras internacionales para las economias emergentes se deterioraron, al tiempo que disminuyeron las tasas de largo plazo en las economias desarrolladas y el dolar continuo apreciandose. por su parte, antecedentes recientes reafirm","Conforme a la votación unánime efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: N° 218-01-150115 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 3,0% anual. Al concluir la Reunión, se procede a dar lectura al texto del Comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 3% anual. En el ámbito externo, continuó la tendencia a la baja del precio de los productos básicos, destacando un nuevo descenso del precio del petróleo y una caída del precio del cobre. Las condiciones financieras internacionales para las economías emergentes se deterioraron, al tiempo que disminuyeron las tasas de largo plazo en las economías desarrolladas y el dólar continuó apreciándose. Por su parte, antecedentes recientes reafirman las perspectivas de buen desempeño económico en Estados Unidos y de menor crecimiento y baja inflación en la Eurozona y Japón, fenómeno que ha acentuado las diferencias en las políticas monetarias esperadas para dichos países. Los antecedentes de la actividad y la demanda siguen dando cuenta del bajo crecimiento por el que atraviesa la economía chilena, acorde con el escenario base del IPoM de diciembre. Por su parte, la tasa de desempleo se redujo y los salarios nominales mantienen su dinamismo. Las condiciones de financiamiento local reflejan el impacto del estímulo monetario. La inflación anual descendió, mientras que la de los indicadores subyacentes se mantuvo. Las expectativas de inflación de mediano plazo permanecen en torno a 3%. La evolución de los precios se seguirá monitoreando con especial atención. El Consejo reafirma su compromiso de conducir la polítíca monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias.”"
RPM-2015-02-12,2015-02-12,2015,mantener,0.0,3.0,,unanimidad,RPM-2015-02-12:6636:2,6636,2,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 3% anual. en el ambito externo, destacaron el anuncio de un programa de relajamiento cuantitativo en la eurozona y los mayores estimulos monetarios en varias economias desarrolladas. con algunas excepciones, los precios de los productos basicos se incrementaron. el cobre se cotiza en valores similares a los del mes previo. las condiciones financieras internacionales para las economias emergentes no presentaron cambios apreciables. el do","Conforme a la votación unánime efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: N° 219-01-150212 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 3,0% anual. Al concluir la Reunión, se procede a dar lectura al texto del Comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 3% anual. En el ámbito externo, destacaron el anuncio de un programa de relajamiento cuantitativo en la Eurozona y los mayores estímulos monetarios en varias economías desarrolladas. Con algunas excepciones, los precios de los productos básicos se incrementaron. El cobre se cotiza en valores similares a los del mes previo. Las condiciones financieras internacionales para las economías emergentes no presentaron cambios apreciables. El dólar continuó fortaleciéndose. La inflación de enero sorprendió al alza, destacando el alto registro del indicador subyacente. En el escenario más probable, la inflación anual se mantendrá algunos meses por sobre el límite superior del rango de tolerancia, evolución que se seguirá monitoreando con especial atención. Las expectativas de inflación de mediano plazo permanecen en torno a 3%. Los antecedentes respecto de la actividad y la demanda sugieren tasas de crecimiento similares a las contempladas en el IPoM de diciembre. Por su parte, la tasa de desempleo se redujo y los salarios nominales mantuvieron su dinamismo. Las condiciones de financiamiento local reflejan el impacto del estímulo monetario. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias.”"
RPM-2015-03-19,2015-03-19,2015,mantener,0.0,3.0,,unanimidad,RPM-2015-03-19:6691:1,6691,1,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 3% anual. la recuperacion economica en el mundo desarrollado, particularmente en estados unidos, continua su curso, mientras que las perspectivas para la mayor parte de america latina se han deteriorado. durante el mes, los precios de los productos disminuyeron, con algunas excepciones como el cobre. las condiciones internacionales para las economias emergentes empeoraron y el dolar continuo fortaleciendose. destacaron los mayores estim","Conforme a la votación unánime efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: N° 220-01-150319 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 3,0% anual. Al concluir la Reunión, se procede a dar lectura al texto del Comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 3% anual. La recuperación económica en el mundo desarrollado, particularmente en Estados Unidos, continúa su curso, mientras que las perspectivas para la mayor parte de América Latina se han deteriorado. Durante el mes, los precios de los productos disminuyeron, con algunas excepciones como el cobre. Las condiciones internacionales para las economías emergentes empeoraron y el dólar continuó fortaleciéndose. Destacaron los mayores estímulos monetarios en varias economías y, en lo más reciente, el tono cauto de la comunicación de la Reserva Federal. Al igual que en el mes previo, la inflación de febrero estuvo por sobre lo esperado por el mercado. La inflación subyacente sigue elevada. En el escenario más probable, la inflación anual se mantendrá algunos meses por sobre el límite superior del rango de tolerancia, evolución que se seguirá monitoreando con especial atención. Las expectativas de inflación de mediano plazo permanecen en torno a 3%. Los antecedentes respecto de la actividad y la demanda sugieren tasas de crecimiento similares a las contempladas en el IPoM de diciembre. Por su parte, la tasa de desempleo aumentó levemente y los salarios nominales mantuvieron su dinamismo. Las condiciones de financiamiento local reflejan el impacto del estímulo monetario. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias.” El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 16:55 horas."
