ngram,n_palabras,ocurrencias,intervenciones,reuniones
que en su opinion,4,284,274,111
agrega que las,3,284,272,111
esos,1,284,262,99
visto,1,284,260,110
agregados,1,284,247,108
esta situacion,2,283,264,95
la presente,2,283,258,82
observando,1,283,255,102
aproximadamente,1,283,253,102
aumento del,2,283,243,106
dudas,1,283,241,104
salarios nominales,2,283,236,94
inversion en,2,283,235,104
marginalmente,1,283,233,107
spread,1,283,188,83
refiriendose,1,282,275,85
mejores,1,282,244,101
reunion anterior,2,282,240,106
el cuarto,2,282,227,102
en que se,3,281,268,111
monetaria que,2,281,268,125
sesion de politica,3,281,265,132
sesion de politica monetaria,4,281,265,132
referente,1,281,244,73
deficit,1,281,211,87
cuanto al,2,280,264,110
importante de,2,280,258,111
alrededor de,2,280,252,113
ano se,2,280,252,108
exterior,1,280,245,102
la reunion anterior,3,280,238,105
region,1,280,237,85
sistema,1,280,221,82
se ha mantenido,3,280,217,110
para efectos,2,279,256,108
cada,1,279,250,106
del mercado laboral,3,279,247,112
de investigacion,2,279,205,107
terremoto,1,279,159,23
en cuanto al,3,278,262,110
elevadas,1,278,254,103
que como,2,278,251,96
casi,1,278,246,105
largas,1,278,227,98
del orden de,3,278,225,106
el sesgo,2,278,220,86
en el caso del,4,278,213,99
anterior el,2,277,264,106
la mayoria,2,277,244,107
las medidas de,3,277,239,107
la rpm,2,277,227,76
previos,1,277,225,106
recorte,1,277,185,78
de analisis internacional senor,4,276,265,103
podria ser,2,276,257,107
de mercados,2,276,255,119
ha tenido,2,276,247,111
la dinamica,2,276,238,104
ubica,1,276,238,116
de desaceleracion,2,276,212,79
opciones de,2,275,270,132
senala que se,3,275,263,109
como es,2,275,260,115
en primer lugar,3,275,255,108
primer lugar,2,275,255,108
circunstancias,1,275,246,111
igual que,2,275,233,110
corregido,1,275,222,90
puede ser,2,274,246,99
palabra al gerente,3,273,273,122
lo que es,3,273,254,107
tendria,1,273,245,110
de los ultimos,3,273,241,106
que de acuerdo con,4,273,235,84
del precio del petroleo,4,273,228,91
larrain,1,273,215,48
se estima,2,273,199,98
mes de septiembre,3,273,196,69
la palabra al gerente,4,272,272,122
disponible,1,272,247,108
senor vittorio,2,272,247,35
senor vittorio corbo,3,272,247,35
de las condiciones,3,272,242,113
meses en,2,272,241,103
economia mundial,2,272,227,103
previsto en,2,272,226,111
desempeno,1,272,219,103
contrario,1,271,254,112
presidente senor vittorio,3,271,247,35
presidente senor vittorio corbo,4,271,247,35
vista,1,271,233,109
esa economia,2,271,225,82
en la parte,3,271,218,92
la brecha,2,271,206,92
sostiene que,2,270,244,57
por parte de,3,270,243,95
favorable,1,270,242,101
los efectos de,3,270,240,110
disminuido,1,270,234,95
destaca el,2,270,222,99
flujos,1,270,213,99
su reunion,2,270,158,132
en tanto que,3,269,245,78
posibilidad de,2,269,243,108
baja de,2,269,235,99
el curso,2,269,231,107
una tasa de,3,269,226,109
ha tendido,2,269,219,107
minuta de opciones,3,269,212,106
de investigacion economica,3,269,200,107
investigacion economica,2,269,200,107
capitales,1,269,194,92
senor vicepresidente,2,269,138,71
que hace,2,268,255,109
parte de la,3,268,253,101
de estas,2,268,248,108
cuanto las,2,268,245,106
trata de,2,268,240,90
producto de,2,268,238,107
dada,1,268,237,105
consumo privado,2,268,227,95
de financiamiento,2,268,221,83
felipe larrain,2,268,213,47
banco central europeo,3,268,197,75
central europeo,2,268,197,75
en su reunion,3,268,156,132
constancia,1,267,255,76
resalta que,2,267,247,56
respecto de los,3,267,243,101
los principales,2,267,242,114
ajustado,1,267,229,105
en adelante,2,267,225,80
en las economias desarrolladas,4,267,205,92
agradece la presentacion del,4,266,266,82
al mes,2,266,241,109
al igual,2,266,225,107
quiere,1,266,223,66
resultados,1,266,222,90
condiciones de,2,266,218,100
de la gasolina,3,266,192,96
politica monetaria que,3,265,252,123
meses de,2,265,235,105
11,1,265,230,130
de la reserva,3,265,223,82
senor beltran,2,265,218,97
senor beltran de,3,265,218,97
senor beltran de ramon,4,265,218,97
potencial,1,265,212,99
la minuta de opciones,4,265,210,105
de produccion,2,265,204,95
registraron,1,265,202,88
gerente de investigacion,3,265,198,104
hecho que,2,264,246,108
puntuales,1,264,235,100
de commodities,2,264,214,106
de 50 puntos,3,264,180,67
para este ano,3,263,238,101
parte el,2,263,233,103
han estado,2,263,232,113
de los mercados,3,263,227,103
una tendencia,2,263,220,101
el del,2,263,215,105
cambiaria,1,263,207,80
presentado,1,262,250,106
con su presentacion,3,262,242,67
el impacto,2,262,239,105
van,1,262,228,107
los consumidores,2,262,223,111
externa,1,262,214,97
menciona el senor,3,262,185,38
horas se,2,261,260,132
lo mismo,2,261,251,106
monetaria en su,3,261,249,120
se ubica,2,261,225,115
los salarios nominales,3,261,222,92
politica monetaria en su,4,260,248,120
lo expresado,2,260,245,74
la posibilidad de,3,260,236,107
dinamismo de la,3,260,219,95
comienzos,1,260,213,108
el cuarto trimestre,3,260,212,98
don luis,2,260,133,127
ofrece la palabra al,4,259,259,111
caida del,2,259,226,95
la economia mundial,3,259,221,101
al igual que,3,259,219,107
ese pais,2,259,203,79
que puede,2,258,248,111
en algunos,2,258,237,111
comportamiento de,2,258,230,107
contexto de,2,258,222,106
en la reunion de,4,258,222,81
cowan,1,258,209,59
aumentar la,2,258,183,79
pmi,1,258,122,76
su exposicion,2,257,250,96
paso,1,257,247,112
razon por,2,257,243,92
ancladas,1,257,234,97
se trata de,3,257,229,86
subraya,1,257,229,47
en el sector,3,257,224,108
de la reunion,3,257,218,104
el proceso de,3,257,218,94
los problemas,2,257,217,82
el proximo ano,3,257,201,84
100,1,257,200,96
gerente de investigacion economica,4,257,195,104
en las economias emergentes,4,257,187,80
palabra al gerente de,4,256,256,122
que la demanda,3,256,229,102
las distintas,2,256,225,109
contemplado en,2,256,219,99
un menor,2,256,218,99
segundo semestre,2,256,216,95
la tasa en,3,256,210,99
consejero senor marfan,3,256,205,54
la encuesta de expectativas,4,256,203,100
senor felipe larrain,3,256,201,47
hace un mes,3,256,193,75
se ve,2,255,228,106
dia de,2,255,227,101
respuesta,1,255,216,95
2005,1,255,135,49
analisis macroeconomico senor claudio,4,254,251,67
macroeconomico senor claudio,3,254,251,67
respecto de las,3,254,235,106
ejercicio,1,254,231,96
el presidente senor vittorio,4,254,231,35
que esto,2,254,231,89
su nivel actual,3,254,223,95
mantencion de la,3,254,208,93
hacia la,2,254,202,93
en 50,2,254,194,67
mexico,1,254,191,79
mes de enero,3,254,156,55
macroeconomico senor claudio soto,4,253,250,67
razon por la,3,253,239,92
hubo,1,253,232,101
mayoria de,2,253,226,109
lectura,1,253,225,100
en el mundo,3,253,224,105
observa que,2,253,222,98
en los mercados financieros,4,253,220,92
estaba,1,253,219,92
sobre lo,2,253,210,95
ajuste de,2,253,206,91
senor jorge,2,253,202,57
analisis internacional senor sergio,4,252,247,102
internacional senor sergio,3,252,247,102
internacional senor sergio lehmann,4,252,247,102
acerca de,2,252,235,88
grafico,1,252,225,85
en lo mas,3,252,222,107
desaceleracion en,2,252,216,88
asalariado,1,252,210,102
de proyeccion,2,252,208,94
debe ser,2,252,205,102
de la crisis,3,252,204,79
los spreads,2,252,199,95
que respecto,2,252,196,68
expectativas economicas,2,252,193,99
que su voto,3,251,246,101
fin de,2,251,244,105
destaca la,2,251,224,90
dato de,2,251,209,94
que en las,3,251,208,98
espana,1,251,173,62
pensar,1,250,229,104
del presente ano,3,250,219,78
la inflacion anual,3,250,199,103
del rango meta,3,250,184,81
de capitales,2,250,181,87
de 50 puntos base,4,250,171,63
estudios senor luis,3,249,242,44
estudios senor luis oscar,4,249,242,44
del senor,2,249,240,90
por ejemplo,2,249,233,95
la cual,2,249,229,101
plazo se,2,249,224,107
ni,1,249,222,107
en su nivel,3,249,221,90
variables,1,249,214,110
negativos,1,249,208,101
la industria,2,249,193,93
reunion mensual,2,249,137,132
la sesion de politica,4,248,246,132
las opciones de,3,248,245,131
division estudios senor luis,4,248,241,44
de menor,2,248,227,99
13,1,248,215,119
de activos,2,248,209,92
tasas largas,2,248,203,92
los premios,2,248,198,96
el informe,2,248,194,97
en su reunion mensual,4,248,136,132
mensual de politica,3,248,136,132
mensual de politica monetaria,4,248,136,132
reunion mensual de,3,248,136,132
reunion mensual de politica,4,248,136,132
su reunion mensual,3,248,136,132
su reunion mensual de,4,248,136,132
cuanto que,2,247,230,101
en cuanto que,3,247,230,101
mientras que el,3,247,230,101
una parte,2,247,228,108
estadisticas,1,247,227,114
resto de,2,247,227,105
modo,1,247,224,96
algo mayor,2,247,219,106
del segundo,2,247,217,97
mientras que en,3,247,212,91
la fecha,2,247,210,106
impulso monetario,2,247,192,87
de expectativas economicas,3,247,189,98
encima de,2,247,189,80
por encima de,3,247,189,80
el senor vicepresidente,3,247,120,68
que los precios de,4,246,236,98
respecto de lo,3,246,228,103
en cuanto las,3,246,227,105
que en esta,3,246,223,112
ultima reunion de,3,246,222,111
aumentos de,2,246,214,97
los activos,2,246,214,96
han mantenido,2,246,206,102
de los alimentos,3,246,200,71
subrogante,1,246,188,86
los creditos,2,246,183,94
la inflacion se,3,245,225,103
que el tipo,3,245,216,101
que el tipo de,4,245,216,101
los costos laborales,3,245,194,65
grecia,1,245,188,58
mes de diciembre,3,245,180,70
monetaria el consejo del,4,245,135,132
senores,1,244,239,124
la atencion,2,244,234,107
reflejando,1,244,222,106
el mayor,2,244,214,102
la desaceleracion de,3,244,212,83
de la reserva federal,4,244,207,79
el ipom de,3,244,201,101
cerca de,2,244,193,99
de noviembre,2,244,163,59
00 horas,2,243,237,128
lo que no,3,243,233,107
hay una,2,243,232,94
ellas,1,243,227,104
en otras,2,243,226,102
mucho mas,2,243,221,94
senalado,1,243,218,105
consistente,1,243,214,108
lo mas reciente,3,243,213,105
senor alberto,2,243,212,23
senor jorge desormeaux,3,243,193,56
el senor garcia,3,243,100,56
haya,1,242,223,99
en las ultimas semanas,4,242,221,101
de vista,2,242,208,105
lado de la,3,242,204,98
por tanto,2,242,204,98
prolongado,1,242,203,91
velocidad de,2,242,193,90
la produccion industrial,3,242,146,90
las 16,2,241,240,122
que en este,3,241,223,99
en sus,2,241,220,97
la que se,3,241,217,98
de tasas de interes,4,241,207,102
2015,1,241,176,40
don rodrigo,2,241,157,117
concluir,1,240,236,97
son las,2,240,228,110
el momento,2,240,218,100
pero en,2,240,218,102
cayendo,1,240,217,94
que el banco central,4,240,210,102
de los bancos,3,240,206,88
la correccion,2,240,202,91
una variacion,2,240,186,92
precio de la,3,240,174,89
el senor lehmann que,4,240,75,37
ultima reunion de politica,4,239,215,111
en lo mas reciente,4,239,210,104
moneda,1,239,201,96
ventas de,2,239,183,91
opciones de politica,3,238,235,132
la ultima reunion de,4,238,215,110
los registros,2,238,210,95
cuentas,1,238,209,89
el lado de la,4,238,201,98
probabilidad de,2,238,200,90
de bonos,2,238,191,83
incrementos,1,238,187,93
senor soto,2,238,177,40
importancia,1,237,220,99
observa una,2,237,215,100
un ritmo,2,237,215,105
coherentes,1,237,211,111
subyacentes,1,237,205,100
vuelto,1,237,203,105
encuesta de expectativas economicas,4,237,183,97
senala que los,3,236,229,111
ya se,2,236,219,99
llevado,1,236,217,106
se observa una,3,236,214,99
que la proyeccion,3,236,207,92
proyectado en,2,236,205,96
mantener la tpm en,4,236,200,61
el componente,2,236,185,90
balance,1,236,175,83
presidencia,1,236,142,132
los cds,2,236,136,70
palabra para,2,235,235,123
deja constancia,2,235,228,63
si la,2,235,227,110
tanto la,2,235,225,110
agrega que los,3,235,223,108
monetarios,1,235,218,100
que hoy,2,235,214,89
han tenido,2,235,212,106
junto con,2,235,208,102
comparacion,1,235,206,107
rapido,1,235,196,86
base del,2,235,190,86
la convergencia,2,235,179,81
tendencia inflacionaria,2,235,169,55
anual del,2,235,150,86
la presidencia,2,235,142,132
la palabra para,3,234,234,123
vota,1,234,233,93
la exposicion,2,234,232,113
en materia de inflacion,4,234,227,92
materia de inflacion,3,234,227,92
la situacion de,3,234,221,96
observados,1,234,212,102
la mayoria de,3,234,207,106
mercado de,2,234,205,100
factor,1,234,203,101
un tiempo,2,234,203,95
presente el,2,234,197,92
el consejero senor marfan,4,234,188,53
del gasto,2,234,183,87
lo anterior el,3,233,226,94
espera que,2,233,212,102
su vez,2,233,207,99
de lo esperado,3,233,206,94
la depreciacion del,3,233,203,84
su tasa,2,233,190,100
senor marshall,2,233,79,52
que su voto es,4,232,228,100
constancia que,2,232,224,66
es lo,2,232,216,91
necesidad,1,232,215,106
bastante mas,2,232,210,99
motivo,1,232,207,69
parecen,1,232,192,99
los bonos,2,232,189,90
al escenario,2,231,223,103
no asi,2,231,218,86
se explica,2,231,211,101
los de,2,231,205,104
elevada,1,231,203,98
meta de,2,231,202,102
de los consumidores,3,231,196,107
bienes de capital,3,231,189,104
ha mostrado,2,231,189,102
del primer trimestre,3,231,185,74
se suma,2,230,215,101
es posible,2,230,206,105
crecimiento mundial,2,230,201,97
experimentado,1,230,200,98
los anos,2,230,197,99
promedio de,2,230,189,96
anuncio,1,230,187,81
el incremento,2,230,175,98
marfan senala,2,229,223,77
rodrigo valdes,2,229,223,39
esas,1,229,215,106
parte la,2,229,215,101
lo referente,2,229,210,64
meta en,2,229,207,108
el ritmo,2,229,194,88
naturales,1,229,194,92
estimacion,1,229,187,93
caer,1,229,183,96
de servicios,2,229,174,81
anual de,2,229,147,85
continuacion concede,2,228,228,67
continuacion concede la,3,228,228,67
continuacion concede la palabra,4,228,228,67
que presente,2,228,228,130
para efectos de,3,228,218,98
cuenta de que,3,228,214,81
no son,2,228,213,104
monetaria se,2,228,209,104
un punto,2,228,201,93
menor crecimiento,2,228,200,92
rectora,1,228,193,56
bolsa,1,228,184,98
los estados,2,228,180,84
al mismo,2,227,211,99
otras economias,2,227,205,92
algun grado,2,227,204,95
precios de las,3,227,204,96
coherentes con,2,227,201,108
la vision,2,227,200,85
que los riesgos,3,227,198,100
duda,1,227,193,97
entorno,1,227,186,89
la del,2,227,180,94
en america,2,227,164,88
en america latina,3,227,164,88
noticia,1,226,207,105
que en terminos,3,226,202,101
punto de vista,3,226,194,100
tendencias,1,226,193,94
comenta el senor,3,226,171,39
las opciones de politica,4,225,223,131
todas las,2,225,208,101
de inflacion en,3,225,206,106
asociados,1,225,203,100
de crecimiento para,3,225,201,101
que las noticias,3,225,196,105
del credito,2,225,192,94
tasa rectora,2,225,192,56
ubican,1,225,188,102
la mantencion de,3,225,187,96
propia,1,225,186,97
productividad,1,225,157,69
que no es,3,224,217,100
comentario,1,224,213,83
mientras que las,3,224,209,90
fundamentos,1,224,208,95
deben,1,224,207,105
se considera,2,224,206,101
aquellos,1,224,205,94
detras,1,224,204,94
explicar,1,224,203,97
la actividad en,3,224,202,97
inflacion proyectada,2,224,194,119
del ultimo mes,3,224,185,107
creacion de empleo,3,224,178,94
de economias,2,224,172,95
compensacion,1,224,170,75
recesion,1,224,162,68
los senores,2,223,219,123
solicita,1,223,217,110
que ello se,3,223,207,91
escenario mas,2,223,199,98
ha observado,2,223,199,95
kevin,1,223,198,60
lleva,1,223,198,102
que el consumo,3,223,191,87
los estados unidos,3,223,175,83
previo,1,223,162,98
observar,1,222,215,97
tiene un,2,222,214,101
que ya,2,222,211,104
necesidad de,2,222,209,105
acotados,1,222,201,89
la discusion,2,222,200,93
desarrollados,1,222,199,97
el nivel de,3,222,199,99
aun cuando,2,222,198,88
entre los,2,222,198,97
el punto de,3,222,197,104
kevin cowan,2,222,197,59
que lo anticipado,3,222,185,83
las presiones inflacionarias,3,222,184,95
proximos trimestres,2,222,179,99
la inflacion del,3,222,172,85
deja constancia que,3,221,214,63
actualmente,1,221,211,93
necesariamente,1,221,207,92
enfatiza,1,221,204,73
mantienen en,2,221,203,97
la politica monetaria en,4,221,199,101
dando cuenta,2,221,197,95
tambien el,2,221,195,94
siguen siendo,2,221,194,95
costo de,2,221,180,94
el indice,2,221,180,99
los proximos trimestres,3,221,178,99
los inventarios,2,221,176,93
marfan senala que,3,220,215,76
efectuar,1,220,209,88
implica,1,220,201,102
no se puede,3,220,197,94
de los paises,3,220,195,92
el imacec,2,220,194,99
de las importaciones,3,220,182,87
importaciones de bienes,3,220,175,103
crediticias,1,220,170,72
normalizacion de la politica,4,220,162,60
sentido que,2,219,210,94
al mes de,3,219,201,99
politica monetaria se,3,219,201,102
de precios de,3,219,198,99
mes en,2,219,197,102
en las expectativas,3,219,195,93
las tasas largas,3,219,188,90
manana,1,219,187,86
las razones,2,218,213,92
apreciado,1,218,203,89
anteriormente,1,218,202,101
destacando,1,218,201,94
han mostrado,2,218,197,101
preocupacion por,2,218,193,91
registra,1,218,193,84
una cierta,2,218,192,90
la magnitud,2,218,191,91
chileno,1,218,188,84
expansiva,1,218,179,95
en el escenario base,4,218,172,86
vuelta,1,218,167,63
que ese,2,217,207,97
proyecciones del,2,217,200,103
mientras que la,3,217,199,100
se mantienen en,3,217,199,95
reducido,1,217,193,102
que las perspectivas,3,217,192,98
acotado,1,217,189,98
menor dinamismo,2,217,182,83
mes pasado,2,217,176,92
fondos,1,217,170,79
mes de marzo,3,217,156,64
senor de,2,217,156,61
presente que la,3,216,209,88
al consejero,2,216,204,85
al consejero senor,3,216,204,85
con mayor,2,216,202,99
altas,1,216,201,100
se estan,2,216,197,102
la base,2,216,195,94
atinente,1,216,193,36
en la economia,3,216,193,100
lo atinente,2,216,193,36
se ha observado,3,216,192,95
estimado,1,216,191,104
comunicacion,1,216,188,100
autoridades,1,216,184,78
aspectos,1,216,183,94
por sobre lo,3,216,177,85
que la opcion,3,216,175,106
modelo,1,216,154,76
producido,1,215,203,94
eventual,1,215,199,100
tiene que,2,215,196,70
mencionado,1,215,194,97
en su nivel actual,4,215,193,84
que fue,2,215,192,98
alzas de,2,215,190,87
el presente,2,215,188,80
estimaciones,1,215,188,101
empleo asalariado,2,215,183,92
la creacion,2,215,182,96
ultima rpm,2,215,182,67
de alguna,2,214,199,91
sean,1,214,197,97
cual es,2,214,196,90
en el futuro,3,214,196,96
de los activos,3,214,195,92
en lo atinente,3,214,192,36
un periodo,2,214,190,86
de gregorio senala,3,214,187,77
gregorio senala,2,214,187,77
los riesgos de,3,214,185,102
la ultima rpm,3,214,181,66
el mediano,2,214,171,98
en japon,2,214,155,90
central de chile acordo,4,214,129,117
chile acordo,2,214,129,117
de chile acordo,3,214,129,117
la votacion,2,213,211,129
opinion del,2,213,209,92
significativas,1,213,201,100
tiene una,2,213,200,96
que los indicadores,3,213,192,100
perspectivas de crecimiento,3,213,191,96
persistente,1,213,185,97
proyecciones de crecimiento,3,213,185,95
se habia,2,213,183,84
las holguras,2,213,177,90
hipotesis,1,213,176,93
la probabilidad,2,213,175,85
al staff,2,212,212,120
que esa,2,212,202,99
observada,1,212,198,105
por sobre el,3,212,194,103
como de,2,212,193,96
hasta el,2,212,193,96
mayor que la,3,212,187,94
recursos naturales,2,212,181,87
se han mantenido,3,212,181,96
la inversion en,3,212,178,88
reaccion,1,212,173,89
de normalizacion de,3,212,167,64
reitera que,2,211,199,81
meses se,2,211,195,97
traves,1,211,194,97
disponibles,1,211,193,102
muestran una,2,211,189,96
evaluar,1,211,187,93
composicion,1,211,185,90
en el primer trimestre,4,211,174,85
escenario base del,3,211,168,83
monetaria en 25 puntos,4,211,162,54
gerente de mercados,3,210,199,110
conveniencia,1,210,196,74
debajo del,2,210,194,96
el escenario de,3,210,188,99
de expectativas de,3,210,184,89
en la ultima,3,210,183,102
reflejado,1,210,183,101
desarrollo,1,210,180,94
decimas,1,210,176,102
de bienes de capital,4,210,172,102
el senor magendzo,3,210,69,24
informacion que,2,209,197,93
la conveniencia,2,209,195,74
vez que,2,209,193,99
cuanto los,2,209,192,90
espacio,1,209,192,93
fuertemente,1,209,192,89
bien la,2,209,190,94
dada la,2,209,188,94
en las tasas de,4,209,186,95
registros de,2,209,186,97
un repunte,2,209,186,84
centrales,1,209,185,83
algunos meses,2,209,184,100
sector construccion,2,209,179,81
agentes,1,209,178,87
la sorpresa,2,209,174,82
consumo de,2,209,169,88
la confianza,2,209,153,97
don enrique,2,209,123,123
ello no,2,208,202,96
hace presente que la,4,208,202,88
este ultimo,2,208,198,96
prosigue con,2,208,198,68
en algun,2,208,194,100
siempre,1,208,192,95
habido,1,208,189,83
de recuperacion,2,208,187,78
tiende,1,208,187,99
lamina,1,208,182,55
trayectoria de la,3,208,181,89
25 puntos base en,4,208,180,81
el crecimiento de la,4,208,174,92
el sentido que,3,207,198,91
la necesidad,2,207,195,98
es algo,2,207,194,100
las materias,2,207,192,87
similar al,2,207,192,100
en el comunicado,3,207,180,89
se ubican,2,207,180,99
acciones,1,207,177,96
regiones,1,207,176,91
en dolares,2,207,168,74
de variacion,2,207,155,91
peru,1,207,155,60
subir la tasa,3,207,146,65
concerniente al,2,206,199,43
en el sentido que,4,206,197,91
coincide,1,206,196,102
indican,1,206,192,101
las materias primas,3,206,191,87
superiores,1,206,191,101
varias,1,206,189,97
alude,1,206,188,60
subido,1,206,185,100
que los antecedentes,3,206,178,93
la debilidad,2,206,176,98
importaciones de bienes de,4,206,166,102
de viviendas,2,206,160,85
la tasa de crecimiento,4,206,156,82
garcia que,2,206,67,45
uno de,2,205,196,93
destaca que la,3,205,195,74
plazo de,2,205,191,106
por debajo del,3,205,190,94
ambas,1,205,189,95
de dos,2,205,184,96
de gregorio senala que,4,205,180,77
gregorio senala que,3,205,180,77
el banco central de,4,205,176,74
requiere,1,205,174,93
centro,1,205,170,80
tarifas,1,205,150,81
ese mes,2,204,199,112
pero no,2,204,197,94
el registro,2,204,193,82
es el caso,3,204,193,91
de la evolucion,3,204,182,99
inflacionarios,1,204,178,84
manera importante,2,204,173,89
las tensiones,2,204,171,59
signos,1,204,168,93
el mediano plazo,3,204,163,95
posicion,1,204,161,87
durables,1,204,158,84
el senor soto,3,204,156,40
ello es,2,203,197,93
con que,2,203,195,107
una menor,2,203,192,99
la segunda,2,203,190,100
que va,2,203,186,95
compromiso,1,203,184,105
subraya que,2,203,184,40
aquellas,1,203,183,94
precios de los commodities,4,203,183,83
actividad de,2,203,179,96
segun,1,203,174,91
de manera importante,3,203,172,89
en el ipom de,4,203,170,92
privadas,1,203,155,93
positivos,1,203,147,83
trigo,1,203,138,67
asimismo que,2,202,193,77
el hecho que,3,202,192,104
distinto,1,202,191,89
cercano,1,202,188,96
financieras senor,2,202,185,90
operaciones financieras senor,3,202,185,90
por ello,2,202,185,93
todo lo,2,202,184,92
crecimiento de los,3,202,183,95
los precios de las,4,202,183,91
para los proximos,3,202,183,98
seis,1,202,181,95
la inflacion proyectada,3,202,180,117
ultimos dias,2,202,179,89
un riesgo,2,202,167,88
opciones de politica monetaria,4,201,199,131
lo concerniente al,3,201,197,43
meses que,2,201,192,95
prosigue con su,3,201,191,67
dado que,2,201,189,85
el tema,2,201,189,84
permite,1,201,189,100
conveniencia de,2,201,187,70
la conveniencia de,3,201,187,70
que su juicio,3,201,185,91
basicamente,1,201,183,92
el dia de,3,201,182,89
la lamina,2,201,178,54
externos,1,201,175,89
permanecen,1,201,167,93
la cifra,2,201,166,87
premios por,2,201,162,83
reducir la,2,201,161,67
ano 2012,2,201,152,53
ofrece la palabra para,4,200,200,122
menciona que el,3,200,196,93
llama,1,200,194,93
haciendo,1,200,193,95
manifiesta que la,3,200,193,81
conforme,1,200,192,72
la necesidad de,3,200,190,98
como las,2,200,189,110
con respecto al,3,200,188,89
recientemente,1,200,187,91
como una,2,200,184,97
un fenomeno,2,200,181,93
que lo esperado,3,200,178,90
la apreciacion del,3,200,176,82
mostro,1,200,174,93
una correccion,2,200,169,93
cabe,1,200,163,83
indicadores de actividad,3,200,162,98
retiro,1,200,154,65
se estima que,3,200,147,81
jadresic,1,200,127,33
manufacturero,1,200,118,78
escenario interno,2,199,197,102
recuerda,1,199,196,78
en lo concerniente al,4,199,195,43
que seria,2,199,191,101
ambos,1,199,187,100
probable que,2,199,187,95
plazo que,2,199,181,100
velasco,1,199,176,39
el gasto,2,199,164,93
convergencia de,2,199,160,75
una reduccion de,3,199,143,73
respecto el,2,198,198,63
comenta que el,3,198,194,91
es por mantener,3,198,191,74
cual se,2,198,189,95
reflejan,1,198,189,92
de las materias,3,198,184,86
es bastante,2,198,184,93
depreciado,1,198,178,85
expectativas inflacionarias,2,198,178,87
mayor que el,3,198,178,93
menores que,2,198,177,92
desde el punto,3,198,173,98
tolerancia,1,198,173,81
mitad,1,198,167,91
italia,1,198,136,60
como lo,2,197,188,102
de otros,2,197,185,97
ocurre,1,197,185,81
de las materias primas,4,197,183,86
hacia fines,2,197,175,92
en la minuta,3,197,174,94
la creacion de,3,197,169,95
anuales,1,197,166,96
proceso de normalizacion,3,197,148,61
de hacienda don,3,197,139,124
hacienda don,2,197,139,124
silva,1,197,132,124
los cambios,2,196,178,93
mas recientes,2,196,171,89
que lo previsto,3,196,171,94
meses anteriores,2,196,168,87
la oferta,2,196,165,83
colombia,1,196,149,62
mes de junio,3,196,148,56
monetaria en anual,3,196,146,49
politica monetaria en anual,4,196,146,49
del vicepresidente,2,195,194,130
financiera senor,2,195,188,88
el cual,2,195,184,89
planteado,1,195,184,91
que podrian,2,195,183,97
distinta,1,195,182,96
correspondiente al,2,195,179,88
tenia,1,195,178,73
serie,1,195,173,87
tomar,1,195,173,88
alternativa,1,195,171,98
desde el punto de,4,195,171,98
la tasa rectora,3,195,166,51
la bolsa,2,195,159,90
turbulencias,1,195,156,60
mostraron,1,195,152,89
mes de mayo,3,195,140,59
aumentar la tasa,3,195,134,59
vota por,2,194,193,88
estudios senor pablo,3,194,192,33
estudios senor pablo garcia,4,194,192,33
los senores consejeros,3,194,190,105
senores consejeros,2,194,190,105
diferencia de,2,194,181,101
pueda,1,194,181,89
sugiere que,2,194,180,98
entre las,2,194,178,92
en meses,2,194,177,96
proyecta,1,194,177,92
el precio de los,4,194,175,88
los agregados,2,194,174,90
los ultimos dias,3,194,173,88
remuneraciones,1,194,162,90
un crecimiento de,3,194,157,86
al precio,2,194,155,96
en 50 puntos,3,194,154,53
estrategia de,2,194,139,70
de lo expuesto,3,193,192,84
del gerente de analisis,4,193,189,85
destaca que el,3,193,188,77
es por mantener la,4,193,186,73
actividad la,2,193,183,96
en en,2,193,183,105
conocer,1,193,182,93
caso de la,3,193,178,95
mantendra,1,193,177,82
conjunto de,2,193,176,93
desde la reunion,3,193,175,96
la normalizacion,2,193,172,84
del precio del cobre,4,193,170,87
demanda por,2,193,170,95
evidente,1,193,170,91
de tolerancia,2,193,168,79
una depreciacion,2,193,168,82
de interes de largo,4,193,167,83
interes de largo,3,193,167,83
interes de largo plazo,4,193,167,83
holguras de,2,193,165,81
equipos,1,193,162,79
se observa que,3,193,162,82
durante el ultimo,3,193,158,95
programa,1,193,158,63
rebote,1,193,150,73
delante,1,193,140,45
indicando,1,192,191,83
aclara,1,192,186,78
por mantener la tasa,4,192,184,76
cuatro,1,192,177,96
el caso de la,4,192,177,94
interes en,2,192,176,90
division operaciones financieras senor,4,192,175,86
tiene la,2,192,173,68
contempla,1,192,172,95
alberto naudon,2,192,171,17
naudon,1,192,171,17
salarial,1,192,171,81
dinamismo en,2,192,170,92
una senal,2,192,169,90
en el curso,3,192,168,92
de las exportaciones,3,192,165,79
un cierto,2,192,164,82
de proyecciones,2,192,163,86
retroceso,1,192,163,67
hogares,1,192,160,87
consideraciones,1,192,158,101
fundamentales,1,192,157,78
al respecto el,3,191,191,60
30 horas,2,191,190,127
significa,1,191,182,90
cambio se,2,191,180,92
un tema,2,191,179,92
tasas en,2,191,175,89
para la inflacion,3,191,174,87
alcanzo,1,191,172,88
sobre la inflacion,3,191,172,97
este aspecto,2,191,169,56
la meta de,3,191,169,91
que los salarios,3,191,169,85
el punto de vista,4,191,168,98
