intervencion_id,coleccion,lote,archivo_origen,archivo_revision_v3,etiqueta_origen,es_relevante_origen,etiqueta_previa_v3,es_relevante_previa_v3,etiqueta_v3,es_relevante_v3,resultado_revision,confianza_revision_v3,cita_literal_espacios_normalizados,fundamento_revision_v3,estado_revision_v3,sha256_texto,n_caracteres_texto,rol_recomendado,incluir_control_primario,uso_recomendado
RPM-2005-05-12:271:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,hawkish,1,hawkish,1,hawkish,1,compatible,alta,el escenario es apropiado para la opción de un aumento de tasas,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,3a3b7301c8090d479cc0960c9622e7842c1b3bdcd10bcc369f251569460899f2,2203,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-05-12:272:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: transito procedimental: apertura de la votacion.,revisado,d19523b795fc23d4894b4ef6f9ff7a7fa625608421963ed934163bd962ecb317,122,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-05-12:273:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,hawkish,1,hawkish,1,hawkish,1,compatible,alta,vota por elevar la tasa de política monetaria en 25 puntos base,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,0b152d3635cdeb9729fb4f2b3121c07e7cb519973cb3d6906cd89f87dfcec731,4490,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-05-12:274:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,hawkish,1,hawkish,1,hawkish,1,compatible,alta,se inclina en el día de hoy por un alza de 25 puntos base en la tasa de política monetaria,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,4108d160748495d36a4de1d0bd4957436eec93eeb16d290fb149480bdeaf3f33,2061,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-05-12:275:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,hawkish,1,hawkish,1,hawkish,1,compatible,alta,Por ello vota por un alza de la TPM de 25 puntos base,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,dd9f2a9ea4c81cc33d768f1198f0298b537555533d3593722aeb2e4866ba3b8a,3318,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-05-12:276:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,hawkish,1,hawkish,1,hawkish,1,compatible,alta,hoy su voto es por subir la tasa de política monetaria en 25 puntos base,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,4eb613b328323d789ac7bc01d22df992be6471e9d1a06bf0fc4c88d164ae634f,4760,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-05-12:277:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,hawkish,1,hawkish,1,hawkish,1,compatible,alta,su voto también es por subir la TPM en 25 puntos base en esta ocasión,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,e1884da6cb48a3d25be551f60cd98e20a2c28c8867e2790eaa00ad103cf38ba9,2999,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-05-12:278:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"Se acuerda aumentar la tasa de interés de política monetaria en 25 puntos base hasta 3,25% anual",Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,f2b737862f5f0998d932177799753c6c0059bd9ef913553b61d6f934ab779673,1950,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:279:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: encabezado de acta: lista de asistentes y fecha.,revisado,d70ec986cee087001a504698e11a27cdbab864b4d12d31518a430d8224f4339d,1775,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:280:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: fijacion de fecha de sesion futura (logistica).,revisado,8a5d7215982f8be7e1d4f9d23921a360b712dd50d04f0c5ab950dfdb45761bed,123,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:280:2,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"Todo esto lleva a esperar un crecimiento del PIB del orden de 5,9% para el segundo trimestre",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,8efa97f84a8f46a2ca2a6a50f354e7bbcb05596fa621b21c26a7eee00cc9c38e,30148,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:280:3,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,el Fondo Monetario había efectuado una revisión a la baja de su proyección de tasa,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,7e98c586722f79b780c056488b88b57b53bb71a8a4aa611d9dcd32619217ef7e,167,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:280:4,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"Europa se ve más débil, y en menor medida, en América Latina",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,13d1fa7273625821fa7ee8285656312c27d50b494e5a30430a2bd060ebf31064,409,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:280:5,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,las razones del alza y posterior de las tasas de interés de los Pagarés Descontables del Banco Central,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,8a5f13264f4769e4b86158a5bf7869d1f59950c7f3ec3dcc1cd58dda9f2ad0a6,200,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:280:6,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,la evolución de estas tasas refleja los cambios en la estructura de remuneración de los depósitos en moneda nacional que sirven para constituir reserva técnica,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,3f4e026d58a7a645f0d31a770feb64d2a5ef62560032753c7eebd450bcaf4c63,846,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:280:7,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,si esto no tiene que ver con el episodio de falta de liquidez,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,43df5e10bddff77426662032f44df319300109cbd4498becf67185be85894129,100,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:280:8,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,Esta situación distorsiona la lectura que se puede hacer a partir de este instrumento acerca de las expectativas sobre la política monetaria,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,92f2eb1416ecb7b33350dd99955ad56a9e065852f2be62d08fda30c345f240db,496,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:281:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,es deseable que esta compensación se mueva en esa forma,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,ec007ce78d24ca960852d00d6aa91b4115300cc4b9362a0ce163e352d335d82c,1164,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:281:2,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"La venta corta, por ejemplo, que podrían hacer las Administradoras de Fondos de Pensiones de papeles del Banco Central de Chile, no pueden realizarla, lo que dificulta los arbitrajes",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,6d0de67a529eb2aafc71a06fd7ad0832809a455dbbbfd84226d181adfcb166b7,341,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:281:3,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,algunos inversionistas parecen privilegiar el alto retorno nominal de corto plazo asociado a variaciones puntuales de la UF,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,7389865a2986a8b36a330c735b4e11c9012358440b137f6acfd3f7844b085811,952,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:281:4,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"no le convence ese razonamiento, porque las ganancias de capital que hay en una pequeña fluctuación de la tasa de interés en un bono a diez años",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,0800240be34765cb90347e74db1d90a3a64187d1384c0cfabe6eff38a81b9463,302,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:282:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,cuando ya se tuvo claro que no era ruido y era una cosa que seguía para abajo se bajó un punto la tasa usando esa información,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,2057a1d3613e695ba8b222b41723af769e1b17b15dabc5eb39a877bbe3b14f75,711,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:283:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,en el caso de Chile no se observa mas volatilidad que lo que se observa en los Estados Unidos de América,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,2e6764b654003db4b0521cca6a24e80e4705b73afe35dd39acf40756c2b997fa,583,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:283:2,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"La inflación anual del IPC se ubicaría en 3,1% a fines de año, valor 0,3pp. mayor que el del Informe de Política Monetaria",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,ee0e9decb600bbfa64390e683c807c8200925a7b3597eb0dd9c6016ef54e8b82,3525,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:284:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: ofrecimiento de la palabra.,revisado,e7331cd5bc9fa8bf06cbaae8009b97d213aba99b42509fe311a989a6cfaa3fea,68,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:285:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,media,el balance de riesgos respecto a esas proyecciones es de precios más altos,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,8c8b3bbb532b951b031f2bf964716ef1cfc99b3625d7008973f438f05d5fd0a5,566,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:285:2,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"la información es en todo caso muy parecida, la única diferencia es una décima de crecimiento",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,ec64176d95cd981a709dd320601276e2c03e6af55bedffedde249d82419c7413,433,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:286:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,existe una serie de cambios que todavía pueden suceder,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,9d140a57f30926f86c391bc52670db3eefaf1892ce9db5a48960b25dbca6fa6d,667,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:286:2,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,las cifras están confirmando que el escenario central era el correcto,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,a9bd8394e7747918b9323c115d11abae0a98dce85b4363b88c3e6018e15de4a4,998,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:287:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"la modificación al alza tiene que ver con algunos sectores que llevan al cambio de los precios, principalmente, en el sector agrícola",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,26c079414b28aaac4134dd304e340474f49f6d67996c22d46ec5e6388f76841e,561,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:288:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: suspension de la sesion (logistica).,revisado,8429f23f4c6a0235baf472dc7cb00815ca02a6d389acdc9416a310bd580a8910,128,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:288:2,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: reanudacion de sesion (logistica).,revisado,6fa440fc63ec38a64c9ae8bc60365e5efbf990f3fdfada7d5db65d8ab78291d0,219,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:288:3,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: transito procedimental: solicitud de presentacion de opciones.,revisado,714046c20fa1f22fc26849d617a5313a85f02d0cf7a74075ddf2eefe3b928ab5,158,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:288:4,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,1,hawkish,1,hawkish,1,compatible,alta,las opciones que parecen más plausibles para esta reunión son aumentar la tasa de política monetaria en 25 puntos base o mantenerla en su nivel actual,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,c0fc40215eb53ad8b53512e4954a3ba196f9d33dcdbbeed9de0b2832a59eca42,5347,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:288:5,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: ofrecimiento de la palabra.,revisado,b9689b5eaed084a69e2937a5673f03534bc86d22595fecb3f938877851ccaf48,69,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:288:6,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,hawkish,1,hawkish,1,hawkish,1,compatible,alta,que la opción de alza de 25 puntos base domina inambiguamente a la mantención de la tasa de política monetaria en esta oportunidad,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,131edce1cb1322745f64122f85a0b3a3e85997a77e14dee45d1b0d3c7851973a,1943,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:288:7,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,dovish,1,dovish,1,hawkish,1,cambio_etiqueta,alta,"dentro del marco general de normalización pausada de la tasa de interés de política monetaria, una mantención de tasas de interés resulta más coherente",Prefiere mantener hoy dentro de una normalización al alza que respalda. La acción mensual no convierte la trayectoria en D: H.,revisado,4cc730c916ddebd4e1566fa60c5511dcb32b9b3cad3f04188b943835db830989,1148,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:289:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,dovish,1,dovish,1,neutral,1,cambio_etiqueta,media,hacerlo tres veces consecutivas generaría una señal algo extraña,"Cuestiona una tercera alza y una aceleración de la secuencia, pero no adopta una expansión ni resuelve una dirección futura propia: N, no D.",revisado,43513b3429c3a4b3bed3b2c283afc895559f2ac76c66ecba44a2690a1ce6d846,1518,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:290:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: transito procedimental: apertura de la votacion.,revisado,7746c4229ec549ed0ceccd73c48f5b2472b250ef74dbd7fcad1edf7f8d8698b5,114,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:291:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,dovish,1,hawkish,1,hawkish,1,compatible,alta,"vota por mantener la tasa de política monetaria en 3,25% anual",Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,05cd1557b4e7a3fd9c5aa3a53eb9b65be7c5948192145ef8760b2de523986c23,1300,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:292:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,dovish,1,dovish,1,hawkish,1,cambio_etiqueta,alta,"nuestra estrategia de ajuste gradual de la política monetaria, la cual sigue siendo la mejor opción",Respalda continuar el ajuste gradual y usa la pausa solo para preservar ese ritmo: H.,revisado,eba8640540496ff989d43a97d8d4bebeac4fd719312e42eabe1705bf4996a402,2168,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:292:2,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,dovish,1,dovish,1,hawkish,1,cambio_etiqueta,media,una medida en este sentido es consistente con el ritmo de normalización adoptado,La mantención mensual se inserta expresamente en el ritmo de normalización adoptado: orientación H.,revisado,57e13afa62a59634930dc3c2e10239984b9543df08558cbd2e7dea9c2ec17787,2205,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:293:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,dovish,1,dovish,1,hawkish,1,cambio_etiqueta,alta,no hay razones para desviarnos de la estrategia de retiro gradual y pausado del estímulo monetario,Respalda explícitamente continuar retirando estímulo y pausa solo para conservar la gradualidad: H.,revisado,371f000f657eaa9ea91469f167b7c3ce636294e2cce6718badcb3e38db207342,2940,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:294:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,dovish,1,dovish,1,hawkish,1,cambio_etiqueta,alta,requiere el retiro paulatino del excesivo estímulo monetario,Considera necesario retirar estímulo y mantiene hoy para continuar una normalización pausada: H.,revisado,eae5fbddb20a792cc7410b6bb460b6d6f968c88fdb0a7c73aa7ddd9f963d6454,1195,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:294:2,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,hawkish,1,hawkish,1,hawkish,1,compatible,media,La decisión de mantener la Tasa de Política Monetaria en esta oportunidad no modifica la expectativa de reducción pausada del impulso monetario,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,955d4adcde5d622612426a68fb3328513aa5646d496f2db046c136c77a9d1320,1778,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-06-09:295:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: aprobacion del comunicado y cierre de la sesion (logistica).,revisado,5d617d03fc0f25a3fd46b493b834ed1d47826f42fd9f0d9681e3b90a9e780a8c,83,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-07-12:296:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: encabezado de acta: lista de asistentes y fecha.,revisado,d243c198dab72f6cd45de9df93143244ea50cba2ba6c724331fede0f6bab783f,1446,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-07-12:297:1,ia_base_v2,etiquetas_escalado_r8.csv,data/etiquetas/etiquetas_escalado_r8.csv,data/auditoria/revision_etiquetas_escalado_r8_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: fijacion de fecha de sesion futura (logistica).,revisado,0336f9b2f322261fa3d0ce78473cdf27a49be5d3eda7e249ccff57482a7b2301,119,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-08-11:338:1,ia_base_v2,etiquetas_escalado_r9.csv,data/etiquetas/etiquetas_escalado_r9.csv,data/auditoria/revision_etiquetas_escalado_r9_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"si se tiene un período de exceso de acumulación de inventario y después continúa alto pero no tanto, los inventarios se siguen acumulando",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,25393a7e9085c6ba7495ce0971d62b0e192078c9e48dad715eea66e6478d2f6b,315,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-08-11:360:1,ia_base_v2,etiquetas_escalado_r9.csv,data/etiquetas/etiquetas_escalado_r9.csv,data/auditoria/revision_etiquetas_escalado_r9_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: transito procedimental: apertura de la votacion.,revisado,7746c4229ec549ed0ceccd73c48f5b2472b250ef74dbd7fcad1edf7f8d8698b5,114,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-09-08:391:1,ia_base_v2,etiquetas_escalado_r9.csv,data/etiquetas/etiquetas_escalado_r9.csv,data/auditoria/revision_etiquetas_escalado_r9_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: ofrecimiento de la palabra.,revisado,386caa80604c21f21ec750eebcd89c99965c6ce62fe45f172e9a52c1d6e4ecd7,74,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-11-10:491:1,ia_base_v2,etiquetas_escalado_r9.csv,data/etiquetas/etiquetas_escalado_r9.csv,data/auditoria/revision_etiquetas_escalado_r9_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: suspension de la sesion (logistica).,revisado,b7eacc75c299fc3f4499d6bbb1b89f02f6dde4d50331cf57c967d2596ed2d5ed,128,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2005-12-13:507:1,ia_base_v2,etiquetas_escalado_r9.csv,data/etiquetas/etiquetas_escalado_r9.csv,data/auditoria/revision_etiquetas_escalado_r9_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"se refiera también sobre el riesgo en el consumo americano, en relación con la situación de los precios del sector inmobiliario",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,562be95b0e87523aac1914c9c80f1d28d3b312e0a2eb6f951c4a9e8611bf62f7,265,desarrollo_base_v3,si,supervision_oof_control_primario
