"orden";"intervencion_id";"fecha_reunion";"actor";"cargo";"texto";"etiqueta";"confianza";"es_relevante";"nota";"frase_justificante";"metodo";"ronda";"version_codebook";"fecha";"etiquetador"
"256";"RPM-2012-01-12:4518:1";"2012-01-12";"Manuel Marfán Lewis";"Vicepresidente del Banco Central";"El Vicepresidente señor Manuel Marfán comenta que mientras más alta es la tasa de interés on shore versus la Libor, más plana es la curva forward de tipo cambio y que ello apunta más bien a una apreciación futura de la moneda y refleja, tal vez, un problema de exceso de liquidez en monedas. Asimismo, manifiesta que cuando la tasa de interés interna es muy alta y la externa muy baja, están presentes todos los incentivos para que entren capitales. De acuerdo con ello, entonces, plantea que el hecho que Colombia tenga una tasa de interés on shore muy alta, significa que puede estar teniendo un influjo de moneda extranjera muy importante, lo que, obviamente, no constituye una falta de liquidez.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"257";"RPM-2006-11-16:951:1";"2006-11-16";"Vittorio Corbo Lioi";"Presidente del Banco Central";"El Presidente señor Vittorio Corbo señala que a su parecer, la única diferencia que puede apreciarse es que en los mercados financieros había mucha más tranquilidad; los spread se han ido para abajo, lo que en general le parece bien, pero los riesgos financieros se han reducido. El Presidente señor Corbo agrega que, en general, la parte financiera en el mundo está más tranquila, pero en la parte real existen más dudas, lo que no se refleja aún en los precios financieros, que todavía continúan muy favorables; el flujo de capitales que viene con mayor fuerza, y también en el exterior las bolsas siguen al alza. Indica, que de todas maneras estos procesos se seguirán monitoreando.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"258";"RPM-2014-01-16:5965:1";"2014-01-16";"Rodrigo Vergara Montes";"Presidente del Banco Central";"El Presidente señor Rodrigo Vergara da inicio a la Reunión de Política Monetaria N° 206, comunicando que de conformidad con el Reglamento que rige estas Sesiones, ha resuelto que la Reunión de Política Monetaria correspondiente al mes de julio de 2014 se celebre el día martes 15 de ese mes. A continuación, el Presidente señor Rodrigo Vergara ofrece la palabra al Gerente de Análisis Internacional señor Sergio Lehmann para efectos de que presente el escenario externo.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"259";"RPM-2011-04-12:3902:1";"2011-04-12";"Sergio Lehmann Beresi";"Gerente de Análisis Internacional";"El señor Sergio Lehmann responde que la economía colombiana está creciendo a niveles bastante modestos, entre 4,5 - 5%, lo mismo que su demanda interna. Agrega que se espera un crecimiento similar para el año próximo, lo que evidencia niveles de expansión bastante por debajo de los que están registrando países como Chile, Perú y otros países latinoamericanos. El señor Lehmann retoma su presentación, refiriéndose a las TPM futuras. Al respecto, informa que los analistas han corregido al alza sus expectativas de TPM para América Latina y las mantienen para Asia y Oceania. Recalca que en el caso de Europa emergente se observa una situación un tanto peculiar, ya que se espera una caída en la trayectoria, asociada fundamentalmente a Hungría, respecto del cual se proyecta un movimiento algo más moderado, pero, por otro lado, economías como República Checa y Turquía serían más agresivas. En su opinión, la trayectoria de la curva podría llevar a una lectura distorsionada de la situación en términos agregados. En cuanto a las economías desarrolladas, en tanto, indica que los contratos futuros ya anticipaban el movimiento de TPM para Europa, situación que se repite respecto de los meses venideros; y destaca que las pendientes para Europa, el Reino Unido y Estados Unidos son bastante parecidas, particularmente para el año 2012. Con respecto a las tasas largas, hace presente que han aumentado en las economías desarrolladas. Sobre el particular, hace notar los aumentos importantes en las tasas alemanas, asociados a la preocupación por la inflación y movimientos de las tasas rectoras en la Zona Euro. Añade que en Estados Unidos también se observan incrementos en la tasa de interés a dos y diez años, revirtiendo, de alguna manera, el flight-to-safety derivado de la agudización de los problemas en Medio Oriente y el terremoto en Japón.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"260";"RPM-2006-05-11:661:2";"2006-05-11";"Igal Magendzo Weinberger";"Gerente de Análisis Macroeconómico";"El Gerente señor Igal Magendzo, indica que en agricultura se presentaron problemas de orden climáticos hacia finales del año pasado, lo que se refleja en una producción frutícola más baja, que también afecta en la parte industrial relacionada con ese rubro es las que están mostrando una fuerte caída. Además, destaca el sector del trigo, cuyas siembras cayeron fuertemente y, posiblemente, van a ser sustituidas por otras o por otra actividad, lo que en todo caso constituye una hipótesis.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"261";"RPM-2006-01-12:570:1";"2006-01-12";"Manuel Marfán Lewis";"Consejero";"El Consejero señor Manuel Marfán, como siempre, agradece el análisis del staff, y señala que en esta oportunidad los beneficia por la preparación del Informe de Política Monetaria que será dado a conocer la próxima semana. Hace presente que respecto de la coyuntura internacional, se ha retomado una trayectoria ascendente de los precios de las materias primas especialmente el petróleo y el cobre y se corre el riesgo de que esa trayectoria sea más empinada que la considerada en el escenario central. Agrega que se ha reducido la probabilidad de un ajuste brusco en los Estados Unidos de América y las expectativas son que el ciclo de alzas de tasas en esa economía está llegando a su fin. En el frente interno, se ha evidenciado una desaceleración de la actividad la que en el escenario central se asume transitoria. La evidencia detrás de ese supuesto es más bien circunstancial, la corrección de las cifras del año por la incidencia del sector telecomunicaciones muestra con más nitidez esa desaceleración a lo largo de 2005. El dinamismo de la demanda interna, en tanto, ha tendido a concentrarse en la inversión en bienes de capital importados y en el consumo de bienes durables importados. Las perspectivas de inflación finalmente son tranquilizadoras para el horizonte habitual de política; los costos laborales unitarios, si bien se han acelerado, están dentro de la trayectoria consistente con el logro de la meta; el tipo de cambio nominal ha dejado de apreciarse desde la Reunión de Política Monetaria anterior, aunque el nivel del tipo de cambio real sigue por debajo de sus fundamentos de largo plazo; los precios de los activos tienen implícita una trayectoria de la tasa de política monetaria en el mediano plazo que es consistente con el escenario central en torno a cuatro y cinco alzas de 25 puntos base para este año, y para esta oportunidad, en particular, las opiniones están divididas. En este contexto, señala el señor Consejero, que hay buenos argumentos para mantener o para elevar la tasa de política monetaria. Hace presente el Consejero señor Manuel Marfán, que el argumento principal, que a su juicio inclina la balanza, es la consideración del error de tipo dos, es decir cuál es el costo en que se incurriría de mantener la tasa, cuando lo correcto hubiera sido subirla; vis a vis cuál es el costo de subir la tasa cuando lo correcto hubiera sido mantenerla. En el primer caso, un costo importante de mantener, a su juicio, cuando lo correcto fuera subir, sería un eventual aplanamiento de la curva forward, es decir, que el mercado interpretara esta segunda pausa como una modificación más profunda en el ritmo de aumento de tasas hacia futuro, y ese es un efecto que no desean, ya que con el escenario central están tranquilos con la curva forward actual. Sin embargo, señala el señor Consejero, que la probabilidad de que esto ocurra tiene que ver con cuál es el golpe de expectativas que una eventual mantención pudiera generar. Asimismo, hace presente que el hecho de que el mercado esté tan dividido muestra que, en realidad, una mantención no debiera sorprender a los analistas. También hay algún costo marginal en términos de la trayectoria de muy corto plazo del tipo de cambio nominal, que pudiera eventualmente acelerarse y la actividad también pudiera sobreacelerarse, pero que no son de alto riesgo dado los montos pequeños, y que en futuras reuniones de política monetaria, esos son efectos que eventualmente pudieran revertirse. Manifiesta el señor Marfán que en el segundo caso, es decir, si subieran la tasa cuando lo correcto fuera mantenerla, tiene como costo aumentar la actual brecha cambiaria en el sentido de que si el tipo de cambio real actual está por debajo de sus fundamentales de largo plazo, la decisión de política si tiende a acentuar esa brecha o a reducida, no son de costos simétricos, y también puede tener el efecto de generar una partida falsa desde el soft patch que están recién experimentando y por lo tanto, a su juicio, los efectos del error de tipo dos, en este segundo caso, tienden a inclinar la balanza a que los costos de equivocarse son menores al mantener hoy día, en vez de los costos en que se pudiera incurrir si elevaran la tasa. Finalmente, señala que no es correcto incluir en las deliberaciones el hecho de si hay o no presiones políticas en sus decisiones, ya que a su juicio, es tan incorrecto ceder a esas presiones, como tomar exactamente la decisión opuesta para demostrar que no ceden a ellas, porque en cualquiera de los dos casos significa que las presiones influyeron en la decisión y al respecto, afirma que lo correcto es que éstas no influyan en la decisión, la que se debería tomar con absoluta libertad de conciencia. Por lo tanto, su voto es por mantener, en esta oportunidad, la tasa de política monetaria. El señor Marfán hace presente, que la redacción del comunicado debe ser muy clara respecto del ritmo o de la evolución de la instancia de política hacia futuro, de manera de evitar lo que a su juicio pudiera ser un costo de esta decisión, que es el aplanamiento de la curva forward.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"262";"RPM-2008-03-13:1738:1";"2008-03-13";"Igal Magendzo Weinberger";"Gerente de Análisis Macroeconómico";"El Gerente de Análisis Macroeconómico señor Igal Magendzo señala que desea apoyar la opinión del Gerente de División Estudios señor García, y dejar los temas de intervención para cuando sean discutidos con toda la profundidad y todo el alcance que requieren, de acuerdo a todos los principios que se han establecido o se han difundido en nuestro documento de Política Monetaria. De lo contrario, al igual que el señor Pablo García, estima conveniente para el Banco Central de Chile y para la Política Monetaria no hacer mención de la intervención en esta oportunidad.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"263";"RPM-2014-03-13:6067:1";"2014-03-13";"Sergio Lehmann Beresi";"Gerente de Análisis Internacional";"El señor Sergio Lehmann reconoce que dicha escala tiende a comprimir los resultados. No obstante, indica que la bolsa de valores chilena alcanzó niveles de 150 en el año 2001 y hoy se ubica en torno a 100, dando cuenta de un notorio ajuste; y que, en general, su comportamiento en una perspectiva de más largo plazo es similar al exhibido por los otros centros bursátiles analizados. Al proseguir con su presentación, expresa que en lo concerniente a China, la tasa repo interbancaria a 7 días, que registró una alta volatilidad en los últimos dos o tres meses sugiriendo que podría converger a un nivel más alto, hoy está muy alineada con su promedio histórico de 2%. Hace presente que ello se ha visto acompañado de una reducción de las colocaciones, razón por la que los problemas de liquidez observados hace un tiempo, prácticamente han desaparecido al día de hoy. En cuanto a los movimientos registrados por el yuan, destaca su significativa depreciación en el último mes, ubicándose al centro de su banda de +/-1%. A continuación, el señor Sergio Lehmann se refiere a las tasas largas e indica que en Estados Unidos de América se han movido ligeramente hacia el alza, mientras que en Alemania exhiben un leve movimiento a la baja. En cuanto a los cambios esperados de la TPM al mes de enero de 2015 en Estados Unidos de América, comenta que el mercado no espera movimientos mientras no se complete el proceso de tapering, como tampoco durante el año en curso. Por otra parte, manifiesta que los premios por riesgo han mostrado retrocesos en el margen. Con respecto a las tasas largas de Perú, Colombia, Brasil, India, Turquía e Indonesia, señala que, en general, se han movido ligeramente hacia la baja, en línea con la moderación de la salida de capitales que se ha observado durante las semanas previas. Añade que las tasas largas han caído en Perú, Brasil e Indonesia; que el retroceso es marginal tratándose de las tasas colombianas; y que en Turquía han aumentado, debido a que esta economía ha estado muy afectada por problemas de carácter político. En lo atinente a los flujos de capitales, informa que se han moderado las importantes salidas de capitales que se materializaron desde mediados del año 2013 desde las economías emergentes. Agrega que dicho movimiento ha sido bastante transversal en América Latina y bastante simétrico para acciones y bonos. En lo referente a paridades, en esta ocasión presenta sus niveles actuales, así como las variaciones registradas desde la última semana y desde la última Reunión, y hace notar la apreciación marginal del dólar estadounidense; la estabilidad de las monedas de otras economías desarrolladas, como Japón y el Reino Unido; y la apreciación del franco suizo y del euro. Entre las monedas de economías emergentes, destaca la depreciación del yuan y la estabilidad de otras monedas asiáticas; la depreciación del peso chileno, en torno a 5%; la apreciación del real brasileño; y la estabilidad del sol peruano. Acota que el peso colombiano también exhibe aigún grado de depreciación. Hace presente que en Argentina, que exhibió bastante volatilidad a comienzos de año, el nivel de reservas y el mercado cambiario se han estabilizado. En efecto, el dólar oficial no ha registrado mayor variación y el dólar blue o paralelo, que alcanzó niveles muy elevados, ha tendido a moderarse y a estabilizarse en torno a $11 por dólar. Al proseguir con su presentación, alude a las principales noticias en materia de actividad y precios. En primer término, indica que el PIB de Estados Unidos de América del cuarto trimestre de 2013 se corrigió a 2,4% trimestre/trimestre anualizado y que el correspondiente a la Zona Euro fue ratificado en 1,1% trimestre/trimestre anualizado. Asimismo, consigna que el crecimiento de Japón en el cuarto trimestre del ejercicio pasado alcanzó a 0,7% trimestre/trimestre anualizado, menor que el 1,1% registrado el trimestre previo y el 0,9% esperado por el mercado. Menciona que en China, se ratificó la meta de crecimiento en 7,5% y que el precio de las viviendas ha tendido a moderarse. Por su parte, México registró una desaceleración en el cuarto trimestre de 2013 y Brasil, un grado de recuperación. Con respecto a los PMI manufacturero, informa que se han deteriorado en las economías emergentes y que si bien no presentan mayor variación en las economías desarrolladas, son más bien positivos. En este sentido, resalta la mantención de la dicotomía observada en los últimos seis meses en términos de que estos son más fuertes en las economías desarrolladas y más débiles en las emergentes. Por último, señala que la inflación registra movimientos mixtos y que su proyección para el presente año no presenta mayores cambios. A continuación, el señor Sergio Lehmann exhibe el cuadro que resume las distintas cifras esperadas y efectivas de actividad en Estados Unidos de América, la Zona Euro, Alemania, Japón, China y Brasil. Hace notar que Estados Unidos de América presenta indicadores de corto plazo mixtos, pero con un cierto predominio de cifras positivas. De hecho, comenta que al inicio de la presente jornada se dieron a conocer los datos de ventas minoristas y de solicitudes de subsidio desempleo, que fueron mejores que lo anticipado. En contraposición, la producción industrial del mes de enero fue menor que lo proyectado. Manifiesta que la Zona Euro exhibe una situación similar, ya que la producción industrial fue menor que lo esperado, pero las ventas minoristas efectivas superaron las expectativas y el empleo experimentó una mejora en el margen. Sobre este aspecto, destaca que después de mucho tiempo, se advierte creación de empleo en España. Agrega que en Japón, si bien el dato del PIB del cuarto trimestre estuvo por debajo de lo previsto, los indicadores en el margen de producción industrial, ventas minoristas y tasas de desempleo han sido mejores que lo previsto. Por último, señala que en cuanto a China, esta mañana se conocieron los datos referidos a ventas minoristas y producción industrial, que fueron menores que lo anticipado. Hace el alcance que las cifras antedichas corresponden al promedio de los meses de enero y febrero, de tal forma de neutralizar el efecto del Año Nuevo Chino, lo cual constituye una práctica tradicional en las estadísticas de esa economía. Añade que las exportaciones, contrariamente a lo esperado, experimentaron una caída muy significativa, la que podría obedecer al efecto de Año Nuevo Chino y a una actividad algo más débil. En materia de perspectivas, indica que los PMI manufactureros presentan una mejora en Estados Unidos de América y la Zona Euro, no así en Japón; que en China figuran en línea con lo previsto, pero por debajo del pivote de 50; y que, en general, los indicadores de perspectivas dan cuenta de una débil expansión de la economía. Acota que la confianza de consumidores también ha tendido a caer en Japón y China. A continuación, exhibe los gráficos que se contienen en la lámina N° 19 de la presentación, que muestran la desagregación del PMI manufacturero en términos de economías emergentes, avanzadas y emergentes que excluyen a China. Sobre el particular, hace notar la mantención de la dicotomía antes referida, que se sostiene desde comienzos del 2013, esto es, que las perspectivas son más fuertes en las economías desarrolladas, más débiles en las economías emergentes y, además, se ajustan a la baja, en un nivel inferior al pivote de 50. Por su parte, los PMI servicios se debilitan, pero en las economías desarrolladas superan el pivote de 50 y en las emergentes no alcanzan dicho nivel neutral. En materia de confianza de consumidores, resalta la caída en las economías emergentes, particularmente en China, mientras que en las economías avanzadas se advierte un grado de mejora, en línea con un aumento del consumo en Europa. El señor Sergio Lehmann se refiere a continuación al mercado laboral en Estados Unidos de América. A este respecto, señala que la creación de empleo aumenta, pero que la tasa de desempleo ha subido a 6,7% debido a un componente asociado a una contracción de la fuerza de trabajo. Agrega que la población de entre 25 y 54 años ha tendido a caer por la salida de los baby boomers dei mercado laboral; las vacantes se han mantenido relativamente estables en el margen; y las perspectivas de empleo del sector manufacturero no han variado, mientras que las referidas a servicios han tendido a caer. Con respecto a la Zona Euro, señala que el PIB da cuenta de un mayor dinamismo de la región y que la principal contribución al crecimiento del cuarto trimestre de 2013 estuvo asociada a las exportaciones netas, especialmente alemanas. Añade que el consumo también presenta una leve contribución en los últimos tres trimestres. En materia de inflación, consigna que la total y la subyacente no alcanzan al 1%, y que en de los países periféricos se advierte incluso una situación de deflación. En io concerniente a China, da cuenta de una desaceleración. En efecto, los PMI manufacturero caen, situándose en un nivel inferior al pivote de 50; los PMI de servicios son positivos y algo más estables, pero se ubican muy cerca del pivote de 50; y que los precios las ventas de viviendas han tendido a estabilizarse, luego de constituir sido un motivo de gran preocupación durante gran parte del año 2013, debido a que las medidas adoptadas por las autoridades chinas tendieron a moderar su evolución. El señor Sergio Lehmann destaca nuevamente la fuerte caída registrada por las exportaciones en el mes de febrero hacia las economías avanzadas y emergentes, lo cual tiende a apoyar la hipótesis de que parte de esta caída obedece al Año Nuevo Chino.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"264";"RPM-2009-08-13:2682:1";"2009-08-13";"Luis Felipe Céspedes Cifuentes";"Gerente de Investigación Económica";"El Gerente de Investigación Económica, señor Luís Felipe Céspedes, señala que, respecto del ajuste de las curvas forward en las últimas semanas, en la Reunión pasada el Banco adoptó una serie de medidas que apuntaban a incrementar el impulso monetario. Sobre la base de la evolución de la curva forward, indica que de lo observado en los días siguientes a dicha Reunión se desprende que esas medidas alcanzaron un efecto menor que el esperado. Agrega que lo que sí generó un cambio significativo en dicha curva fueron los recientes datos macroeconómicos, en particular el dato de menor inflación que el esperado. Ahora bien, plantea que ello permitiría argumentar que, independientemente de la causa de esta caída de la curva forward, su caída es una buena noticia, ya que era precisamente lo que se buscaba lograr. Sin embargo, advierte que hay que tener cuidado con esta conclusión, toda vez que dicha caída puede estar siendo generada por un descenso en las expectativas de inflación a todos los plazos, esto es, que la tasa real implícita en dicha trayectoria podría no haber sufrido cambio alguno y, por lo tanto, tampoco el impulso macroeconómico. Al respecto, añade que los datos entregados durante la mañana por el Gerente de Análisis Internacional apuntan en esta dirección. Respecto de la evolución marginal del impulso monetario requerido a la luz de las cifras más recientes, el señor Céspedes hace presente que el hecho de que la tasa de interés de política esté en su mínimo posible no implica que la lógica de Taylor no se aplique. Diferenciales de inflación respecto de la meta y la brecha de producto siguen siendo una buena forma de evaluar en qué dirección habría sido el movimiento marginal subjetivo para la TPM en esta RPM Qué nos dicen los datos, se pregunta. Respecto de la RPM pasada, indica que se tiene menos inflación y similares brechas. En efecto, señala que la inflación anual promedio proyectada para los próximos cinco meses sería 0,6% menor que la esperada en la RPM pasada. En relación con las brechas de producto, el Gerente de Investigación Económica sostiene que los antecedentes discutidos durante la mañana apuntan a una mantención de brechas respecto del mes anterior. En consecuencia, el movimiento marginal de la TPM que se deduciría de una regla de Taylor sería a la baja y de forma significativa. Agrega que, dado que se está en el nivel posible para la TPM, los nuevos antecedentes apuntarían a que la tasa de política monetaria se tendría que mantener por un período mayor que el previsto. En cuanto a los riesgos que se enfrentan, plantea que, sin lugar a dudas, el ejercicio anterior no consideraba los riesgos y cambios de otras condiciones, tales como los spreads, que pueden afectar significativamente la trayectoria de la TPM. Sobre los riesgos de una aceleración de la inflación, el señor Céspedes cree pertinente señalar que las aceleraciones o caídas dramáticas en el ritmo inflacionario han estado asociadas a shocks de oferta o cambios radicales en las expectativas de crecimiento futuro. Asumiendo que la probabilidad para este escenario de mayor expansión inflacionaria producto de shocks de oferta y una reversión más rápida de las expectativas negativas es mayor que la probabilidad de un escenario de deflación, cosa que, en su opinión, no es el caso, la conclusión de política monetaria no es trivial. Añade que las dinámicas de la economía en un escenario de mayor persistencia de tasas de inflación negativas o deflación son ciertamente mucho menos favorables que en el escenario de mayor inflación. Este último, afirma, es el tipo de escenario con los cuales un banco central está acostumbrado a lidiar y es el tipo de escenario del cual se tiene mayor conocimiento de sus dinámicas y mecanismos de transmisión. Por esta razón, no obstante su probabilidad de ocurrencia es baja, pero su costo es tremendo, es que el Banco debe permanecer muy atento e implementar acciones adicionales de política monetaria frente a mayores presiones deflacionarias, sea cual sea su fuente y considerando la fuente misma de la presión deflacionaria en la elección del instrumento. Sobre las expectativas de recuperación y la decisión de política del día de hoy, el Gerente de Investigación Económica estima que las incipientes mejores expectativas respecto de la evolución de la economía en el futuro es, sin lugar a dudas, algo positivo. Destaca que el actual ciclo económico ha estado fuertemente influenciado por las expectativas, afirma, por lo que la clave de la presente decisión de política monetaria, lo que incluye la decisión respecto de las FLAP o medidas adicionales y el comunicado mismo, es combinar adecuadamente las necesidades de trasmitir el compromiso con un impulso macroeconómico mayor, sin afectar las potencialmente frágiles expectativas de los agentes respecto de la marcha futura de la economía. En su opinión, dicho mensaje debe anclarse en la no existencia de presiones inflacionarias en el corto plazo y, por lo tanto, en el mayor espacio para señalizar una mayor expansibilidad de la política monetaria a la implícita hoy en el mercado.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"265";"RPM-2009-05-07:2544:1";"2009-05-07";"Sebastián Claro Edwards";"Consejero";"El Consejero señor Sebastián Claro señala que después de varios meses de noticias negativas, la decisión de hoy se da en un contexto en que se consolidan los datos que sugieren estabilidad en la caída de la actividad mundial. Indica que distintos indicadores, especialmente los precios de activos tanto en Chile como en el mundo dan indicios que existe una expectativa de recuperación a mediano plazo. Agrega que aunque todavía existen dudas sobre la velocidad de la recuperación - sin obviamente poder descartar escenarios más negativos -, su interpretación es que en las últimas semanas se ha producido un cambio de tendencia importante. En el plano interno, el Consejero señor Claro destaca la sorpresa de las cifras de inflación. Con ello, se confirma la rápida caída de la inflación, que debiera llegar a niveles muy bajos durante el tercer trimestre para converger a 3% hacia fines del año 2010; y, aún más importante, el tamaño del ajuste en el gasto observado en los últimos 6 meses. Agrega que con todo, las cifras de inflación subyacente corregidas por los ajustes metodológicos introducidos en la medición del IPC en los últimos meses, entregan un panorama de desinflación importante, pero bastante más gradual que el IPC. En el ámbito internacional, el Consejero señor Sebastián Claro destaca dos puntos. En primer lugar, que los datos tanto de actividad como de precios de activos en Estados Unidos son auspiciosos. Al respecto, señala que estas cifras todavía no dan luces respecto de la velocidad de recuperación que podrían mostrar las economías desarrolladas, pero son elementos positivos consecuentes con el aumento en precios de activos y con las mejores perspectivas observadas en Chile. Por otra parte, reitera sus dudas sobre el mecanismo de pruebas de tensión implementado en los Estados Unidos, ya que su difusión e impacto constituyen una fuente de incertidumbre importante. La determinación de falta de capital basado en modelos elaborados con tanta anticipación, altamente arbitrarios, y con demoras en su entrega, pueden generar ruido en el sistema financiero que ha demostrado ser particularmente sensible a estas noticias. Comenta el señor Consejero que dados los niveles de la Tasa de Política Monetaria y las perspectivas de inflación, la División de Estudios sugiere, y en línea con lo esperado por el mercado, que el nivel al cual se debiera estabilizar la Tasa de Política Monetaria es inferior al actual. Al respecto, señala que las estimaciones van entre 25 puntos base y 75 puntos base menos. Por ello, las alternativas de 25 puntos base y 50 puntos base se enmarcan en este contexto. En su opinión, dados los niveles de spreads en las tasas de interés, este rango para la Tasa de Política Monetaria la hace menos expansiva que los niveles equivalentes alcanzados en periodos anteriores donde el nivel de expansividad de la política monetaria era significativamente mayor. En este sentido, indica que parece adecuado avanzar en el margen hacia una política monetaria más expansiva dada las menores expectativas de inflación y actividad. Continuando con su exposición, el Consejero señor Sebastián Claro señala que la decisión de hoy está gobernada por la decisión acerca de la trayectoria de tasas que el Banco espera comunicar al mercado en el contexto del IPoM. En términos generales, la trayectoria de tasas de mercado no difiere significativamente del escenario base del IPoM, por lo menos en el corto plazo. Asimismo, las perspectivas para la actividad están también en rangos esperados por el mercado, aunque en el margen algo por sobre las expectativas de mercado. Indica que lo anterior consiste en recalcar lo fundamental de la consistencia y coherencia de la comunicación del Banco. En efecto, precisa que no es aconsejable sugerir una trayectoria de tasas significativamente menor a la del mercado si se considera que la actividad y la inflación van a tener una trayectoria similar - sino algo por arriba - a la esperada por el mercado. Al respecto, advierte que se corren dos riesgos: (a) se debilitan las perspectivas sobre recuperación de la actividad que se tiene y que se quiere comunicar, decisión que no sería fácil de interpretar; y (b) se arriesga un empinamiento de la curva de rendimiento dada la necesidad futura de tener que subir tasas. Destaca que el mercado ya está marcando alzas muy moderadas de la tasa a partir del último trimestre de este año - lo que no necesariamente está en el escenario base -, en un contexto de mejores expectativas. Señala que si estas mejores expectativas se consolidan y nuestra decisión se aleja en el corto plazo de lo esperado por el mercado, las tasas largas podrían subir y limitar el impulso monetario deseado. Señala que el Banco debe ser cauteloso en no sobre reaccionar con la tasa corta para no inducir así aumentos mayores en las tasas largas. Por lo expuesto, el Consejero señor Sebastián Claro considera que las alternativas de bajar 25 puntos base y mantener el sesgo, o bajar 50 puntos base y remover el sesgo son equivalentes. Por el contrario, eliminar totalmente el sesgo le parece poco creíble, y no se está en condiciones de hacerlo. Sin embargo, una reducción de 50 puntos base sin un cambio significativo en el sesgo, entrega una señal confusa al mercado en conjunto con las proyecciones de inflación y actividad del IPoM. Agrega que su preferencia es por reducir la TPM en 50 puntos base, y modificar el sesgo, el que debe dar espacio para una baja en el futuro, pero también que sea lo suficientemente amplio como permitir una postergación de esa baja o simplemente no efectuarla. En todo caso, advierte que lo más importante es que se deje claro que la tasa debiera permanecer a niveles similares a los actuales por el tiempo necesario para cumplir con los objetivos de inflación del banco. En consecuencia, el Consejero señor Sebastián Claro vota por reducir la TPM en 50 puntos base.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"266";"RPM-2005-09-08:399:1";"2005-09-08";"Vittorio Corbo Lioi";"Presidente del Banco Central";"El Presidente señor Vittorio Corbo señala, que la información conocida desde el último Informe de Política Monetaria muestra que en el entorno externo las perspectivas de crecimiento de la economía mundial se mantienen favorables, mientras que estimaciones iniciales de los efectos del huracán Katrina en la economía global apuntan a que éstos serían moderados, con un menor crecimiento en Estados Unidos de América en lo que resta de este año y uno mayor el 2006 y precios de combustibles más altos en los próximos trimestres. En cuanto a la economía nacional, el crecimiento de la actividad mostró una cierta desaceleración en julio que no era parte de nuestro escenario central del Informe de Política Monetaria. Sin embargo, señala que ésta estuvo principalmente asociada a problemas de oferta en la minería y al efecto de un día menos trabajado, mientras que la demanda interna sigue mostrando un sólido dinamismo apoyada en nuevas mejoras en el mercado laboral, y un repunte en las expectativas, a pesar del nuevo aumento en el precio de los combustibles. Agrega el señor Presidente, que con el producto creciendo por encima del producto potencial, el progresivo cierre de holguras de capacidad resultante sigue manifestándose en un aumento sostenido en las principales medidas de tendencia inflacionaria. Además, indica que aumenta el riesgo que, en esta etapa del ciclo, los pronunciados aumentos en los precios de los combustibles se traspasen con más intensidad a los precios de otros bienes y servicios y a los salarios y, a través de estos efectos, terminen tannbién afectando en forma más persistente las expectativas de inflación. En estas circunstancias, hace presente que, con una tasa de política monetaria muy por debajo de la tasa neutral, lo que corresponde es continuar con la normalización de la política monetaria para así mantener la inflación en torno a la meta en el horizonte de política monetaria. Por lo anterior, su voto es por un aumento de 25 puntos base en la tasa de política monetaria.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"267";"RPM-2012-08-16:5001:1";"2012-08-16";"Rodrigo Vergara Montes";"Presidente del Banco Central";"El Presidente consulta por el IMACEC esperado para el mes de julio último.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
