ngrama,n_palabras,intervenciones,reuniones,apariciones,tfidf_medio,df_hawkish,tasa_hawkish,df_dovish,tasa_dovish,df_neutral,tasa_neutral,asociacion_hawkish,asociacion_dovish,senal,justificacion
la conclusion,2,7,7,8,0.0005450004053992708,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
la contemplada,2,7,6,8,0.00030790191612943205,3,0.029914529914529916,0,0.005555555555555556,4,0.0039198606271777,3.039694986008257,-0.09496294376109032,no_revisado,
la contemplada en,3,7,6,8,0.00030790191612943205,3,0.029914529914529916,0,0.005555555555555556,4,0.0039198606271777,3.039694986008257,-0.09496294376109032,no_revisado,
la creacion de empleos,4,7,7,7,0.0001887244081885321,3,0.029914529914529916,1,0.016666666666666666,3,0.003048780487804878,3.039694986008257,1.6964504344274922,no_revisado,
la credibilidad,2,7,6,9,0.00026911721781678266,3,0.029914529914529916,2,0.027777777777777776,2,0.0021777003484320556,3.039694986008257,2.674424128097493,no_revisado,
la cual se,3,7,5,7,0.00029145122969354264,0,0.004273504273504274,2,0.027777777777777776,5,0.004790940766550522,-0.5046255302155531,2.674424128097493,no_revisado,
la curva de rendimiento,4,7,7,7,0.0002649284316819272,1,0.01282051282051282,2,0.027777777777777776,4,0.0039198606271777,1.286787847973029,2.674424128097493,no_revisado,
la de la,3,7,7,8,0.0002620281220770776,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
la decision de mantener,4,7,6,8,0.0001870557967584428,3,0.029914529914529916,2,0.027777777777777776,2,0.0021777003484320556,3.039694986008257,2.674424128097493,no_revisado,
la demanda en,3,7,6,7,0.00022740010362281427,1,0.01282051282051282,1,0.016666666666666666,5,0.004790940766550522,1.286787847973029,1.6964504344274922,no_revisado,
la demanda interna continua,4,7,7,7,0.00019309723920278276,4,0.038461538461538464,1,0.016666666666666666,2,0.0021777003484320556,3.7648351447776736,1.6964504344274922,no_revisado,
la desaceleracion de los,4,7,7,7,0.00025277362869693574,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
la dinamica salarial,3,7,7,7,0.0002556447238377881,2,0.021367521367521368,5,0.06111111111111111,0,0.00043554006968641115,2.26476154164303,4.949431175597363,no_revisado,
la economia chilena continua,4,7,7,7,0.00021787798695353228,3,0.029914529914529916,1,0.016666666666666666,3,0.003048780487804878,3.039694986008257,1.6964504344274922,no_revisado,
la economia esta,3,7,7,9,0.0002639839732550987,3,0.029914529914529916,2,0.027777777777777776,2,0.0021777003484320556,3.039694986008257,2.674424128097493,no_revisado,
la economia interna,3,7,7,7,0.000236562625333107,2,0.021367521367521368,1,0.016666666666666666,4,0.0039198606271777,2.26476154164303,1.6964504344274922,no_revisado,
la estacionalidad,2,7,7,7,0.00035388872401742794,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
la evaluacion que,3,7,6,10,0.0002546177350673035,3,0.029914529914529916,0,0.005555555555555556,4,0.0039198606271777,3.039694986008257,-0.09496294376109032,no_revisado,
la evolucion del tipo,4,7,7,7,0.0004152243628806007,1,0.01282051282051282,0,0.005555555555555556,6,0.005662020905923345,1.286787847973029,-0.09496294376109032,no_revisado,
la evolucion reciente,3,7,7,7,0.0002553892892926963,3,0.029914529914529916,1,0.016666666666666666,3,0.003048780487804878,3.039694986008257,1.6964504344274922,no_revisado,
la fecha de la,4,7,7,7,0.0006398238268995697,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
la fortaleza de,3,7,7,7,0.00021533223153445837,1,0.01282051282051282,1,0.016666666666666666,5,0.004790940766550522,1.286787847973029,1.6964504344274922,no_revisado,
la fuente,2,7,7,7,0.00024980596162593266,4,0.038461538461538464,0,0.005555555555555556,3,0.003048780487804878,3.7648351447776736,-0.09496294376109032,no_revisado,
la generacion,2,7,6,9,0.0003861498907285391,1,0.01282051282051282,0,0.005555555555555556,6,0.005662020905923345,1.286787847973029,-0.09496294376109032,no_revisado,
la importante,2,7,6,7,0.0002363063828882461,0,0.004273504273504274,2,0.027777777777777776,5,0.004790940766550522,-0.5046255302155531,2.674424128097493,no_revisado,
la impresion de,3,7,7,8,0.0004452359229376317,0,0.004273504273504274,1,0.016666666666666666,6,0.005662020905923345,-0.5046255302155531,1.6964504344274922,no_revisado,
la impresion de que,4,7,7,8,0.0004452359229376317,0,0.004273504273504274,1,0.016666666666666666,6,0.005662020905923345,-0.5046255302155531,1.6964504344274922,no_revisado,
la incertidumbre que,3,7,7,7,0.00028114127987831616,0,0.004273504273504274,2,0.027777777777777776,5,0.004790940766550522,-0.5046255302155531,2.674424128097493,no_revisado,
la incertidumbre respecto,3,7,7,7,0.00022423784579662058,2,0.021367521367521368,0,0.005555555555555556,5,0.004790940766550522,2.26476154164303,-0.09496294376109032,no_revisado,
la indexacion,2,7,6,7,0.00018980486836837917,1,0.01282051282051282,1,0.016666666666666666,5,0.004790940766550522,1.286787847973029,1.6964504344274922,no_revisado,
la inflacion a 3,4,7,5,7,0.0002047102258866453,4,0.038461538461538464,1,0.016666666666666666,2,0.0021777003484320556,3.7648351447776736,1.6964504344274922,no_revisado,
la inflacion de los,4,7,7,7,0.00040853003917122344,2,0.021367521367521368,0,0.005555555555555556,5,0.004790940766550522,2.26476154164303,-0.09496294376109032,no_revisado,
la inflacion de tendencia,4,7,6,8,0.00022812732335174675,3,0.029914529914529916,1,0.016666666666666666,3,0.003048780487804878,3.039694986008257,1.6964504344274922,no_revisado,
la inflacion por,3,7,7,7,0.0002100828125256481,0,0.004273504273504274,4,0.05,3,0.003048780487804878,-0.5046255302155531,4.174497731232137,no_revisado,
la instancia,2,7,7,9,0.00024467122627567416,3,0.029914529914529916,0,0.005555555555555556,4,0.0039198606271777,3.039694986008257,-0.09496294376109032,no_revisado,
la inversion en maquinaria,4,7,6,7,0.00021723949672103563,1,0.01282051282051282,0,0.005555555555555556,6,0.005662020905923345,1.286787847973029,-0.09496294376109032,no_revisado,
la inversion sigue,3,7,7,7,0.0002461499377121155,1,0.01282051282051282,2,0.027777777777777776,4,0.0039198606271777,1.286787847973029,2.674424128097493,no_revisado,
la jornada laboral,3,7,6,8,0.0003368700408443156,0,0.004273504273504274,1,0.016666666666666666,6,0.005662020905923345,-0.5046255302155531,1.6964504344274922,no_revisado,
la magnitud de la,4,7,7,7,0.0002718293383248405,2,0.021367521367521368,1,0.016666666666666666,4,0.0039198606271777,2.26476154164303,1.6964504344274922,no_revisado,
la materializacion de,3,7,7,7,0.00017059277965767423,3,0.029914529914529916,0,0.005555555555555556,4,0.0039198606271777,3.039694986008257,-0.09496294376109032,no_revisado,
la medida de,3,7,6,7,0.00024968978288730196,1,0.01282051282051282,1,0.016666666666666666,5,0.004790940766550522,1.286787847973029,1.6964504344274922,no_revisado,
la meta inflacionaria,3,7,7,8,0.00022332552981498178,5,0.04700854700854701,0,0.005555555555555556,2,0.0021777003484320556,4.5397685891429,-0.09496294376109032,no_revisado,
la moderacion de,3,7,7,7,0.00025206924712282215,3,0.029914529914529916,0,0.005555555555555556,4,0.0039198606271777,3.039694986008257,-0.09496294376109032,no_revisado,
la noticia,2,7,7,7,0.00018828223953553476,0,0.004273504273504274,3,0.03888888888888889,4,0.0039198606271777,-0.5046255302155531,3.4493575724627203,no_revisado,
la observada en el,4,7,7,7,0.00026752240820512554,1,0.01282051282051282,0,0.005555555555555556,6,0.005662020905923345,1.286787847973029,-0.09496294376109032,no_revisado,
la opcion de aumentar,4,7,7,8,0.00019372673896965288,4,0.038461538461538464,1,0.016666666666666666,2,0.0021777003484320556,3.7648351447776736,1.6964504344274922,no_revisado,
la opcion de subir,4,7,5,9,0.00023559804967829284,4,0.038461538461538464,1,0.016666666666666666,2,0.0021777003484320556,3.7648351447776736,1.6964504344274922,no_revisado,
la operacion,2,7,7,7,0.0006212506324967563,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
la percepcion de los,4,7,7,7,0.0003894969877043057,0,0.004273504273504274,1,0.016666666666666666,6,0.005662020905923345,-0.5046255302155531,1.6964504344274922,no_revisado,
la percepcion que,3,7,6,7,0.00039558043811391226,3,0.029914529914529916,0,0.005555555555555556,4,0.0039198606271777,3.039694986008257,-0.09496294376109032,no_revisado,
la periferia europea,3,7,7,8,0.0001724723417031687,1,0.01282051282051282,1,0.016666666666666666,5,0.004790940766550522,1.286787847973029,1.6964504344274922,no_revisado,
la persistencia de la,4,7,7,9,0.0002749978082892742,1,0.01282051282051282,1,0.016666666666666666,5,0.004790940766550522,1.286787847973029,1.6964504344274922,no_revisado,
la politica de,3,7,6,7,0.00024386730516890736,4,0.038461538461538464,2,0.027777777777777776,1,0.0013066202090592336,3.7648351447776736,2.674424128097493,no_revisado,
la practica,2,7,7,7,0.0002951441225889665,2,0.021367521367521368,1,0.016666666666666666,4,0.0039198606271777,2.26476154164303,1.6964504344274922,no_revisado,
la preparacion del,3,7,7,7,0.000271072539753926,4,0.038461538461538464,0,0.005555555555555556,3,0.003048780487804878,3.7648351447776736,-0.09496294376109032,no_revisado,
la presion,2,7,7,7,0.0003056558605007501,2,0.021367521367521368,0,0.005555555555555556,5,0.004790940766550522,2.26476154164303,-0.09496294376109032,no_revisado,
la primera mitad,3,7,7,10,0.00023489940817038047,2,0.021367521367521368,1,0.016666666666666666,4,0.0039198606271777,2.26476154164303,1.6964504344274922,no_revisado,
la proxima semana,3,7,4,7,0.00032691117149418326,5,0.04700854700854701,0,0.005555555555555556,2,0.0021777003484320556,4.5397685891429,-0.09496294376109032,no_revisado,
la publicacion de,3,7,6,7,0.00019021032982746822,0,0.004273504273504274,1,0.016666666666666666,6,0.005662020905923345,-0.5046255302155531,1.6964504344274922,no_revisado,
la punta,2,7,6,7,0.0002621310653491009,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
la reaccion de,3,7,7,7,0.0001923245615506783,3,0.029914529914529916,3,0.03888888888888889,1,0.0013066202090592336,3.039694986008257,3.4493575724627203,no_revisado,
la rebaja,2,7,7,8,0.0003416038570728918,0,0.004273504273504274,1,0.016666666666666666,6,0.005662020905923345,-0.5046255302155531,1.6964504344274922,no_revisado,
la rpm pasada,3,7,7,8,0.00020158434971923606,1,0.01282051282051282,2,0.027777777777777776,4,0.0039198606271777,1.286787847973029,2.674424128097493,no_revisado,
la sensacion de que,4,7,6,8,0.00032594744810811175,1,0.01282051282051282,0,0.005555555555555556,6,0.005662020905923345,1.286787847973029,-0.09496294376109032,no_revisado,
la situacion financiera,3,7,7,8,0.0001869700680454355,3,0.029914529914529916,2,0.027777777777777776,2,0.0021777003484320556,3.039694986008257,2.674424128097493,no_revisado,
la tasa de desocupacion,4,7,7,7,0.00020862612963687524,1,0.01282051282051282,2,0.027777777777777776,4,0.0039198606271777,1.286787847973029,2.674424128097493,no_revisado,
la tasa en esta,4,7,5,7,0.00023647571721802427,3,0.029914529914529916,3,0.03888888888888889,1,0.0013066202090592336,3.039694986008257,3.4493575724627203,no_revisado,
la tasa interbancaria,3,7,3,12,0.0005554718865995922,1,0.01282051282051282,1,0.016666666666666666,5,0.004790940766550522,1.286787847973029,1.6964504344274922,no_revisado,
la tasa se,3,7,7,7,0.00032285186461599455,1,0.01282051282051282,3,0.03888888888888889,3,0.003048780487804878,1.286787847973029,3.4493575724627203,no_revisado,
la tpm en 5,4,7,5,8,0.0003105048804878409,0,0.004273504273504274,1,0.016666666666666666,6,0.005662020905923345,-0.5046255302155531,1.6964504344274922,no_revisado,
la trayectoria esperada de,4,7,7,7,0.000189259862895206,1,0.01282051282051282,2,0.027777777777777776,4,0.0039198606271777,1.286787847973029,2.674424128097493,no_revisado,
la trayectoria que,3,7,6,8,0.0002218047357782154,1,0.01282051282051282,1,0.016666666666666666,5,0.004790940766550522,1.286787847973029,1.6964504344274922,no_revisado,
la zona euro en,4,7,7,7,0.00020259887757168837,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
lado menciona,2,7,7,9,0.00015487643302238713,1,0.01282051282051282,1,0.016666666666666666,5,0.004790940766550522,1.286787847973029,1.6964504344274922,no_revisado,
largo plazo de,3,7,6,7,0.0001838256060669389,2,0.021367521367521368,1,0.016666666666666666,4,0.0039198606271777,2.26476154164303,1.6964504344274922,no_revisado,
las caidas,2,7,7,9,0.0003982631079724777,0,0.004273504273504274,1,0.016666666666666666,6,0.005662020905923345,-0.5046255302155531,1.6964504344274922,no_revisado,
las cifras del mercado,4,7,6,7,0.00021279502387093585,1,0.01282051282051282,1,0.016666666666666666,5,0.004790940766550522,1.286787847973029,1.6964504344274922,no_revisado,
las colocaciones comerciales,3,7,6,8,0.00023108741056750484,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
las colocaciones de,3,7,7,8,0.00021455723384432228,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
las colocaciones para,3,7,6,7,0.0002755331725044294,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
las condiciones financieras externas,4,7,7,7,0.0002002066568262215,0,0.004273504273504274,4,0.05,3,0.003048780487804878,-0.5046255302155531,4.174497731232137,no_revisado,
las dificultades,2,7,7,8,0.0002648875571461859,1,0.01282051282051282,0,0.005555555555555556,6,0.005662020905923345,1.286787847973029,-0.09496294376109032,no_revisado,
las distintas mediciones,3,7,5,7,0.00021615966891482335,5,0.04700854700854701,0,0.005555555555555556,2,0.0021777003484320556,4.5397685891429,-0.09496294376109032,no_revisado,
las distintas mediciones de,4,7,5,7,0.00021615966891482335,5,0.04700854700854701,0,0.005555555555555556,2,0.0021777003484320556,4.5397685891429,-0.09496294376109032,no_revisado,
las economias emergentes se,4,7,6,8,0.00020470451899709416,1,0.01282051282051282,1,0.016666666666666666,5,0.004790940766550522,1.286787847973029,1.6964504344274922,no_revisado,
las emergentes,2,7,6,8,0.00021793176250808067,0,0.004273504273504274,3,0.03888888888888889,4,0.0039198606271777,-0.5046255302155531,3.4493575724627203,no_revisado,
las encuestas a,3,7,7,7,0.00014006650944264524,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
las esperadas,2,7,7,7,0.00020573801669748854,2,0.021367521367521368,2,0.027777777777777776,3,0.003048780487804878,2.26476154164303,2.674424128097493,no_revisado,
las expectativas que,3,7,7,7,0.0001816259286883728,1,0.01282051282051282,1,0.016666666666666666,5,0.004790940766550522,1.286787847973029,1.6964504344274922,no_revisado,
las exportaciones y,3,7,6,7,0.0003657167394119491,1,0.01282051282051282,0,0.005555555555555556,6,0.005662020905923345,1.286787847973029,-0.09496294376109032,no_revisado,
las implicancias de las,4,7,7,7,0.00021633807730930005,0,0.004273504273504274,3,0.03888888888888889,4,0.0039198606271777,-0.5046255302155531,3.4493575724627203,no_revisado,
las lineas,2,7,7,8,0.00021754503167588924,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
las medias,2,7,7,7,0.00021415016489953514,1,0.01282051282051282,0,0.005555555555555556,6,0.005662020905923345,1.286787847973029,-0.09496294376109032,no_revisado,
las medidas de la,4,7,6,8,0.00020220687835767982,4,0.038461538461538464,0,0.005555555555555556,3,0.003048780487804878,3.7648351447776736,-0.09496294376109032,no_revisado,
las noticias en,3,7,6,7,0.00017965497088612837,2,0.021367521367521368,1,0.016666666666666666,4,0.0039198606271777,2.26476154164303,1.6964504344274922,no_revisado,
las observadas en,3,7,7,7,0.00018567082964863782,0,0.004273504273504274,1,0.016666666666666666,6,0.005662020905923345,-0.5046255302155531,1.6964504344274922,no_revisado,
las percepciones,2,7,6,7,0.00022127286808776636,0,0.004273504273504274,2,0.027777777777777776,5,0.004790940766550522,-0.5046255302155531,2.674424128097493,no_revisado,
las personas,2,7,7,7,0.00032793489919493937,0,0.004273504273504274,1,0.016666666666666666,6,0.005662020905923345,-0.5046255302155531,1.6964504344274922,no_revisado,
las perspectivas para la,4,7,7,7,0.00015371908457609374,1,0.01282051282051282,3,0.03888888888888889,3,0.003048780487804878,1.286787847973029,3.4493575724627203,no_revisado,
las presiones de,3,7,6,7,0.00018279875614565555,3,0.029914529914529916,0,0.005555555555555556,4,0.0039198606271777,3.039694986008257,-0.09496294376109032,no_revisado,
las primas de,3,7,7,7,0.00022865480395864896,2,0.021367521367521368,1,0.016666666666666666,4,0.0039198606271777,2.26476154164303,1.6964504344274922,no_revisado,
las primeras,2,7,7,8,0.0002973540578935153,0,0.004273504273504274,1,0.016666666666666666,6,0.005662020905923345,-0.5046255302155531,1.6964504344274922,no_revisado,
las proyecciones que,3,7,7,7,0.00043998598565696555,1,0.01282051282051282,1,0.016666666666666666,5,0.004790940766550522,1.286787847973029,1.6964504344274922,no_revisado,
las restricciones,2,7,7,7,0.00020393795600904223,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
las reuniones de,3,7,6,8,0.000355797277441185,1,0.01282051282051282,0,0.005555555555555556,6,0.005662020905923345,1.286787847973029,-0.09496294376109032,no_revisado,
las revisiones,2,7,6,7,0.0003239163568942071,2,0.021367521367521368,1,0.016666666666666666,4,0.0039198606271777,2.26476154164303,1.6964504344274922,no_revisado,
las tasas largas en,4,7,7,8,0.0004250633086796136,0,0.004273504273504274,2,0.027777777777777776,5,0.004790940766550522,-0.5046255302155531,2.674424128097493,no_revisado,
las tensiones financieras en,4,7,7,7,0.00019238662401375154,3,0.029914529914529916,1,0.016666666666666666,3,0.003048780487804878,3.039694986008257,1.6964504344274922,no_revisado,
las ultimas cifras de,4,7,7,7,0.0002637400373257273,2,0.021367521367521368,2,0.027777777777777776,3,0.003048780487804878,2.26476154164303,2.674424128097493,no_revisado,
las ultimas dos semanas,4,7,7,7,0.00029439366797768813,0,0.004273504273504274,1,0.016666666666666666,6,0.005662020905923345,-0.5046255302155531,1.6964504344274922,no_revisado,
las ultimas semanas se,4,7,7,7,0.0001962351687211929,1,0.01282051282051282,1,0.016666666666666666,5,0.004790940766550522,1.286787847973029,1.6964504344274922,no_revisado,
le da,2,7,6,9,0.0005441302702361338,1,0.01282051282051282,0,0.005555555555555556,6,0.005662020905923345,1.286787847973029,-0.09496294376109032,no_revisado,
le llama la,3,7,7,7,0.0005220869034505569,1,0.01282051282051282,0,0.005555555555555556,6,0.005662020905923345,1.286787847973029,-0.09496294376109032,no_revisado,
le llama la atencion,4,7,7,7,0.0005220869034505569,1,0.01282051282051282,0,0.005555555555555556,6,0.005662020905923345,1.286787847973029,-0.09496294376109032,no_revisado,
le parece que en,4,7,7,8,0.00039074650760366735,1,0.01282051282051282,3,0.03888888888888889,3,0.003048780487804878,1.286787847973029,3.4493575724627203,no_revisado,
lehmann hace,2,7,7,8,0.0002476821844851406,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
lehmann indica,2,7,7,7,0.0004374618407476449,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
lehmann indica que,3,7,7,7,0.0004374618407476449,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
lejos de,2,7,7,7,0.00017508696368005632,1,0.01282051282051282,5,0.06111111111111111,1,0.0013066202090592336,1.286787847973029,4.949431175597363,no_revisado,
lento que,2,7,5,8,0.00024315069362002833,0,0.004273504273504274,2,0.027777777777777776,5,0.004790940766550522,-0.5046255302155531,2.674424128097493,no_revisado,
les,1,7,6,8,0.0005600536452086847,1,0.01282051282051282,0,0.005555555555555556,6,0.005662020905923345,1.286787847973029,-0.09496294376109032,no_revisado,
levemente al alza,3,7,6,7,0.00022710723543724229,1,0.01282051282051282,1,0.016666666666666666,5,0.004790940766550522,1.286787847973029,1.6964504344274922,no_revisado,
libertad,1,7,7,7,0.0002718152050480668,3,0.029914529914529916,1,0.016666666666666666,3,0.003048780487804878,3.039694986008257,1.6964504344274922,no_revisado,
ligado a,2,7,6,8,0.0002232996667996533,0,0.004273504273504274,1,0.016666666666666666,6,0.005662020905923345,-0.5046255302155531,1.6964504344274922,no_revisado,
linea con lo esperado,4,7,5,7,0.00020970511698905993,1,0.01282051282051282,3,0.03888888888888889,3,0.003048780487804878,1.286787847973029,3.4493575724627203,no_revisado,
llegando a 3,3,7,7,7,0.00022298392272984715,2,0.021367521367521368,1,0.016666666666666666,4,0.0039198606271777,2.26476154164303,1.6964504344274922,no_revisado,
llego a 2,3,7,5,8,0.00018771349423893116,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
llego a 3,3,7,6,7,0.00018590953101800192,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
llevado a corregir,3,7,7,9,0.0002935121968944419,1,0.01282051282051282,1,0.016666666666666666,5,0.004790940766550522,1.286787847973029,1.6964504344274922,no_revisado,
llevar a una,3,7,7,7,0.0002147742489601755,2,0.021367521367521368,1,0.016666666666666666,4,0.0039198606271777,2.26476154164303,1.6964504344274922,no_revisado,
llevar la,2,7,6,7,0.00021897355935295224,6,0.05555555555555555,1,0.016666666666666666,0,0.00043554006968641115,5.517742282812901,1.6964504344274922,no_revisado,
llevaria,1,7,7,8,0.00040329513762262225,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
llevaria a,2,7,7,8,0.00040329513762262225,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
lo anterior el consejero,4,7,7,7,0.00023952496326305788,3,0.029914529914529916,2,0.027777777777777776,2,0.0021777003484320556,3.039694986008257,2.674424128097493,no_revisado,
lo anticipado en el,4,7,7,7,0.0001953173138765603,3,0.029914529914529916,1,0.016666666666666666,3,0.003048780487804878,3.039694986008257,1.6964504344274922,no_revisado,
lo atinente al,3,7,5,7,0.00018879931088550405,0,0.004273504273504274,2,0.027777777777777776,5,0.004790940766550522,-0.5046255302155531,2.674424128097493,no_revisado,
lo contemplado en el,4,7,7,7,0.00018239124937079995,1,0.01282051282051282,1,0.016666666666666666,5,0.004790940766550522,1.286787847973029,1.6964504344274922,no_revisado,
lo estimado en,3,7,7,9,0.00022584164851156867,0,0.004273504273504274,2,0.027777777777777776,5,0.004790940766550522,-0.5046255302155531,2.674424128097493,no_revisado,
lo hizo,2,7,7,7,0.0003204354188285358,1,0.01282051282051282,1,0.016666666666666666,5,0.004790940766550522,1.286787847973029,1.6964504344274922,no_revisado,
lo que es coherente,4,7,7,7,0.00027957826602391465,1,0.01282051282051282,0,0.005555555555555556,6,0.005662020905923345,1.286787847973029,-0.09496294376109032,no_revisado,
lo que esta en,4,7,5,8,0.00023480145407672823,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
lo que esta pasando,4,7,7,7,0.0005138664975996742,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
lo que explica,3,7,7,7,0.0003426769064193443,1,0.01282051282051282,0,0.005555555555555556,6,0.005662020905923345,1.286787847973029,-0.09496294376109032,no_revisado,
lo que implica,3,7,7,8,0.00030372205259731705,1,0.01282051282051282,2,0.027777777777777776,4,0.0039198606271777,1.286787847973029,2.674424128097493,no_revisado,
lo que significa que,4,7,7,7,0.0003836624533233076,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
lo que tambien,3,7,7,7,0.0002272296565050886,0,0.004273504273504274,1,0.016666666666666666,6,0.005662020905923345,-0.5046255302155531,1.6964504344274922,no_revisado,
lo que tiene,3,7,6,7,0.0002576514226348464,0,0.004273504273504274,2,0.027777777777777776,5,0.004790940766550522,-0.5046255302155531,2.674424128097493,no_revisado,
lo referente a la,4,7,7,7,0.00021316933266196523,0,0.004273504273504274,1,0.016666666666666666,6,0.005662020905923345,-0.5046255302155531,1.6964504344274922,no_revisado,
lo referente a las,4,7,7,7,0.00046769217049938644,0,0.004273504273504274,1,0.016666666666666666,6,0.005662020905923345,-0.5046255302155531,1.6964504344274922,no_revisado,
lo referente al,3,7,6,7,0.0002252458094846982,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
lo tanto cree,3,7,5,7,0.0003203508728409298,6,0.05555555555555555,0,0.005555555555555556,1,0.0013066202090592336,5.517742282812901,-0.09496294376109032,no_revisado,
lo tanto lo,3,7,7,7,0.00028297484241565526,0,0.004273504273504274,2,0.027777777777777776,5,0.004790940766550522,-0.5046255302155531,2.674424128097493,no_revisado,
lo tanto senala,3,7,6,7,0.00027221530134104264,1,0.01282051282051282,3,0.03888888888888889,3,0.003048780487804878,1.286787847973029,3.4493575724627203,no_revisado,
los actuales,2,7,7,7,0.00024387353113022192,2,0.021367521367521368,0,0.005555555555555556,5,0.004790940766550522,2.26476154164303,-0.09496294376109032,no_revisado,
los acuerdos,2,7,7,7,0.0002888230826114428,0,0.004273504273504274,1,0.016666666666666666,6,0.005662020905923345,-0.5046255302155531,1.6964504344274922,no_revisado,
los argumentos que,3,7,7,7,0.00020539916162095318,2,0.021367521367521368,3,0.03888888888888889,2,0.0021777003484320556,2.26476154164303,3.4493575724627203,no_revisado,
los bajos,2,7,7,8,0.00023157229953434707,1,0.01282051282051282,1,0.016666666666666666,5,0.004790940766550522,1.286787847973029,1.6964504344274922,no_revisado,
los bancos de,3,7,6,9,0.00022947233726101462,2,0.021367521367521368,0,0.005555555555555556,5,0.004790940766550522,2.26476154164303,-0.09496294376109032,no_revisado,
los bcp,2,7,7,7,0.00013925131625732294,2,0.021367521367521368,2,0.027777777777777776,3,0.003048780487804878,2.26476154164303,2.674424128097493,no_revisado,
los consejeros dona,3,7,7,7,0.0002548855717354879,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
los consejeros dona maria,4,7,7,7,0.0002548855717354879,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
los datos de actividad,4,7,6,8,0.00026120152438858813,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
los desarrollos economicos,3,7,7,7,0.0002804460580103842,0,0.004273504273504274,0,0.005555555555555556,7,0.006533101045296167,-0.5046255302155531,-0.09496294376109032,no_revisado,
los determinantes,2,7,6,7,0.0002052739675783045,2,0.021367521367521368,1,0.016666666666666666,4,0.0039198606271777,2.26476154164303,1.6964504344274922,no_revisado,
los efectos de segunda,4,7,6,7,0.0002889371681466151,1,0.01282051282051282,3,0.03888888888888889,3,0.003048780487804878,1.286787847973029,3.4493575724627203,no_revisado,
los esperados,2,7,7,7,0.0001885372407264721,4,0.038461538461538464,0,0.005555555555555556,3,0.003048780487804878,3.7648351447776736,-0.09496294376109032,no_revisado,
